version,move_id,move_name_gs_korean,bank_hex,bank_offset_hex,cpu_address_hex,file_offset_hex,record_length,description,next_count,raw_hex,record_raw_hex,undefined_code_count
KOREAN_GOLD,44,물기,0x6D,0x0A52,0x4A52,0x1B4A52,54,날카로운 이빨로 물어뜯어 공격<NEXT>적의 기세를 꺾기도 한다,1,02 3f 09 0b 03 fe 07 4e 7f 07 9c 05 71 03 fe 7f 04 b0 06 ee 03 b2 06 ee 7f 01 68 01 3d 59 07 cb 07 97 7f 01 b2 05 ec 04 36 7f 01 da 01 b2 03 15 7f 0a 71 02 d9,02 3f 09 0b 03 fe 07 4e 7f 07 9c 05 71 03 fe 7f 04 b0 06 ee 03 b2 06 ee 7f 01 68 01 3d 59 07 cb 07 97 7f 01 b2 05 ec 04 36 7f 01 da 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,45,울음소리,0x6D,0x0A88,0x4A88,0x1B4A88,52,귀여운 울음소리로 적을 방심시켜<NEXT>공격력을 떨어뜨린다,1,01 9d 07 09 07 4e 7f 07 4f 07 8d 06 02 04 3e 03 fe 7f 07 cb 07 8b 7f 04 e6 06 69 06 63 09 31 59 01 68 01 3d 03 f2 07 8b 7f 03 83 06 ee 03 af 04 40 02 d9,01 9d 07 09 07 4e 7f 07 4f 07 8d 06 02 04 3e 03 fe 7f 07 cb 07 8b 7f 04 e6 06 69 06 63 09 31 59 01 68 01 3d 03 f2 07 8b 7f 03 83 06 ee 03 af 04 40 02 d9 50,0
KOREAN_GOLD,46,울부짖기,0x6D,0x0ABC,0x4ABC,0x1B4ABC,56,짖어서 적을 도망치게 만든다<NEXT>적이 도망치면 전투는 끝난다,1,08 32 06 ee 05 dd 7f 07 cb 07 8b 7f 03 15 04 61 09 01 01 34 7f 04 48 03 47 02 d9 59 07 cb 07 9c 7f 03 15 04 61 09 01 04 89 7f 07 cc 09 c5 02 c2 7f 02 31 02 3d 02 d9,08 32 06 ee 05 dd 7f 07 cb 07 8b 7f 03 15 04 61 09 01 01 34 7f 04 48 03 47 02 d9 59 07 cb 07 9c 7f 03 15 04 61 09 01 04 89 7f 07 cc 09 c5 02 c2 7f 02 31 02 3d 02 d9 50,0
KOREAN_GOLD,47,노래하기,0x6D,0x0AF4,0x4AF4,0x1B4AF4,45,기분 좋은 노랫소리로<NEXT>적을 깊은 잠에 빠뜨린다,1,01 b2 05 30 7f 07 f1 07 8a 7f 02 8b 03 d7 06 02 04 3e 03 fe 59 07 cb 07 8b 7f 01 bd 07 8a 7f 07 b1 07 01 7f 05 6c 03 af 04 40 02 d9,01 b2 05 30 7f 07 f1 07 8a 7f 02 8b 03 d7 06 02 04 3e 03 fe 59 07 cb 07 8b 7f 01 bd 07 8a 7f 07 b1 07 01 7f 05 6c 03 af 04 40 02 d9 50,0
KOREAN_GOLD,48,초음파,0x6D,0x0B21,0x4B21,0x1B4B21,53,몸에서 괴음파를 발생시켜<NEXT>적을 혼란하게 만들기도 한다,1,04 96 07 01 05 dd 7f 01 7b 07 8d 09 f4 04 36 7f 04 df 05 cd 06 63 09 31 59 07 cb 07 8b 7f 0a a5 03 c5 0a 6f 01 34 7f 04 48 03 49 01 b2 03 15 7f 0a 71 02 d9,04 96 07 01 05 dd 7f 01 7b 07 8d 09 f4 04 36 7f 04 df 05 cd 06 63 09 31 59 07 cb 07 8b 7f 0a a5 03 c5 0a 6f 01 34 7f 04 48 03 49 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,49,소닉붐,0x6D,0x0B56,0x4B56,0x1B4B56,47,충격파로 적을 공격<NEXT>20으로 정해진 데미지를 준다,1,08 e6 01 3d 09 f4 03 fe 7f 07 cb 07 8b 7f 01 68 01 3d 59 f8 f6 07 88 03 fe 7f 07 d4 0a 78 08 28 7f 03 05 04 cc 08 26 04 36 7f 08 08 02 d9,08 e6 01 3d 09 f4 03 fe 7f 07 cb 07 8b 7f 01 68 01 3d 59 f8 f6 07 88 03 fe 7f 07 d4 0a 78 08 28 7f 03 05 04 cc 08 26 04 36 7f 08 08 02 d9 50,0
KOREAN_GOLD,50,사슬묶기,0x6D,0x0B85,0x4B85,0x1B4B85,67,초능력으로 적의 움직임을 봉쇄해서<NEXT>기술1개를 사용하지 못하게 만든다,1,08 ca 02 c9 03 f2 07 88 03 fe 7f 07 cb 07 97 7f 07 62 08 27 07 a3 07 8b 7f 05 20 06 12 0a 78 05 dd 59 01 b2 06 2a f7 01 13 04 36 7f 05 b7 07 4b 0a 6f 08 26 7f 04 98 0a 6f 01 34 7f 04 48 03 47 02 d9,08 ca 02 c9 03 f2 07 88 03 fe 7f 07 cb 07 97 7f 07 62 08 27 07 a3 07 8b 7f 05 20 06 12 0a 78 05 dd 59 01 b2 06 2a f7 01 13 04 36 7f 05 b7 07 4b 0a 6f 08 26 7f 04 98 0a 6f 01 34 7f 04 48 03 47 02 d9 50,0
KOREAN_GOLD,51,용해액,0x6D,0x0BC8,0x4BC8,0x1B4BC8,51,강한 산으로 적의 피부를 녹인다<NEXT>방어력을 떨어뜨린다,1,01 0d 0a 71 7f 05 ba 07 88 03 fe 7f 07 cb 07 97 7f 0a 67 05 2e 04 36 7f 02 8c 07 9e 02 d9 59 04 e6 06 ee 03 f2 07 8b 7f 03 83 06 ee 03 af 04 40 02 d9,01 0d 0a 71 7f 05 ba 07 88 03 fe 7f 07 cb 07 97 7f 0a 67 05 2e 04 36 7f 02 8c 07 9e 02 d9 59 04 e6 06 ee 03 f2 07 8b 7f 03 83 06 ee 03 af 04 40 02 d9 50,0
KOREAN_GOLD,52,불꽃세례,0x6D,0x0BFB,0x4BFB,0x1B4BFB,47,작은 화염으로 공격<NEXT>적에게 화상을 입히기도 한다,1,07 ab 07 8a 7f 0a ad 07 10 07 88 03 fe 7f 01 68 01 3d 59 07 cb 07 01 01 34 7f 0a ad 05 c3 07 8b 7f 07 a4 0a f7 01 b2 03 15 7f 0a 71 02 d9,07 ab 07 8a 7f 0a ad 07 10 07 88 03 fe 7f 01 68 01 3d 59 07 cb 07 01 01 34 7f 0a ad 05 c3 07 8b 7f 07 a4 0a f7 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,53,화염방사,0x6D,0x0C2A,0x4C2A,0x1B4C2A,49,엄청난 화염으로 공격<NEXT>적에게 화상을 입히기도 한다,1,06 f6 08 bb 02 3d 7f 0a ad 07 10 07 88 03 fe 7f 01 68 01 3d 59 07 cb 07 01 01 34 7f 0a ad 05 c3 07 8b 7f 07 a4 0a f7 01 b2 03 15 7f 0a 71 02 d9,06 f6 08 bb 02 3d 7f 0a ad 07 10 07 88 03 fe 7f 01 68 01 3d 59 07 cb 07 01 01 34 7f 0a ad 05 c3 07 8b 7f 07 a4 0a f7 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,54,흰안개,0x6D,0x0C5B,0x4C5B,0x1B4C5B,54,하얀 안개로 몸을 감싸서<NEXT>능력이 낮아지지 않도록 만든다,1,0a 6f 06 e1 7f 06 c8 01 13 03 fe 7f 04 96 07 8b 7f 01 08 06 6e 05 dd 59 02 c9 03 f2 07 9c 7f 02 47 06 c6 08 26 08 26 7f 06 ca 03 15 03 ff 7f 04 48 03 47 02 d9,0a 6f 06 e1 7f 06 c8 01 13 03 fe 7f 04 96 07 8b 7f 01 08 06 6e 05 dd 59 02 c9 03 f2 07 9c 7f 02 47 06 c6 08 26 08 26 7f 06 ca 03 15 03 ff 7f 04 48 03 47 02 d9 50,0
KOREAN_GOLD,55,물대포,0x6D,0x0C91,0x4C91,0x1B4C91,28,물을 발사해서<NEXT>적을 공격한다,1,04 b0 07 8b 7f 04 df 05 b7 0a 78 05 dd 59 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9,04 b0 07 8b 7f 04 df 05 b7 0a 78 05 dd 59 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,56,하이드로펌프,0x6D,0x0CAD,0x4CAD,0x1B4CAD,42,물을 굉장한 기세로<NEXT>발사해서 적을 공격한다,1,04 b0 07 8b 7f 01 82 07 b5 0a 71 7f 01 b2 05 ec 03 fe 59 04 df 05 b7 0a 78 05 dd 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9,04 b0 07 8b 7f 01 82 07 b5 0a 71 7f 01 b2 05 ec 03 fe 59 04 df 05 b7 0a 78 05 dd 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,57,파도타기,0x6D,0x0CD7,0x4CD7,0x1B4CD7,56,물에 파도를 일으켜 그것을<NEXT>엄청난 힘으로 때려서 공격한다,1,04 b0 07 01 7f 09 f4 03 15 04 36 7f 07 9f 07 88 09 31 7f 01 a7 01 2d 07 8b 59 06 f6 08 bb 02 3d 7f 0a fb 07 88 03 fe 7f 03 77 03 f1 05 dd 7f 01 68 01 3d 0a 71 02 d9,04 b0 07 01 7f 09 f4 03 15 04 36 7f 07 9f 07 88 09 31 7f 01 a7 01 2d 07 8b 59 06 f6 08 bb 02 3d 7f 0a fb 07 88 03 fe 7f 03 77 03 f1 05 dd 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,58,냉동빔,0x6D,0x0D0F,0x4D0F,0x1B4D0F,45,냉기를 발산해서 공격<NEXT>적을 얼게 만들기도 한다,1,02 63 01 b2 04 36 7f 04 df 05 ba 0a 78 05 dd 7f 01 68 01 3d 59 07 cb 07 8b 7f 06 f3 01 34 7f 04 48 03 49 01 b2 03 15 7f 0a 71 02 d9,02 63 01 b2 04 36 7f 04 df 05 ba 0a 78 05 dd 7f 01 68 01 3d 59 07 cb 07 8b 7f 06 f3 01 34 7f 04 48 03 49 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,59,눈보라,0x6D,0x0D3C,0x4D3C,0x1B4D3C,53,눈을 강한 바람에 실어서 공격<NEXT>적을 얼게 만들기도 한다,1,02 ab 07 8b 7f 01 0d 0a 71 7f 04 d9 03 c7 07 01 7f 06 67 06 ee 05 dd 7f 01 68 01 3d 59 07 cb 07 8b 7f 06 f3 01 34 7f 04 48 03 49 01 b2 03 15 7f 0a 71 02 d9,02 ab 07 8b 7f 01 0d 0a 71 7f 04 d9 03 c7 07 01 7f 06 67 06 ee 05 dd 7f 01 68 01 3d 59 07 cb 07 8b 7f 06 f3 01 34 7f 04 48 03 49 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,60,환상빔,0x6D,0x0D71,0x4D71,0x1B4D71,49,이상한 빛을 발사한다<NEXT>적을 혼란하게 만들기도 한다,1,07 9c 05 c3 0a 71 7f 05 6b 07 8b 7f 04 df 05 b7 0a 71 02 d9 59 07 cb 07 8b 7f 0a a5 03 c5 0a 6f 01 34 7f 04 48 03 49 01 b2 03 15 7f 0a 71 02 d9,07 9c 05 c3 0a 71 7f 05 6b 07 8b 7f 04 df 05 b7 0a 71 02 d9 59 07 cb 07 8b 7f 0a a5 03 c5 0a 6f 01 34 7f 04 48 03 49 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,61,거품광선,0x6D,0x0DA2,0x4DA2,0x1B4DA2,56,거품을 단숨에 발사한다<NEXT>적의 빠르기를 낮추게 하기도 한다,1,01 25 0a 40 07 8b 7f 02 dc 06 2b 07 01 7f 04 df 05 b7 0a 71 02 d9 59 07 cb 07 97 7f 05 6c 04 33 01 b2 04 36 7f 02 47 08 df 01 34 7f 0a 6f 01 b2 03 15 7f 0a 71 02 d9,01 25 0a 40 07 8b 7f 02 dc 06 2b 07 01 7f 04 df 05 b7 0a 71 02 d9 59 07 cb 07 97 7f 05 6c 04 33 01 b2 04 36 7f 02 47 08 df 01 34 7f 0a 6f 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,62,오로라 빔,0x6D,0x0DDA,0x4DDA,0x1B4DDA,48,무지개 빛을 발사한다<NEXT>공격력을 저하시키기도 한다,1,04 ab 08 26 01 13 7f 05 6b 07 8b 7f 04 df 05 b7 0a 71 02 d9 59 01 68 01 3d 03 f2 07 8b 7f 07 ca 0a 6f 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9,04 ab 08 26 01 13 7f 05 6b 07 8b 7f 04 df 05 b7 0a 71 02 d9 59 01 68 01 3d 03 f2 07 8b 7f 07 ca 0a 6f 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,63,파괴광선,0x6D,0x0E0A,0x4E0A,0x1B4E0A,58,데미지는 크지만 사용하면<NEXT>다음 턴에서 움직이지 못하게 된다,1,03 05 04 cc 08 26 02 c2 7f 09 79 08 26 04 48 7f 05 b7 07 4b 0a 6f 04 89 59 02 d9 07 8d 7f 09 9f 07 01 05 dd 7f 07 62 08 27 07 9c 08 26 7f 04 98 0a 6f 01 34 7f 03 28 02 d9,03 05 04 cc 08 26 02 c2 7f 09 79 08 26 04 48 7f 05 b7 07 4b 0a 6f 04 89 59 02 d9 07 8d 7f 09 9f 07 01 05 dd 7f 07 62 08 27 07 9c 08 26 7f 04 98 0a 6f 01 34 7f 03 28 02 d9 50,0
KOREAN_GOLD,64,쪼기,0x6D,0x0E44,0x4E44,0x1B4E44,40,부리 등을 사용하여<NEXT>적을 쪼아서 공격한다,1,05 2e 04 3e 7f 03 4e 07 8b 7f 05 b7 07 4b 0a 6f 07 09 59 07 cb 07 8b 7f 08 69 06 c6 05 dd 7f 01 68 01 3d 0a 71 02 d9,05 2e 04 3e 7f 03 4e 07 8b 7f 05 b7 07 4b 0a 6f 07 09 59 07 cb 07 8b 7f 08 69 06 c6 05 dd 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,65,회전부리,0x6D,0x0E6C,0x4E6C,0x1B4E6C,48,부리를 중심으로 몸을<NEXT>회전시켜서 적에게 돌진한다,1,05 2e 04 3e 04 36 7f 08 0f 06 69 07 88 03 fe 7f 04 96 07 8b 59 0a b8 07 cc 06 63 09 31 05 dd 7f 07 cb 07 01 01 34 7f 03 19 08 28 0a 71 02 d9,05 2e 04 3e 04 36 7f 08 0f 06 69 07 88 03 fe 7f 04 96 07 8b 59 0a b8 07 cc 06 63 09 31 05 dd 7f 07 cb 07 01 01 34 7f 03 19 08 28 0a 71 02 d9 50,0
KOREAN_GOLD,66,지옥의바퀴,0x6D,0x0E9C,0x4E9C,0x1B4E9C,61,자신 역시 상대방과 함께 뒹군다<NEXT>자신도 약간의 데미지를 입는다,1,07 aa 06 65 7f 07 0a 06 63 7f 05 c3 02 eb 04 e6 01 6a 7f 0a 74 01 e2 7f 03 3f 01 8a 02 d9 59 07 aa 06 65 03 15 7f 06 e0 01 03 07 97 7f 03 05 04 cc 08 26 04 36 7f 07 a4 02 c2 02 d9,07 aa 06 65 7f 07 0a 06 63 7f 05 c3 02 eb 04 e6 01 6a 7f 0a 74 01 e2 7f 03 3f 01 8a 02 d9 59 07 aa 06 65 03 15 7f 06 e0 01 03 07 97 7f 03 05 04 cc 08 26 04 36 7f 07 a4 02 c2 02 d9 50,0
KOREAN_GOLD,67,잡치기,0x6D,0x0ED9,0x4ED9,0x1B4ED9,42,타이밍 좋게 다리를 걸어서<NEXT>적을 넘어뜨린다,1,09 88 07 9c 04 d6 7f 07 f1 01 34 7f 02 d9 04 3e 04 36 7f 01 29 06 ee 05 dd 59 07 cb 07 8b 7f 02 71 06 ee 03 af 04 40 02 d9,09 88 07 9c 04 d6 7f 07 f1 01 34 7f 02 d9 04 3e 04 36 7f 01 29 06 ee 05 dd 59 07 cb 07 8b 7f 02 71 06 ee 03 af 04 40 02 d9 50,0
KOREAN_GOLD,68,카운터,0x6D,0x0F03,0x4F03,0x1B4F03,57,적에게 받은 물리적인 공격의<NEXT>데미지를 배로해서 되돌려준다,1,07 cb 07 01 01 34 7f 04 de 07 8a 7f 04 b0 04 3e 07 cb 07 9e 7f 01 68 01 3d 07 97 59 03 05 04 cc 08 26 04 36 7f 04 e8 03 fe 0a 78 05 dd 7f 03 27 03 19 03 f1 08 08 02 d9,07 cb 07 01 01 34 7f 04 de 07 8a 7f 04 b0 04 3e 07 cb 07 9e 7f 01 68 01 3d 07 97 59 03 05 04 cc 08 26 04 36 7f 04 e8 03 fe 0a 78 05 dd 7f 03 27 03 19 03 f1 08 08 02 d9 50,0
KOREAN_GOLD,69,지구던지기,0x6D,0x0F3C,0x4F3C,0x1B4F3C,47,인력을 이용해서 던진다<NEXT>레벨 분의 데미지를 준다,1,07 9e 03 f2 07 8b 7f 07 9c 07 4b 0a 78 05 dd 7f 02 f8 08 28 02 d9 59 03 e9 05 07 7f 05 30 07 97 7f 03 05 04 cc 08 26 04 36 7f 08 08 02 d9,07 9e 03 f2 07 8b 7f 07 9c 07 4b 0a 78 05 dd 7f 02 f8 08 28 02 d9 59 03 e9 05 07 7f 05 30 07 97 7f 03 05 04 cc 08 26 04 36 7f 08 08 02 d9 50,0
KOREAN_GOLD,70,괴력,0x6D,0x0F6B,0x4F6B,0x1B4F6B,40,전신에 엄청난 힘을 모아서<NEXT>적을 공격한다,1,07 cc 06 65 07 01 7f 06 f6 08 bb 02 3d 7f 0a fb 07 8b 7f 04 90 06 c6 05 dd 59 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9,07 cc 06 65 07 01 7f 06 f6 08 bb 02 3d 7f 0a fb 07 8b 7f 04 90 06 c6 05 dd 59 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,71,흡수,0x6D,0x0F93,0x4F93,0x1B4F93,48,적에게 입힌 데미지의<NEXT>반정도를 체력으로 회복한다,1,07 cb 07 01 01 34 7f 07 a4 0a f9 7f 03 05 04 cc 08 26 07 97 59 04 dd 07 d4 03 15 04 36 7f 08 bc 03 f2 07 88 03 fe 7f 0a b8 05 19 0a 71 02 d9,07 cb 07 01 01 34 7f 07 a4 0a f9 7f 03 05 04 cc 08 26 07 97 59 04 dd 07 d4 03 15 04 36 7f 08 bc 03 f2 07 88 03 fe 7f 0a b8 05 19 0a 71 02 d9 50,0
KOREAN_GOLD,72,메가드레인,0x6D,0x0FC3,0x4FC3,0x1B4FC3,48,적에게 입힌 데미지의<NEXT>반정도를 체력으로 회복한다,1,07 cb 07 01 01 34 7f 07 a4 0a f9 7f 03 05 04 cc 08 26 07 97 59 04 dd 07 d4 03 15 04 36 7f 08 bc 03 f2 07 88 03 fe 7f 0a b8 05 19 0a 71 02 d9,07 cb 07 01 01 34 7f 07 a4 0a f9 7f 03 05 04 cc 08 26 07 97 59 04 dd 07 d4 03 15 04 36 7f 08 bc 03 f2 07 88 03 fe 7f 0a b8 05 19 0a 71 02 d9 50,0
KOREAN_GOLD,73,씨뿌리기,0x6D,0x0FF3,0x4FF3,0x1B4FF3,48,적의 몸에 싹을 틔워서<NEXT>매 턴마다 체력을 흡수한다,1,07 cb 07 97 7f 04 96 07 01 7f 06 6f 07 8b 7f 09 e7 07 66 05 dd 59 04 65 7f 09 9f 04 46 02 d9 7f 08 bc 03 f2 07 8b 7f 0a ed 06 26 0a 71 02 d9,07 cb 07 97 7f 04 96 07 01 7f 06 6f 07 8b 7f 09 e7 07 66 05 dd 59 04 65 7f 09 9f 04 46 02 d9 7f 08 bc 03 f2 07 8b 7f 0a ed 06 26 0a 71 02 d9 50,0
KOREAN_GOLD,74,성장,0x6D,0x1023,0x5023,0x1B5023,43,단숨에 몸을 성장시켜서<NEXT>특수공격력을 높인다,1,02 dc 06 2b 07 01 7f 04 96 07 8b 7f 05 ea 07 b5 06 63 09 31 05 dd 59 09 df 06 26 01 68 01 3d 03 f2 07 8b 7f 02 94 07 9e 02 d9,02 dc 06 2b 07 01 7f 04 96 07 8b 7f 05 ea 07 b5 06 63 09 31 05 dd 59 09 df 06 26 01 68 01 3d 03 f2 07 8b 7f 02 94 07 9e 02 d9 50,0
KOREAN_GOLD,75,잎날가르기,0x6D,0x104E,0x504E,0x1B504E,42,잎사귀로 적을 벤다<NEXT>급소에 명중시키기 쉽다,1,07 a9 05 b7 01 9d 03 fe 7f 07 cb 07 8b 7f 05 05 02 d9 59 01 ae 06 02 07 01 7f 04 8d 08 0f 06 63 09 80 01 b2 7f 06 41 02 d9,07 a9 05 b7 01 9d 03 fe 7f 07 cb 07 8b 7f 05 05 02 d9 59 01 ae 06 02 07 01 7f 04 8d 08 0f 06 63 09 80 01 b2 7f 06 41 02 d9 50,0
KOREAN_GOLD,76,솔라빔,0x6D,0x1078,0x5078,0x1B5078,49,1턴째에서 빛을 흡수해서<NEXT>다음턴에서 적을 공격한다,1,f7 09 9f 08 40 07 01 05 dd 7f 05 6b 07 8b 7f 0a ed 06 26 0a 78 05 dd 59 02 d9 07 8d 09 9f 07 01 05 dd 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9,f7 09 9f 08 40 07 01 05 dd 7f 05 6b 07 8b 7f 0a ed 06 26 0a 78 05 dd 59 02 d9 07 8d 09 9f 07 01 05 dd 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,77,독가루,0x6D,0x10A9,0x50A9,0x1B50A9,42,독소를 지닌 가루를 뿌려서<NEXT>적을 중독시킨다,1,03 16 06 02 04 36 7f 08 26 02 d1 7f 01 01 04 17 04 36 7f 05 a1 03 f1 05 dd 59 07 cb 07 8b 7f 08 0f 03 16 06 63 09 82 02 d9,03 16 06 02 04 36 7f 08 26 02 d1 7f 01 01 04 17 04 36 7f 05 a1 03 f1 05 dd 59 07 cb 07 8b 7f 08 0f 03 16 06 63 09 82 02 d9 50,0
KOREAN_GOLD,78,저리가루,0x6D,0x10D3,0x50D3,0x1B50D3,39,저리가루를 뿌러서<NEXT>적을 마비시켜 버린다,1,07 ca 04 3e 01 01 04 17 04 36 7f 05 a1 03 df 05 dd 59 07 cb 07 8b 7f 04 46 05 61 06 63 09 31 7f 04 f6 04 40 02 d9,07 ca 04 3e 01 01 04 17 04 36 7f 05 a1 03 df 05 dd 59 07 cb 07 8b 7f 04 46 05 61 06 63 09 31 7f 04 f6 04 40 02 d9 50,0
KOREAN_GOLD,79,수면가루,0x6D,0x10FA,0x50FA,0x1B50FA,50,잠이 오는 가루를 뿌려서<NEXT>적을 잠들게 만들어 버린다,1,07 b1 07 9c 7f 07 20 02 c2 7f 01 01 04 17 04 36 7f 05 a1 03 f1 05 dd 59 07 cb 07 8b 7f 07 b1 03 49 01 34 7f 04 48 03 49 06 ee 7f 04 f6 04 40 02 d9,07 b1 07 9c 7f 07 20 02 c2 7f 01 01 04 17 04 36 7f 05 a1 03 f1 05 dd 59 07 cb 07 8b 7f 07 b1 03 49 01 34 7f 04 48 03 49 06 ee 7f 04 f6 04 40 02 d9 50,0
KOREAN_GOLD,80,꽃잎댄스,0x6D,0x112C,0x512C,0x1B512C,61,2-3턴 동안에 난동을 부린다<NEXT>난동을 부린 뒤에는 혼란에 빠진다,1,f8 0b 68 f9 09 9f 7f 03 1f 06 c8 07 01 7f 02 3d 03 1f 07 8b 7f 05 2e 04 40 02 d9 59 02 3d 03 1f 07 8b 7f 05 2e 04 40 7f 03 3a 07 01 02 c2 7f 0a a5 03 c5 07 01 7f 05 6c 08 28 02 d9,f8 0b 68 f9 09 9f 7f 03 1f 06 c8 07 01 7f 02 3d 03 1f 07 8b 7f 05 2e 04 40 02 d9 59 02 3d 03 1f 07 8b 7f 05 2e 04 40 7f 03 3a 07 01 02 c2 7f 0a a5 03 c5 07 01 7f 05 6c 08 28 02 d9 50,0
KOREAN_GOLD,81,실뿜기,0x6D,0x1169,0x5169,0x1B5169,56,실을 적의 몸에 칭칭 감아서<NEXT>움직임의 스피드를 떨어뜨린다,1,06 67 07 8b 7f 07 cb 07 97 7f 04 96 07 01 7f 09 0a 09 0a 7f 01 08 06 c6 05 dd 59 07 62 08 27 07 a3 07 97 7f 06 4a 0a 67 03 45 04 36 7f 03 83 06 ee 03 af 04 40 02 d9,06 67 07 8b 7f 07 cb 07 97 7f 04 96 07 01 7f 09 0a 09 0a 7f 01 08 06 c6 05 dd 59 07 62 08 27 07 a3 07 97 7f 06 4a 0a 67 03 45 04 36 7f 03 83 06 ee 03 af 04 40 02 d9 50,0
KOREAN_GOLD,82,용의분노,0x6D,0x11A1,0x51A1,0x1B51A1,49,충격파로 적을 공격<NEXT>40으로 정해진 데미지를 입힌다,1,08 e6 01 3d 09 f4 03 fe 7f 07 cb 07 8b 7f 01 68 01 3d 59 fa f6 07 88 03 fe 7f 07 d4 0a 78 08 28 7f 03 05 04 cc 08 26 04 36 7f 07 a4 0a f9 02 d9,08 e6 01 3d 09 f4 03 fe 7f 07 cb 07 8b 7f 01 68 01 3d 59 fa f6 07 88 03 fe 7f 07 d4 0a 78 08 28 7f 03 05 04 cc 08 26 04 36 7f 07 a4 0a f9 02 d9 50,0
KOREAN_GOLD,83,회오리불꽃,0x6D,0x11D2,0x51D2,0x1B51D2,45,2-5턴 동안에 적을<NEXT>화염 중심에 가두어 버린다,1,f8 0b 68 fb 09 9f 7f 03 1f 06 c8 07 01 7f 07 cb 07 8b 59 0a ad 07 10 7f 08 0f 06 69 07 01 7f 01 01 03 2e 06 ee 7f 04 f6 04 40 02 d9,f8 0b 68 fb 09 9f 7f 03 1f 06 c8 07 01 7f 07 cb 07 8b 59 0a ad 07 10 7f 08 0f 06 69 07 01 7f 01 01 03 2e 06 ee 7f 04 f6 04 40 02 d9 50,0
KOREAN_GOLD,84,전기쇼크,0x6D,0x11FF,0x51FF,0x1B51FF,44,전기를 발산해서 공격<NEXT>적을 마비시키기도 한다,1,07 cc 01 b2 04 36 7f 04 df 05 ba 0a 78 05 dd 7f 01 68 01 3d 59 07 cb 07 8b 7f 04 46 05 61 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9,07 cc 01 b2 04 36 7f 04 df 05 ba 0a 78 05 dd 7f 01 68 01 3d 59 07 cb 07 8b 7f 04 46 05 61 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,85,10만볼트,0x6D,0x122B,0x522B,0x1B522B,51,강력한 전기를 발산해서 공격<NEXT>적을 마비시키기도 한다,1,01 0d 03 f2 0a 71 7f 07 cc 01 b2 04 36 7f 04 df 05 ba 0a 78 05 dd 7f 01 68 01 3d 59 07 cb 07 8b 7f 04 46 05 61 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9,01 0d 03 f2 0a 71 7f 07 cc 01 b2 04 36 7f 04 df 05 ba 0a 78 05 dd 7f 01 68 01 3d 59 07 cb 07 8b 7f 04 46 05 61 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,86,전기자석파,0x6D,0x125E,0x525E,0x1B525E,49,약한 전기를 발산해서 적에게<NEXT>부딛쳐 마비를 시킨다,1,06 e0 0a 71 7f 07 cc 01 b2 04 36 7f 04 df 05 ba 0a 78 05 dd 7f 07 cb 07 01 01 34 59 05 2e 03 63 08 c4 7f 04 46 05 61 04 36 7f 06 63 09 82 02 d9,06 e0 0a 71 7f 07 cc 01 b2 04 36 7f 04 df 05 ba 0a 78 05 dd 7f 07 cb 07 01 01 34 59 05 2e 03 63 08 c4 7f 04 46 05 61 04 36 7f 06 63 09 82 02 d9 50,0
