move_id,original_gs_korean,latest_korean,final_korean,name_changed,change_category,verification_status,source_agreement,pkhex_source,pkhex_commit,pokeapi_source,pokeapi_commit,source_accessed_date,original_encoded_length_bytes,latest_encoded_length_bytes,record_byte_delta_with_terminator,latest_encoded_hex,bank_hex,cpu_address_hex,file_offset_hex,original_raw_hex,original_gs_korean_description,description_cpu_address_hex,description_next_count
41,더블니들,더블니들,더블니들,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,02 f5 05 4d 02 cf 03 49,0x6C,0x57AD,0x1B17AD,02 f5 05 4d 02 cf 03 49,양손의 바늘을 사용해서<NEXT>적을 두번 연속으로 공격,0x49B6,1
42,바늘미사일,바늘미사일,바늘미사일,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,04 d9 02 c3 04 cc 05 b7 07 9f,0x6C,0x57B6,0x1B17B6,04 d9 02 c3 04 cc 05 b7 07 9f,날카로운 바늘을 적에게 발사해서<NEXT>2-5회 연속으로 공격,0x49E5,1
43,째려보기,째려보기,째려보기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,08 40 03 f1 05 18 01 b2,0x6C,0x57C1,0x1B17C1,08 40 03 f1 05 18 01 b2,적을 노려봐서 겁을 내게 만들어<NEXT>방어력을 떨어뜨리게 한다,0x4A1A,1
44,물기,물기,물기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,04 b0 01 b2,0x6C,0x57CA,0x1B17CA,04 b0 01 b2,날카로운 이빨로 물어뜯어 공격<NEXT>적의 기세를 꺾기도 한다,0x4A52,1
45,울음소리,울음소리,울음소리,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 4f 07 8d 06 02 04 3e,0x6C,0x57CF,0x1B17CF,07 4f 07 8d 06 02 04 3e,귀여운 울음소리로 적을 방심시켜<NEXT>공격력을 떨어뜨린다,0x4A88,1
46,울부짖기,울부짖기,울부짖기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 4f 05 2e 08 32 01 b2,0x6C,0x57D8,0x1B17D8,07 4f 05 2e 08 32 01 b2,짖어서 적을 도망치게 만든다<NEXT>적이 도망치면 전투는 끝난다,0x4ABC,1
47,노래하기,노래하기,노래하기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,02 8b 03 d1 0a 6f 01 b2,0x6C,0x57E1,0x1B17E1,02 8b 03 d1 0a 6f 01 b2,기분 좋은 노랫소리로<NEXT>적을 깊은 잠에 빠뜨린다,0x4AF4,1
48,초음파,초음파,초음파,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,08 ca 07 8d 09 f4,0x6C,0x57EA,0x1B17EA,08 ca 07 8d 09 f4,몸에서 괴음파를 발생시켜<NEXT>적을 혼란하게 만들기도 한다,0x4B21,1
49,소닉붐,소닉붐,소닉붐,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,06 02 02 d0 05 35,0x6C,0x57F1,0x1B17F1,06 02 02 d0 05 35,충격파로 적을 공격<NEXT>20으로 정해진 데미지를 준다,0x4B56,1
50,사슬묶기,사슬묶기,사슬묶기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,05 b7 06 4d 04 ad 01 b2,0x6C,0x57F8,0x1B17F8,05 b7 06 4d 04 ad 01 b2,초능력으로 적의 움직임을 봉쇄해서<NEXT>기술1개를 사용하지 못하게 만든다,0x4B85,1
51,용해액,용해액,용해액,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,07 4b 0a 78 06 d7,0x6C,0x5801,0x1B1801,07 4b 0a 78 06 d7,강한 산으로 적의 피부를 녹인다<NEXT>방어력을 떨어뜨린다,0x4BC8,1
52,불꽃세례,불꽃세례,불꽃세례,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,05 32 01 f9 05 ec 03 fa,0x6C,0x5808,0x1B1808,05 32 01 f9 05 ec 03 fa,작은 화염으로 공격<NEXT>적에게 화상을 입히기도 한다,0x4BFB,1
53,화염방사,화염방사,화염방사,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,0a ad 07 10 04 e6 05 b7,0x6C,0x5811,0x1B1811,0a ad 07 10 04 e6 05 b7,엄청난 화염으로 공격<NEXT>적에게 화상을 입히기도 한다,0x4C2A,1
54,흰안개,흰안개,흰안개,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,0a f2 06 c8 01 13,0x6C,0x581A,0x1B181A,0a f2 06 c8 01 13,하얀 안개로 몸을 감싸서<NEXT>능력이 낮아지지 않도록 만든다,0x4C5B,1
55,물대포,물대포,물대포,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,04 b0 02 eb 0a 27,0x6C,0x5821,0x1B1821,04 b0 02 eb 0a 27,물을 발사해서<NEXT>적을 공격한다,0x4C91,1
56,하이드로펌프,하이드로펌프,하이드로펌프,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,12,12,0,0a 6f 07 9c 03 45 03 fe 0a 0f 0a 61,0x6C,0x5828,0x1B1828,0a 6f 07 9c 03 45 03 fe 0a 0f 0a 61,물을 굉장한 기세로<NEXT>발사해서 적을 공격한다,0x4CAD,1
57,파도타기,파도타기,파도타기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,09 f4 03 15 09 88 01 b2,0x6C,0x5835,0x1B1835,09 f4 03 15 09 88 01 b2,물에 파도를 일으켜 그것을<NEXT>엄청난 힘으로 때려서 공격한다,0x4CD7,1
58,냉동빔,냉동빔,냉동빔,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,02 63 03 1f 05 66,0x6C,0x583E,0x1B183E,02 63 03 1f 05 66,냉기를 발산해서 공격<NEXT>적을 얼게 만들기도 한다,0x4D0F,1
59,눈보라,눈보라,눈보라,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,02 ab 05 18 03 c3,0x6C,0x5845,0x1B1845,02 ab 05 18 03 c3,눈을 강한 바람에 실어서 공격<NEXT>적을 얼게 만들기도 한다,0x4D3C,1
60,환상빔,환상빔,환상빔,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,0a af 05 c3 05 66,0x6C,0x584C,0x1B184C,0a af 05 c3 05 66,이상한 빛을 발사한다<NEXT>적을 혼란하게 만들기도 한다,0x4D71,1
61,거품광선,거품광선,거품광선,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,01 25 0a 40 01 74 05 e1,0x6C,0x5853,0x1B1853,01 25 0a 40 01 74 05 e1,거품을 단숨에 발사한다<NEXT>적의 빠르기를 낮추게 하기도 한다,0x4DA2,1
62,오로라 빔,오로라빔,오로라빔,True,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,9,8,-1,07 20 03 fe 03 c3 05 66,0x6C,0x585C,0x1B185C,07 20 03 fe 03 c3 7f 05 66,무지개 빛을 발사한다<NEXT>공격력을 저하시키기도 한다,0x4DDA,1
63,파괴광선,파괴광선,파괴광선,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,09 f4 01 7b 01 74 05 e1,0x6C,0x5866,0x1B1866,09 f4 01 7b 01 74 05 e1,데미지는 크지만 사용하면<NEXT>다음 턴에서 움직이지 못하게 된다,0x4E0A,1
64,쪼기,쪼기,쪼기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,08 69 01 b2,0x6C,0x586F,0x1B186F,08 69 01 b2,부리 등을 사용하여<NEXT>적을 쪼아서 공격한다,0x4E44,1
65,회전부리,회전부리,회전부리,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,0a b8 07 cc 05 2e 04 3e,0x6C,0x5874,0x1B1874,0a b8 07 cc 05 2e 04 3e,부리를 중심으로 몸을<NEXT>회전시켜서 적에게 돌진한다,0x4E6C,1
66,지옥의바퀴,지옥의바퀴,지옥의바퀴,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,08 26 07 21 07 97 04 d9 09 6b,0x6C,0x587D,0x1B187D,08 26 07 21 07 97 04 d9 09 6b,자신 역시 상대방과 함께 뒹군다<NEXT>자신도 약간의 데미지를 입는다,0x4E9C,1
67,잡치기,안다리걸기,안다리걸기,True,RENAMED_OR_SPELLING,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,10,4,06 c8 02 d9 04 3e 01 29 01 b2,0x6C,0x5888,0x1B1888,07 b2 09 01 01 b2,타이밍 좋게 다리를 걸어서<NEXT>적을 넘어뜨린다,0x4ED9,1
68,카운터,카운터,카운터,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,09 0b 07 4e 09 9d,0x6C,0x588F,0x1B188F,09 0b 07 4e 09 9d,적에게 받은 물리적인 공격의<NEXT>데미지를 배로해서 되돌려준다,0x4F03,1
69,지구던지기,지구던지기,지구던지기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,08 26 01 88 02 f8 08 26 01 b2,0x6C,0x5896,0x1B1896,08 26 01 88 02 f8 08 26 01 b2,인력을 이용해서 던진다<NEXT>레벨 분의 데미지를 준다,0x4F3C,1
70,괴력,괴력,괴력,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,01 7b 03 f2,0x6C,0x58A1,0x1B18A1,01 7b 03 f2,전신에 엄청난 힘을 모아서<NEXT>적을 공격한다,0x4F6B,1
71,흡수,흡수,흡수,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,0a ed 06 26,0x6C,0x58A6,0x1B18A6,0a ed 06 26,적에게 입힌 데미지의<NEXT>반정도를 체력으로 회복한다,0x4F93,1
72,메가드레인,메가드레인,메가드레인,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,04 7e 01 01 03 45 03 e9 07 9e,0x6C,0x58AB,0x1B18AB,04 7e 01 01 03 45 03 e9 07 9e,적에게 입힌 데미지의<NEXT>반정도를 체력으로 회복한다,0x4FC3,1
73,씨뿌리기,씨뿌리기,씨뿌리기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,06 be 05 a1 04 3e 01 b2,0x6C,0x58B6,0x1B18B6,06 be 05 a1 04 3e 01 b2,적의 몸에 싹을 틔워서<NEXT>매 턴마다 체력을 흡수한다,0x4FF3,1
74,성장,성장,성장,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,05 ea 07 b5,0x6C,0x58BF,0x1B18BF,05 ea 07 b5,단숨에 몸을 성장시켜서<NEXT>특수공격력을 높인다,0x5023,1
75,잎날가르기,잎날가르기,잎날가르기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,07 a9 02 3f 01 01 04 33 01 b2,0x6C,0x58C4,0x1B18C4,07 a9 02 3f 01 01 04 33 01 b2,잎사귀로 적을 벤다<NEXT>급소에 명중시키기 쉽다,0x504E,1
76,솔라빔,솔라빔,솔라빔,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,06 06 03 c3 05 66,0x6C,0x58CF,0x1B18CF,06 06 03 c3 05 66,1턴째에서 빛을 흡수해서<NEXT>다음턴에서 적을 공격한다,0x5078,1
77,독가루,독가루,독가루,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,03 16 01 01 04 17,0x6C,0x58D6,0x1B18D6,03 16 01 01 04 17,독소를 지닌 가루를 뿌려서<NEXT>적을 중독시킨다,0x50A9,1
78,저리가루,저리가루,저리가루,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 ca 04 3e 01 01 04 17,0x6C,0x58DD,0x1B18DD,07 ca 04 3e 01 01 04 17,저리가루를 뿌러서<NEXT>적을 마비시켜 버린다,0x50D3,1
79,수면가루,수면가루,수면가루,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,06 26 04 89 01 01 04 17,0x6C,0x58E6,0x1B18E6,06 26 04 89 01 01 04 17,잠이 오는 가루를 뿌려서<NEXT>적을 잠들게 만들어 버린다,0x50FA,1
80,꽃잎댄스,꽃잎댄스,꽃잎댄스,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,01 f9 07 a9 02 ed 06 4a,0x6C,0x58EF,0x1B18EF,01 f9 07 a9 02 ed 06 4a,2-3턴 동안에 난동을 부린다<NEXT>난동을 부린 뒤에는 혼란에 빠진다,0x512C,1
81,실뿜기,실뿜기,실뿜기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,06 67 05 a5 01 b2,0x6C,0x58F8,0x1B18F8,06 67 05 a5 01 b2,실을 적의 몸에 칭칭 감아서<NEXT>움직임의 스피드를 떨어뜨린다,0x5169,1
