move_id,original_gs_korean_name,latest_official_korean_name,original_gs_korean_description,final_korean_description,official_name_source,description_translation_source,verification_status,change_reason,bank_hex,cpu_address_hex
170,마음의 눈,,적의 움직임을 마음으로 느껴서<NEXT>다음의 공격을 반드시 맞춘다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x62B2
171,악몽,,적이 자고있는 동안에 체력을<NEXT>매 턴마다 4분의1씩 줄여나간다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x62EC
172,화염 자동차,,화염을 휘감아서 돌진한다<NEXT>적에게 화상을 입히기도 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6326
173,코골기,,자고있을 때만 쓸 수 있는 기술<NEXT>엄청난 코골기로 적을 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x635B
174,저주,,고스트타입이랑 그 이외의 타입은<NEXT>기술의 효과가 다르다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6397
175,바둥바둥,,자신의 체력이 적을수록<NEXT>적에게 큰 데미지를 입힌다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x63CC
176,텍스쳐2,,당한 기술의 타입을 자신의<NEXT>저항력으로 바꾼다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x63FD
177,에어로블레스트,,진공파를 발사해서 공격<NEXT>급소를 맞추기 쉽다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6429
178,목화포자,,포자를 흩뿌려서 적의<NEXT>움직임을 더욱 둔화시킨다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6453
179,기사회생,,자신의 체력이 적을수록<NEXT>적에게 큰 데미지를 입힌다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6481
180,원한,,상대가 발휘한 기술에 앙심을 품고<NEXT>그 기술포인트를 떨어뜨린다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x64B2
181,눈싸라기,,눈을 바람에 실어서 공격한다<NEXT>적을 얼려버리기도 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x64EE
182,방어,,그 턴의 공격을 받지 않는다<NEXT>연속으로 사용하면 실패하기 쉽다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6521
183,마하펀치,,엄청나게 빠른 펀치를 날려서<NEXT>반드시 선제공격이 되도록 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x655C
184,겁나는 얼굴,,무서운 얼굴로 적에게 겁을 줘서<NEXT>움직임을 더욱 둔화시킨다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6596
185,속여 때리기,,적을 방심하게 만들어 접근하여<NEXT>피할 수 없는 공격을 펼친다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x65CE
186,천사의 키스,,귀여운 얼굴로 키스를 한다<NEXT>키스를 당하면 혼란에 빠진다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6607
187,배북,,자신의 체력을 떨어뜨려서<NEXT>공격력을 최대로 끌어올린다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x663D
188,오물 폭탄,,오물을 던져서 공격<NEXT>적을 독에 중독시키기도 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6671
189,진흙 뿌리기,,적의 얼굴 등에 진흙을 발라<NEXT>명중률이 떨어지게 만든다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x66A0
190,대포무노포,,먹물 덩어리를 발사해서<NEXT>명중력이 떨어지게 만든다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x66D4
191,압정 뿌리기,,적의 주변에 함정을 만들어<NEXT>교대한 적을 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6704
192,전자포,,명중률이 낮지만 데미지는 크다<NEXT>명중하면 반드시 마비되어 버린다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6733
193,꿰뚫어 보기,,기술이 명중하기 어렵게된 적에게<NEXT>공격이 잘 먹히도록 만든다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6771
194,길동무,,이 기술 뒤에 쓰러지게되면<NEXT>적도 전투불능이 되어버린다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x67AB
195,멸망의 노래,,들은 포켓몬은 3턴 후에<NEXT>전투불능이 되어버린다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x67E0
196,얼다바람,,엄청난 냉기로 적을 공격<NEXT>스피드를 낮게 떨어뜨린다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x680D
197,선찰,,적의 공격을 반드시 피한다<NEXT>연속으로 사용하면 실패하기 쉽다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x683E
198,본러쉬,,손에 들은 뼈다귀로 2-5회<NEXT>연속으로 적을 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6878
199,록온,,적에게 조준을 맞춰서<NEXT>다음 공격을 반드시 맞게 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x68A9
200,역린,,2-3턴 동안에 난동을 부린다<NEXT>난동을 부린 후에는 혼란에 빠진다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x68DB
201,모래바람,,모래바람을 발생시켜서<NEXT>매 턴마다 데미지를 입힌다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6918
202,기가 드레인,,적에게 입힌 데미지의<NEXT>반을 체력으로 회복한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6948
203,버티기,,그 턴에서 공격을 받아도<NEXT>반드시 체력이 1 남는다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6974
204,애교부리기,,귀여운 애교로 적을 방심시켜서<NEXT>공격력을 떨어뜨린다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x69A3
205,구르기,,5턴 동안에 적을 공격한다<NEXT>맞출 때마다 데미지가 올라간다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x69D5
206,칼등치기,,반드시 체력이 1이 남도록<NEXT>적당히 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6A0C
207,뽐내기,,적을 화나게 만들어서 혼란에<NEXT>빠뜨리지만 적의 공격력도 올려준다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6A35
208,우유 마시기,,상처 입은 몸을 체력의<NEXT>반정도 회복시켜준다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6A73
209,스파크,,전기를 일으켜서 돌진한다<NEXT>적을 마비시키기도 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6A9D
210,연속 자르기,,연속으로 맞추면<NEXT>위력이 증가해져 간다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6ACD
211,강철 날개,,단단한 날개를 크게 펼쳐서<NEXT>그대로 적에게 몸통박치기를 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6AF2
212,검은 눈빛,,적을 뚫어지게 바라보면 어쩐지<NEXT>적은 도망치지 못하게된다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6B2C
213,헤롱헤롱,,숫놈이라면 암놈에게 암놈이라면<NEXT>숫놈에게 발휘하기 힘들게 된다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6B63
214,잠꼬대,,자고있을 때만 쓸 수 있는 기술<NEXT>랜덤으로 자신의 기술을 발휘한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6BA0
215,치료방울,,기분 좋은 방울소리를 들려줘서<NEXT>모든 상태를 회복시킨다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6BDE
216,은혜갚기,,잘 대해주는 트레이너를 위해서<NEXT>전력으로 적을 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6C13
217,프레젠트,,적에게 폭탄을 선물한다<NEXT>가끔 회복해버리는 경우가 있다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6C48
218,화풀이,,잔혹한 처사에 기분전환으로<NEXT>적을 전력으로 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6C7D
219,신비의 부적,,신비한 힘으로 보호되어<NEXT>특수상태에 빠지지 않도록 된다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6CAF
220,아픔나누기,,적과 자신의 체력을<NEXT>보충해서 그것을 사이좋게 나눈다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6CE4
221,성스러운 불꽃,,신비한 불꽃으로 공격<NEXT>적에게 화상을 입히기도 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6D17
222,매그니튜드,,지면을 흔들어서 적을 공격한다<NEXT>데미지는 랜덤으로 바뀐다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6D48
223,폭발 펀치,,명중하기 힘들지만 데미지는 크다<NEXT>명중하면 반드시 곤란상태로 만든다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6D7F
224,메가폰,,단단한 뿔을 엄청난 기세를 몰아<NEXT>들이받아 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6DC1
225,용의 숨결,,입에서 굉장한 숨결을 뿜어서<NEXT>적을 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6DF2
226,바톤 터치,,추가효과를 남겨놓은 채로<NEXT>다른 포켓몬으로 교체한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6E1C
227,앵콜,,적이 마지막으로 사용한 기술을<NEXT>2-6회 연속으로 쓰도록 시킨다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6E4E
228,따라가때리기,,상대방이 교환되어질 때에<NEXT>사용하면 큰 데미지를 줄 수 있다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6E8A
229,고속스핀,,몸을 빠르게 회전시켜서<NEXT>적을 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6EC3
230,달콤한 향기,,달콤한 향기로 홀려서<NEXT>적의 회피율을 떨어뜨린다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6EE8
231,아이언테일,,단단한 꼬리로 적을 공격<NEXT>적의 방어력을 떨어뜨리기도 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6F16
232,메탈크로우,,단단한 손톱으로 적을 공격<NEXT>공격력이 높아지기도 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6F4E
233,받아 던지기,,후에 공격을 하게되지만 반드시<NEXT>공격이 명중된다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6F81
234,아침햇살,,체력을 회복하는<NEXT>시각에서 회복율이 변한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6FAF
235,광합성,,체력을 회복하는<NEXT>시각에서 회복율이 변한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x6FD8
236,달의불빛,,체력이 회복하는<NEXT>시각에서 회복율이 변한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x7001
237,잠재파워,,포켓몬에 따라서 적에게 주는<NEXT>데미지의 양이 변화한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x702A
238,크로스촙,,양손 당수로 적을 공격한다<NEXT>급소에 맞추기 쉽다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x705D
239,회오리,,엄청난 바람을 일으켜서<NEXT>적을 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x708A
240,비바라기,,5턴 동안에 물타입의<NEXT>기술의 위력이 높아진다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x70AF
241,쾌청,,5턴 동안에 화염타입의<NEXT>기술의 위력이 높아진다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x70DA
242,깨물어부수기,,날카로운 이빨로 적을 물어뜯는다<NEXT>특수방어를 뚫는 경우가 있다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x7107
243,미러코트,,적에게 받은 특수공격의<NEXT>데미지를 배로 되돌려준다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x7143
244,자기암시,,적에게 걸려있는 보조효과를<NEXT>자신에게도 건다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x7173
245,신속,,매우 빠른 속도로 움직여서<NEXT>기운 센 공격을 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x719E
246,원시의 힘,,원시의 힘을 불러들여<NEXT>능력이 높아진다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x71CC
247,새도우볼,,검은 덩어리를 던져서 공격<NEXT>특수방어를 뚫는 경우가 있다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x71F1
248,미래예지,,정신력을 높여서<NEXT>2턴 뒤에 적을 공격한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x7227
249,바위깨기,,바위를 깨는 기세를 몰아 공격<NEXT>적의 방어를 뚫기도 한다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x724E
250,바다 회오리,,2-5턴 동안에 적을<NEXT>소용돌이 중심에 가두어버린다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x7283
251,집단구타,,동료 포켓몬이<NEXT>공격에 참가해준다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6D,0x72B3
