slot_index_zero_based,item_id_decimal,item_id_hex,slot_kind,original_gs_korean,latest_korean,final_korean,original_gs_korean_description,description_cpu_address_hex,canonical_identifier,canonical_english,change_category,verification_status,source_agreement
100,101,0x65,NAMED_ITEM,담홍 규토리,담홍규토리,담홍규토리,복숭아색 규토리,0x4F16,pink-apricorn,Pink Apricorn,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
101,102,0x66,NAMED_ITEM,검은 안경,검은안경,검은안경,지니게 하면 악타입의<NEXT>기술의 위력이 올라간다,0x4F26,black-glasses,Black Glasses,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
102,103,0x67,NAMED_ITEM,맛있는 꼬리,맛있는꼬리,맛있는꼬리,매우 맛있음<NEXT>비싸게 팔린다,0x4F52,slowpoke-tail,Slowpoke Tail,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
103,104,0x68,NAMED_ITEM,핑크빛 리본,핑크빛 리본,핑크빛 리본,지니게 하면 노말타입의<NEXT>기술의 위력이 올라간다,0x4F6C,,,UNCHANGED,LEGACY_OFFICIAL_GS_KOREAN_RETAINED,NO_CURRENT_MIRROR_ROW
104,105,0x69,NAMED_ITEM,대파,대파,대파,보통의 대파<NEXT>싸게 팔린다,0x4F9A,stick,Leek,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
105,106,0x6A,NAMED_ITEM,연막탄,연막탄,연막탄,우연히 마주친 야생포켓몬에게서<NEXT>반드시 도망칠 수 있다,0x4FB2,smoke-ball,Smoke Ball,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
106,107,0x6B,NAMED_ITEM,녹지않는 얼음,녹지않는얼음,녹지않는얼음,지니게 하면 얼음 타입의<NEXT>기술의 위력이 올라간다,0x4FE7,never-melt-ice,Never-Melt Ice,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
107,108,0x6C,NAMED_ITEM,자석,자석,자석,지니게 하면 전기타입의<NEXT>기술의 위력이 올라간다,0x5016,magnet,Magnet,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
108,109,0x6D,NAMED_ITEM,기적의 열매,리샘열매,리샘열매,지니게 하면 자신이 모든<NEXT>상태 이상을 회복시킨다,0x5044,lum-berry,Lum Berry,GENERATION_SUCCESSOR_NAME,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
109,110,0x6E,NAMED_ITEM,진주,진주,진주,아름다운 진주<NEXT>싸게 팔린다,0x5073,pearl,Pearl,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
110,111,0x6F,NAMED_ITEM,큰 진주,큰진주,큰진주,아름답고 알이 큰 진주<NEXT>비싸게 팔린다,0x508D,big-pearl,Big Pearl,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
111,112,0x70,NAMED_ITEM,변함없는 돌,변함없는돌,변함없는돌,지니게 한 포켓몬이 진화<NEXT>하지 못하게 되는 이상한 돌,0x50B1,everstone,Everstone,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
112,113,0x71,NAMED_ITEM,저주의 부적,저주의부적,저주의부적,지니게 하면 고스트타입의<NEXT>기술의 위력이 올라간다,0x50E4,spell-tag,Spell Tag,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
113,114,0x72,NAMED_ITEM,분노의 호두과자,분노의호두과자,분노의호두과자,황토마을의 명물인 호두과자<NEXT>체력을 20 회복시켜준다,0x5114,rage-candy-bar,Rage Candy Bar,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
114,115,0x73,NAMED_ITEM,GS볼,GS볼,GS볼,?,0x5146,,,UNCHANGED,LEGACY_OFFICIAL_GS_KOREAN_RETAINED,NO_CURRENT_MIRROR_ROW
115,116,0x74,NAMED_ITEM,블루카드,블루카드,블루카드,?,0x5149,blue-card,Blue Card,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
116,117,0x75,NAMED_ITEM,기적의 씨,기적의씨,기적의씨,지니게 하면 풀타입의<NEXT>기술의 위력이 올라간다,0x514C,miracle-seed,Miracle Seed,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
117,118,0x76,NAMED_ITEM,굵은 뼈,굵은뼈,굵은뼈,무언가의 뼈<NEXT>싸게 팔린다,0x5178,thick-club,Thick Club,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
118,119,0x77,NAMED_ITEM,기합의 머리띠,기합의머리띠,기합의머리띠,지니고 있는 포켓몬은<NEXT>기절하지 않을 때도 있다,0x5190,focus-band,Focus Band,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
119,120,0x78,UNUSED_OR_INTERNAL,?,?,?,?,0x51BD,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
120,121,0x79,NAMED_ITEM,힘의 가루,힘의가루,힘의가루,체력을 50 회복시켜주는<NEXT>매우 쓴맛의 가루,0x51C0,energy-powder,Energy Powder,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
121,122,0x7A,NAMED_ITEM,힘의 뿌리,힘의뿌리,힘의뿌리,체력을 200 회복시켜주는<NEXT>매우 쓴맛의 뿌리,0x51E8,energy-root,Energy Root,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
122,123,0x7B,NAMED_ITEM,만능가루,만능가루,만능가루,모든 상태이상을<NEXT>치료하지만 매우 맛이 쓰다,0x5211,heal-powder,Heal Powder,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
123,124,0x7C,NAMED_ITEM,부활초,부활초,부활초,기절한 포켓몬을 회복<NEXT>시켜주지만 매우 맛이 쓰다,0x523B,revival-herb,Revival Herb,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
124,125,0x7D,NAMED_ITEM,딱딱한 돌,딱딱한돌,딱딱한돌,지니게 하면 바위타입의<NEXT>기술의 위력이 올라간다,0x526A,hard-stone,Hard Stone,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
125,126,0x7E,NAMED_ITEM,행복의 알,행복의알,행복의알,지니고 있는 포켓몬은 경험치를<NEXT>약간 많이 얻을 수 있다,0x5298,lucky-egg,Lucky Egg,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
126,127,0x7F,NAMED_ITEM,카드키,카드키,카드키,라디오 방송국의 셔터를<NEXT>올릴 수 있다,0x52CD,card-key,Card Key,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
127,128,0x80,NAMED_ITEM,기계부품,기계부품,기계부품,발전소의 기계부품,0x52F1,machine-part,Machine Part,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
128,129,0x81,UNUSED_OR_INTERNAL,?,?,?,?,0x5303,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
129,130,0x82,NAMED_ITEM,분실물,분실물,분실물,흉내내기 아가씨가 잃어버린<NEXT>삐삐인형,0x5306,lost-item,Lost Item,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
130,131,0x83,NAMED_ITEM,별의 모래,별의모래,별의모래,빨갛고 아름다운 모래<NEXT>비싸게 팔린다,0x532A,stardust,Stardust,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
131,132,0x84,NAMED_ITEM,별의 조각,별의조각,별의조각,빨갛고 아름다운 보석조각<NEXT>매우 비싸게 팔린다,0x534D,star-piece,Star Piece,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
132,133,0x85,NAMED_ITEM,지하의 열쇠,지하의열쇠,지하의열쇠,문을 여는 열쇠,0x5379,basement-key,Basement Key,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
133,134,0x86,NAMED_ITEM,정기권,리니어패스,리니어패스,리니어 기차에 승차할 수 있다,0x5388,pass,Pass,RENAMED_OR_SPELLING,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
134,135,0x87,UNUSED_OR_INTERNAL,?,?,?,?,0x53A5,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
135,136,0x88,UNUSED_OR_INTERNAL,?,?,?,?,0x53A8,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
136,137,0x89,UNUSED_OR_INTERNAL,?,?,?,?,0x53AB,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
137,138,0x8A,NAMED_ITEM,목탄,목탄,목탄,지니게 하면 화염타입의<NEXT>기술의 위력이 올라간다,0x53AE,charcoal,Charcoal,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
138,139,0x8B,NAMED_ITEM,나무열매쥬스,나무열매쥬스,나무열매쥬스,나무열매로부터 만들어진 쥬스<NEXT>체력을 20 회복시켜준다,0x53DC,berry-juice,Berry Juice,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
139,140,0x8C,NAMED_ITEM,초점 렌즈,초점렌즈,초점렌즈,지니게 하면 급소에<NEXT>명중하기 쉽게된다,0x5410,scope-lens,Scope Lens,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
140,141,0x8D,UNUSED_OR_INTERNAL,?,?,?,?,0x5435,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
141,142,0x8E,UNUSED_OR_INTERNAL,?,?,?,?,0x5438,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
142,143,0x8F,NAMED_ITEM,금속코트,금속코트,금속코트,지니게 하면 강철타입의<NEXT>기술의 위력이 올라간다,0x543B,metal-coat,Metal Coat,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
143,144,0x90,NAMED_ITEM,용의 이빨,용의이빨,용의이빨,지니게 하면 드래곤타입의 <NEXT>기술의 위력이 올라간다,0x5469,dragon-fang,Dragon Fang,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
144,145,0x91,UNUSED_OR_INTERNAL,?,?,?,?,0x549A,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
145,146,0x92,NAMED_ITEM,먹다 남은 음식,먹다남은음식,먹다남은음식,지니게 하면 전투중에<NEXT>체력이 조금씩 회복된다,0x549D,leftovers,Leftovers,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
146,147,0x93,UNUSED_OR_INTERNAL,?,?,?,?,0x54C9,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
147,148,0x94,UNUSED_OR_INTERNAL,?,?,?,?,0x54CC,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
148,149,0x95,UNUSED_OR_INTERNAL,?,?,?,?,0x54CF,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
149,150,0x96,NAMED_ITEM,이상한 나무열매,과사열매,과사열매,지니게 하면 전투중에 자신이<NEXT>기술포인트를 회복시킨다,0x54D2,leppa-berry,Leppa Berry,GENERATION_SUCCESSOR_NAME,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
150,151,0x97,NAMED_ITEM,용의 비늘,용의비늘,용의비늘,드래곤타입의 포켓몬이<NEXT>가끔 들고있는 신비한 비늘,0x5506,dragon-scale,Dragon Scale,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
151,152,0x98,NAMED_ITEM,파괴의 유전자,파괴의 유전자,파괴의 유전자,공격력이 팍 올라가지만<NEXT>혼란상태가 되어버린다,0x5536,,,UNCHANGED,LEGACY_OFFICIAL_GS_KOREAN_RETAINED,NO_CURRENT_MIRROR_ROW
152,153,0x99,UNUSED_OR_INTERNAL,?,?,?,?,0x5563,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
153,154,0x9A,UNUSED_OR_INTERNAL,?,?,?,?,0x5566,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
154,155,0x9B,UNUSED_OR_INTERNAL,?,?,?,?,0x5569,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
155,156,0x9C,NAMED_ITEM,성스러운 분말,성스러운분말,성스러운분말,기절한 모든 포켓몬을<NEXT>정상적인 상태로 만들어준다,0x556C,sacred-ash,Sacred Ash,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
156,157,0x9D,NAMED_ITEM,헤비볼,헤비볼,헤비볼,체중이 많이 나가는 포켓몬을<NEXT>잡기 쉬운 볼,0x559C,heavy-ball,Heavy Ball,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
157,158,0x9E,NAMED_ITEM,꽃무늬 메일,꽃무늬메일,꽃무늬메일,꽃무늬 모양의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x55C5,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
158,159,0x9F,NAMED_ITEM,레벨볼,레벨볼,레벨볼,자신의 포켓몬보다 상대의<NEXT>레벨이 낮을수록 잡기쉽다,0x55FB,level-ball,Level Ball,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
159,160,0xA0,NAMED_ITEM,루어볼,루어볼,루어볼,낚아올린 포켓몬이라면<NEXT>잡기 쉽게되는 볼,0x562D,lure-ball,Lure Ball,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
160,161,0xA1,NAMED_ITEM,스피드볼,스피드볼,스피드볼,도망치는 발걸음이 빠른 포켓몬을<NEXT>잡기 쉬운 볼,0x5654,fast-ball,Fast Ball,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
161,162,0xA2,UNUSED_OR_INTERNAL,?,?,?,?,0x5681,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
162,163,0xA3,NAMED_ITEM,전기구슬,전기구슬,전기구슬,찌릿찌릿 하고있는 이상한 구슬,0x5684,light-ball,Light Ball,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
163,164,0xA4,NAMED_ITEM,프랜드볼,프렌드볼,프렌드볼,잡힌 포켓몬이<NEXT>잘 따르게 된다,0x56A2,friend-ball,Friend Ball,RENAMED_OR_SPELLING,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
164,165,0xA5,NAMED_ITEM,문볼,문볼,문볼,달맞이 돌로 진화하는<NEXT>포켓몬을 잡기 쉽다,0x56BF,moon-ball,Moon Ball,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
165,166,0xA6,NAMED_ITEM,러브러브볼,러브러브볼,러브러브볼,자신의 포켓몬의 성별과<NEXT>다른 때는 잡기 쉽다,0x56E7,love-ball,Love Ball,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
166,167,0xA7,NAMED_ITEM,나무상자,나무상자,나무상자,열어보자,0x5712,,,UNCHANGED,LEGACY_OFFICIAL_GS_KOREAN_RETAINED,NO_CURRENT_MIRROR_ROW
167,168,0xA8,NAMED_ITEM,오동나무상자,오동나무상자,오동나무상자,열어보자,0x571B,,,UNCHANGED,LEGACY_OFFICIAL_GS_KOREAN_RETAINED,NO_CURRENT_MIRROR_ROW
168,169,0xA9,NAMED_ITEM,태양의 돌,태양의돌,태양의돌,특정 포켓몬을 진화시킨다,0x5724,sun-stone,Sun Stone,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
169,170,0xAA,NAMED_ITEM,물방울 리본,물방울무늬 리본,물방울무늬 리본,지니게 하면 노말타입의<NEXT>기술의 위력이 올라간다,0x573D,,,NEW_TRANSLATION,NEW_TRANSLATION_NO_CURRENT_OFFICIAL_ROW,NO_CURRENT_MIRROR_ROW
170,171,0xAB,UNUSED_OR_INTERNAL,?,?,?,?,0x576B,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
171,172,0xAC,NAMED_ITEM,업그레이드,업그레이드,업그레이드,이상한 상자<NEXT>실프주식회사 제품,0x576E,up-grade,Upgrade,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
172,173,0xAD,NAMED_ITEM,나무열매,오랭열매,오랭열매,지니게 하면 자신이<NEXT>체력을 10 회복시킨다,0x578C,oran-berry,Oran Berry,GENERATION_SUCCESSOR_NAME,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
173,174,0xAE,NAMED_ITEM,황금열매,자뭉열매,자뭉열매,지니게 하면 자신이<NEXT>체력을 30 회복시킨다,0x57B4,sitrus-berry,Sitrus Berry,GENERATION_SUCCESSOR_NAME,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
174,175,0xAF,NAMED_ITEM,꼬부기 물뿌리개,꼬부기물뿌리개,꼬부기물뿌리개,꼬부기 모양의 물뿌리개<NEXT>초목에 물을 주기 위한 도구,0x57DC,squirt-bottle,Squirt Bottle,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
175,176,0xB0,UNUSED_OR_INTERNAL,?,?,?,?,0x580E,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
176,177,0xB1,NAMED_ITEM,파크볼,파크볼,파크볼,곤충채집 대회에서 사용되는<NEXT>포켓몬을 잡는 볼,0x5811,park-ball,Park Ball,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
177,178,0xB2,NAMED_ITEM,무지개빛 날개,무지갯빛깃털,무지갯빛깃털,무지개빛으로 빛나는<NEXT>신비한 날개,0x583D,rainbow-wing,Rainbow Wing,RENAMED_OR_SPELLING,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI
178,179,0xB3,UNUSED_OR_INTERNAL,?,?,?,?,0x585D,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
179,180,0xB4,NAMED_ITEM,기와조각,기와조각,기와조각,깨진 기와조각,0x5860,,,UNCHANGED,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
180,181,0xB5,NAMED_ITEM,파도타기 메일,파도타기메일,파도타기메일,라프라스의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x586E,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
181,182,0xB6,NAMED_ITEM,옥빛 메일,옥빛메일,옥빛메일,미뇽의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x58A1,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
182,183,0xB7,NAMED_ITEM,초상화 메일,초상화메일,초상화메일,지니게 한 포켓몬이 프린트되어진다<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x58D0,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
183,184,0xB8,NAMED_ITEM,러브리 메일,러브리메일,러브리메일,하트마크의 귀여운 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x5913,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
184,185,0xB9,NAMED_ITEM,브이브이 메일,브이브이메일,브이브이메일,이브이의 실루엣 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x594D,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
185,186,0xBA,NAMED_ITEM,변신 메일,변신메일,변신메일,메타몽의 실루엣 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x5985,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
186,187,0xBB,NAMED_ITEM,푸른하늘 메일,푸른하늘메일,푸른하늘메일,아름다운 푸른하늘 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x59BD,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
187,188,0xBC,NAMED_ITEM,음표 메일,음표메일,음표메일,네이티의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x59F7,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
188,189,0xBD,NAMED_ITEM,환상의 메일,환상의메일,환상의메일,뮤의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x5A28,,,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW
189,190,0xBE,UNUSED_OR_INTERNAL,?,?,?,?,0x5A55,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
190,191,0xBF,TM_OR_HM,기술머신01,기술머신01,기술머신01,?,0x5A58,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
191,192,0xC0,TM_OR_HM,기술머신02,기술머신02,기술머신02,?,0x5A58,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
192,193,0xC1,TM_OR_HM,기술머신03,기술머신03,기술머신03,?,0x5A58,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
193,194,0xC2,TM_OR_HM,기술머신04,기술머신04,기술머신04,?,0x5A58,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
194,195,0xC3,UNUSED_OR_INTERNAL,?,?,?,?,0x5A58,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
195,196,0xC4,TM_OR_HM,기술머신05,기술머신05,기술머신05,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
196,197,0xC5,TM_OR_HM,기술머신06,기술머신06,기술머신06,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
197,198,0xC6,TM_OR_HM,기술머신07,기술머신07,기술머신07,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
198,199,0xC7,TM_OR_HM,기술머신08,기술머신08,기술머신08,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
199,200,0xC8,TM_OR_HM,기술머신09,기술머신09,기술머신09,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
200,201,0xC9,TM_OR_HM,기술머신10,기술머신10,기술머신10,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
201,202,0xCA,TM_OR_HM,기술머신11,기술머신11,기술머신11,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
202,203,0xCB,TM_OR_HM,기술머신12,기술머신12,기술머신12,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
203,204,0xCC,TM_OR_HM,기술머신13,기술머신13,기술머신13,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
204,205,0xCD,TM_OR_HM,기술머신14,기술머신14,기술머신14,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
205,206,0xCE,TM_OR_HM,기술머신15,기술머신15,기술머신15,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
206,207,0xCF,TM_OR_HM,기술머신16,기술머신16,기술머신16,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
207,208,0xD0,TM_OR_HM,기술머신17,기술머신17,기술머신17,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
208,209,0xD1,TM_OR_HM,기술머신18,기술머신18,기술머신18,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
209,210,0xD2,TM_OR_HM,기술머신19,기술머신19,기술머신19,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
210,211,0xD3,TM_OR_HM,기술머신20,기술머신20,기술머신20,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
211,212,0xD4,TM_OR_HM,기술머신21,기술머신21,기술머신21,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
212,213,0xD5,TM_OR_HM,기술머신22,기술머신22,기술머신22,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
213,214,0xD6,TM_OR_HM,기술머신23,기술머신23,기술머신23,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
