version,move_id,original_name,latest_name,original_display_tiles,latest_display_tiles,display_tile_delta,latest_encoded_bytes,name_buffer_copy_capacity_bytes,buffer_safe_with_terminator,exceeds_shipped_global_max_display_tiles,ui_risk_status
KOREAN_GOLD,202,기가 드레인,기가드레인,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,203,버티기,버티기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,204,애교부리기,애교부리기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,205,구르기,구르기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,206,칼등치기,칼등치기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,207,뽐내기,뽐내기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,208,우유 마시기,우유마시기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,209,스파크,스파크,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,210,연속 자르기,연속자르기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,211,강철 날개,강철날개,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,212,검은 눈빛,검은눈빛,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,213,헤롱헤롱,헤롱헤롱,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,214,잠꼬대,잠꼬대,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,215,치료방울,치료방울,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,216,은혜갚기,은혜갚기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,217,프레젠트,프레젠트,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,218,화풀이,화풀이,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,219,신비의 부적,신비의부적,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,220,아픔나누기,아픔나누기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,221,성스러운 불꽃,성스러운불꽃,7,6,-1,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,222,매그니튜드,매그니튜드,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,223,폭발 펀치,폭발펀치,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,224,메가폰,메가혼,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,225,용의 숨결,용의숨결,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,226,바톤 터치,배턴터치,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,227,앵콜,앙코르,2,3,1,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,228,따라가때리기,따라가때리기,6,6,0,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,229,고속스핀,고속스핀,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,230,달콤한 향기,달콤한향기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,231,아이언테일,아이언테일,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,232,메탈크로우,메탈클로,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,233,받아 던지기,받아던지기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,234,아침햇살,아침햇살,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,235,광합성,광합성,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,236,달의불빛,달빛,4,2,-2,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,237,잠재파워,잠재파워,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,238,크로스촙,크로스촙,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,239,회오리,회오리,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,240,비바라기,비바라기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,241,쾌청,쾌청,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,242,깨물어부수기,깨물어부수기,6,6,0,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,243,미러코트,미러코트,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,244,자기암시,자기암시,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,245,신속,신속,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,246,원시의 힘,원시의힘,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,247,새도우볼,섀도볼,4,3,-1,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,248,미래예지,미래예지,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,249,바위깨기,바위깨기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,250,바다 회오리,바다회오리,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,251,집단구타,집단구타,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
