bank_hex,relationship,differing_bytes,difference_ranges,gold_sha256,silver_sha256,gold_nonzero_bytes,silver_nonzero_bytes,gold_entropy,silver_entropy,gold_exact_nonblank_matches,silver_exact_nonblank_matches
0x55,KR_SHARED_IDENTICAL,0,0,52304c63f3dcd0d447dccc31408b87bc53c6a929ffc472039922bf015599c5e7,52304c63f3dcd0d447dccc31408b87bc53c6a929ffc472039922bf015599c5e7,5627,5627,3.090758,3.090758,KR_SILVER:0x55,KR_GOLD:0x55
0x56,KR_SHARED_IDENTICAL,0,0,598314aa774884c4da26edf6b6e39a6c5530a073295e043743dc21ff623b7960,598314aa774884c4da26edf6b6e39a6c5530a073295e043743dc21ff623b7960,12903,12903,5.690312,5.690312,KR_SILVER:0x56,KR_GOLD:0x56
0x57,KR_SHARED_IDENTICAL,0,0,1e57197b9a32a064caf0b9a1ebc4b4da5781888fa8d2360b203ad75e405fb87c,1e57197b9a32a064caf0b9a1ebc4b4da5781888fa8d2360b203ad75e405fb87c,12089,12089,5.538165,5.538165,KR_SILVER:0x57,KR_GOLD:0x57
0x58,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x59,KR_SHARED_IDENTICAL,0,0,8210d5c17b5f91ed5cf8c862f5d5f99896674c233242ade3214e7beadb384eb4,8210d5c17b5f91ed5cf8c862f5d5f99896674c233242ade3214e7beadb384eb4,7103,7103,3.674629,3.674629,KR_SILVER:0x59,KR_GOLD:0x59
0x5A,KR_SHARED_IDENTICAL,0,0,0bcd3b42dcafcf9f4da49eed37827d788d28cfe56963f72205d66989f9583373,0bcd3b42dcafcf9f4da49eed37827d788d28cfe56963f72205d66989f9583373,7011,7011,3.717064,3.717064,KR_SILVER:0x5A,KR_GOLD:0x5A
0x5B,KR_SHARED_IDENTICAL,0,0,50f62ae6b0e429a2366c45749690ebc0810953492f5f3b2b55f8312884948b57,50f62ae6b0e429a2366c45749690ebc0810953492f5f3b2b55f8312884948b57,9727,9727,4.807454,4.807454,KR_SILVER:0x5B,KR_GOLD:0x5B
0x5C,KR_SHARED_IDENTICAL,0,0,045dba2793e31c331b5960ad2d6f074dda81ec8fa3cc875388760b26d178ba19,045dba2793e31c331b5960ad2d6f074dda81ec8fa3cc875388760b26d178ba19,5138,5138,2.906385,2.906385,KR_SILVER:0x5C,KR_GOLD:0x5C
0x5D,KR_SHARED_IDENTICAL,0,0,a4b2e2e8df9f8a2d41661b8da5fa01bc7fa62ce68630fd919feed250ae5857b2,a4b2e2e8df9f8a2d41661b8da5fa01bc7fa62ce68630fd919feed250ae5857b2,6784,6784,3.554709,3.554709,KR_SILVER:0x5D,KR_GOLD:0x5D
0x5E,KR_SHARED_IDENTICAL,0,0,a76b5b172020c2bd48f9671f52dd456db089f1630e7b4cee079754ca04fd1b7c,a76b5b172020c2bd48f9671f52dd456db089f1630e7b4cee079754ca04fd1b7c,10053,10053,4.857361,4.857361,KR_SILVER:0x5E,KR_GOLD:0x5E
0x5F,KR_SHARED_IDENTICAL,0,0,8ba76fb79f16f5f8ea868ed6c8154c6f5e702f54525c56fbb8ef579b14583808,8ba76fb79f16f5f8ea868ed6c8154c6f5e702f54525c56fbb8ef579b14583808,3922,3922,2.277431,2.277431,KR_SILVER:0x5F,KR_GOLD:0x5F
0x60,KR_SHARED_IDENTICAL,0,0,8eb7d0a5e3ca5cfb4c94023727e7e0c87b15b8d8fa8aa78d0543108b21ecf04b,8eb7d0a5e3ca5cfb4c94023727e7e0c87b15b8d8fa8aa78d0543108b21ecf04b,9733,9733,4.734354,4.734354,KR_SILVER:0x60,KR_GOLD:0x60
0x61,KR_SHARED_IDENTICAL,0,0,9840a2f74d1e98439872fb211be95fb28d758ab1aea16a9e49fbdd4e3461087c,9840a2f74d1e98439872fb211be95fb28d758ab1aea16a9e49fbdd4e3461087c,5764,5764,3.139454,3.139454,KR_SILVER:0x61,KR_GOLD:0x61
0x62,KR_SHARED_IDENTICAL,0,0,4d17bcde90ce5ee4260c9f2ed02d34c33abd02ea354de87b7e8f460427ba3d26,4d17bcde90ce5ee4260c9f2ed02d34c33abd02ea354de87b7e8f460427ba3d26,3752,3752,2.182059,2.182059,KR_SILVER:0x62,KR_GOLD:0x62
0x63,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x64,KR_SHARED_IDENTICAL,0,0,d8cca459d9451304b1984e2972863e44a2917b6efe79b128671dc86e91faa452,d8cca459d9451304b1984e2972863e44a2917b6efe79b128671dc86e91faa452,9529,9529,4.431414,4.431414,KR_SILVER:0x64,KR_GOLD:0x64
0x65,KR_SHARED_IDENTICAL,0,0,eb2e4d98df3a451971f8d39e86ff93c431575ffef436a0e6894cd30519f244d5,eb2e4d98df3a451971f8d39e86ff93c431575ffef436a0e6894cd30519f244d5,10078,10078,4.602416,4.602416,KR_SILVER:0x65,KR_GOLD:0x65
0x66,KR_SHARED_IDENTICAL,0,0,32b74675902c871ba7ebbc36a679e5aa6c76ac408e25ce4da506a9d305ea832e,32b74675902c871ba7ebbc36a679e5aa6c76ac408e25ce4da506a9d305ea832e,2876,2876,1.693630,1.693630,KR_SILVER:0x66,KR_GOLD:0x66
0x67,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x68,KR_VERSION_SPECIFIC,10368,392,885ee45fa5aeaf8d821228bf9b5b3fd723adc44d647f5c17b18cc486c61216fd,91007b530b6cd963c1c22bba187b3541fe94ec2822a8d0da79412feda15a2be2,10759,10730,4.773473,4.780202,,
0x69,KR_VERSION_SPECIFIC,10073,336,dad698e835cbeb108a4f88bb00e727b8622c7fd72b6b4e3bb87cc65d59afb4a0,19a3db96b459ad3a75e708771a3b685c7856175ed8b2ba99de09d6a30d078301,10316,10419,4.652782,4.681700,,
0x6A,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x6B,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x6C,KR_SHARED_IDENTICAL,0,0,80ddef8bda9351e49f891ffd18b97cebae56b368594b596d7ca02b49e8cb8416,80ddef8bda9351e49f891ffd18b97cebae56b368594b596d7ca02b49e8cb8416,7905,7905,3.691596,3.691596,KR_SILVER:0x6C,KR_GOLD:0x6C
0x6D,KR_SHARED_IDENTICAL,0,0,92245ccdc59deed52bc836539ef3b39623e8828b66b6e5c619eaaa18a311e75d,92245ccdc59deed52bc836539ef3b39623e8828b66b6e5c619eaaa18a311e75d,13000,13000,5.392714,5.392714,KR_SILVER:0x6D,KR_GOLD:0x6D
0x6E,KR_SHARED_IDENTICAL,0,0,4976d6dddf751eb7a2644997d23215978419708270c8595ab3385b8a7fe66d2a,4976d6dddf751eb7a2644997d23215978419708270c8595ab3385b8a7fe66d2a,6767,6767,3.479361,3.479361,KR_SILVER:0x6E,KR_GOLD:0x6E
0x6F,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x70,KR_VERSION_SPECIFIC,418,27,b267778732920909880b4cfab5ef0112fae6a6913301aa1d215d0d8a5fa73198,b9d882341fbff99cb856a067d9075c6c6a5fcd2b0c8a1b37f569d4e787f618d4,4644,4645,2.830723,2.831396,,
0x71,KR_SHARED_IDENTICAL,0,0,8962c9c727849b3ec3b45755361010b2c9ed2300a37c7894885693708a0717db,8962c9c727849b3ec3b45755361010b2c9ed2300a37c7894885693708a0717db,7558,7558,3.964362,3.964362,KR_SILVER:0x71,KR_GOLD:0x71
0x72,KR_SHARED_IDENTICAL,0,0,c838b3c7525ed0b98b65c57b32829bc1ab9dd7c0247e2643dfc1401e88fa9f53,c838b3c7525ed0b98b65c57b32829bc1ab9dd7c0247e2643dfc1401e88fa9f53,1640,1640,0.909380,0.909380,KR_SILVER:0x72,KR_GOLD:0x72
0x73,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x74,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x75,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x76,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x77,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x78,KR_SHARED_IDENTICAL,0,0,a0c3d259d6c3d19e8f316c1bad884d3e5abc2915b7f09d5677307a1d0371baa2,a0c3d259d6c3d19e8f316c1bad884d3e5abc2915b7f09d5677307a1d0371baa2,7626,7626,3.410483,3.410483,KR_SILVER:0x78,KR_GOLD:0x78
0x79,KR_SHARED_IDENTICAL,0,0,063268ec796bcebb221396924cfaf4f415efd9294c3497c8a303750b815d7b62,063268ec796bcebb221396924cfaf4f415efd9294c3497c8a303750b815d7b62,9603,9603,3.921904,3.921904,KR_SILVER:0x79,KR_GOLD:0x79
0x7A,KR_SHARED_IDENTICAL,0,0,6fa2f8da746878ba2b6c193fbde5f271233aef5f25d1daa2e7ff8043dea13c76,6fa2f8da746878ba2b6c193fbde5f271233aef5f25d1daa2e7ff8043dea13c76,7679,7679,3.473205,3.473205,KR_SILVER:0x7A,KR_GOLD:0x7A
0x7B,KR_SHARED_IDENTICAL,0,0,2f285047743ab31b8457cbcd52c80efbbdf790db5dcfa9fd6fd17c870b4d0bfd,2f285047743ab31b8457cbcd52c80efbbdf790db5dcfa9fd6fd17c870b4d0bfd,1211,1211,0.768640,0.768640,KR_SILVER:0x7B,KR_GOLD:0x7B
0x7C,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x7D,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x7E,BOTH_BLANK,0,0,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,0,0,-0.000000,-0.000000,,
0x7F,KR_SHARED_IDENTICAL,0,0,e5b4bc91880c7b5554ea877d43afc23a46eb263c4b746dbcdb8422ed14e03aab,e5b4bc91880c7b5554ea877d43afc23a46eb263c4b746dbcdb8422ed14e03aab,1943,1943,1.289941,1.289941,KR_SILVER:0x7F,KR_GOLD:0x7F
