national_id,constant,machine_move
300,SKITTY,ICE_BEAM
300,SKITTY,BLIZZARD
300,SKITTY,PROTECT
300,SKITTY,RAIN_DANCE
300,SKITTY,SAFEGUARD
300,SKITTY,FRUSTRATION
300,SKITTY,SOLAR_BEAM
300,SKITTY,IRON_TAIL
300,SKITTY,THUNDERBOLT
300,SKITTY,THUNDER
300,SKITTY,RETURN
300,SKITTY,DIG
300,SKITTY,SHADOW_BALL
300,SKITTY,DOUBLE_TEAM
300,SKITTY,SHOCK_WAVE
300,SKITTY,FACADE
300,SKITTY,SECRET_POWER
300,SKITTY,REST
300,SKITTY,ATTRACT
300,SKITTY,FLASH
301,DELCATTY,WATER_PULSE
301,DELCATTY,CALM_MIND
301,DELCATTY,TOXIC
301,DELCATTY,HIDDEN_POWER
301,DELCATTY,SUNNY_DAY
301,DELCATTY,ICE_BEAM
301,DELCATTY,BLIZZARD
301,DELCATTY,HYPER_BEAM
301,DELCATTY,PROTECT
301,DELCATTY,RAIN_DANCE
301,DELCATTY,SAFEGUARD
301,DELCATTY,FRUSTRATION
301,DELCATTY,SOLAR_BEAM
301,DELCATTY,IRON_TAIL
301,DELCATTY,THUNDERBOLT
301,DELCATTY,THUNDER
301,DELCATTY,RETURN
301,DELCATTY,DIG
301,DELCATTY,SHADOW_BALL
301,DELCATTY,DOUBLE_TEAM
301,DELCATTY,SHOCK_WAVE
301,DELCATTY,FACADE
301,DELCATTY,SECRET_POWER
301,DELCATTY,REST
301,DELCATTY,ATTRACT
301,DELCATTY,STRENGTH
301,DELCATTY,FLASH
301,DELCATTY,ROCK_SMASH
352,KECLEON,FOCUS_PUNCH
352,KECLEON,WATER_PULSE
352,KECLEON,TOXIC
352,KECLEON,HIDDEN_POWER
352,KECLEON,SUNNY_DAY
352,KECLEON,ICE_BEAM
352,KECLEON,BLIZZARD
352,KECLEON,PROTECT
352,KECLEON,RAIN_DANCE
352,KECLEON,FRUSTRATION
352,KECLEON,SOLAR_BEAM
352,KECLEON,IRON_TAIL
352,KECLEON,THUNDERBOLT
352,KECLEON,THUNDER
352,KECLEON,RETURN
352,KECLEON,DIG
352,KECLEON,SHADOW_BALL
352,KECLEON,BRICK_BREAK
352,KECLEON,DOUBLE_TEAM
352,KECLEON,SHOCK_WAVE
352,KECLEON,FLAMETHROWER
352,KECLEON,FIRE_BLAST
352,KECLEON,ROCK_TOMB
352,KECLEON,AERIAL_ACE
352,KECLEON,FACADE
352,KECLEON,SECRET_POWER
352,KECLEON,REST
352,KECLEON,ATTRACT
352,KECLEON,THIEF
352,KECLEON,SKILL_SWAP
352,KECLEON,SNATCH
352,KECLEON,CUT
352,KECLEON,STRENGTH
352,KECLEON,FLASH
352,KECLEON,ROCK_SMASH
343,BALTOY,TOXIC
343,BALTOY,HIDDEN_POWER
343,BALTOY,SUNNY_DAY
343,BALTOY,ICE_BEAM
343,BALTOY,LIGHT_SCREEN
343,BALTOY,PROTECT
343,BALTOY,RAIN_DANCE
343,BALTOY,FRUSTRATION
343,BALTOY,SOLAR_BEAM
343,BALTOY,EARTHQUAKE
343,BALTOY,RETURN
343,BALTOY,DIG
343,BALTOY,PSYCHIC
343,BALTOY,SHADOW_BALL
343,BALTOY,DOUBLE_TEAM
343,BALTOY,REFLECT
343,BALTOY,SANDSTORM
343,BALTOY,ROCK_TOMB
343,BALTOY,FACADE
343,BALTOY,SECRET_POWER
343,BALTOY,REST
343,BALTOY,SKILL_SWAP
343,BALTOY,FLASH
344,CLAYDOL,TOXIC
344,CLAYDOL,HIDDEN_POWER
344,CLAYDOL,SUNNY_DAY
344,CLAYDOL,ICE_BEAM
344,CLAYDOL,HYPER_BEAM
344,CLAYDOL,LIGHT_SCREEN
344,CLAYDOL,PROTECT
344,CLAYDOL,RAIN_DANCE
344,CLAYDOL,FRUSTRATION
344,CLAYDOL,SOLAR_BEAM
344,CLAYDOL,EARTHQUAKE
344,CLAYDOL,RETURN
344,CLAYDOL,DIG
344,CLAYDOL,PSYCHIC
344,CLAYDOL,SHADOW_BALL
344,CLAYDOL,DOUBLE_TEAM
344,CLAYDOL,REFLECT
344,CLAYDOL,SANDSTORM
344,CLAYDOL,ROCK_TOMB
344,CLAYDOL,FACADE
344,CLAYDOL,SECRET_POWER
344,CLAYDOL,REST
344,CLAYDOL,SKILL_SWAP
344,CLAYDOL,STRENGTH
344,CLAYDOL,FLASH
344,CLAYDOL,ROCK_SMASH
299,NOSEPASS,TOXIC
299,NOSEPASS,HIDDEN_POWER
299,NOSEPASS,SUNNY_DAY
299,NOSEPASS,TAUNT
299,NOSEPASS,PROTECT
299,NOSEPASS,FRUSTRATION
299,NOSEPASS,THUNDERBOLT
299,NOSEPASS,THUNDER
299,NOSEPASS,EARTHQUAKE
299,NOSEPASS,RETURN
299,NOSEPASS,DOUBLE_TEAM
299,NOSEPASS,SHOCK_WAVE
299,NOSEPASS,SANDSTORM
299,NOSEPASS,ROCK_TOMB
299,NOSEPASS,TORMENT
299,NOSEPASS,FACADE
299,NOSEPASS,SECRET_POWER
299,NOSEPASS,REST
299,NOSEPASS,ATTRACT
299,NOSEPASS,STRENGTH
299,NOSEPASS,ROCK_SMASH
324,TORKOAL,TOXIC
324,TORKOAL,HIDDEN_POWER
324,TORKOAL,SUNNY_DAY
324,TORKOAL,PROTECT
324,TORKOAL,FRUSTRATION
324,TORKOAL,IRON_TAIL
324,TORKOAL,RETURN
324,TORKOAL,DOUBLE_TEAM
324,TORKOAL,FLAMETHROWER
324,TORKOAL,SLUDGE_BOMB
324,TORKOAL,FIRE_BLAST
324,TORKOAL,FACADE
324,TORKOAL,SECRET_POWER
324,TORKOAL,REST
324,TORKOAL,ATTRACT
324,TORKOAL,OVERHEAT
324,TORKOAL,STRENGTH
324,TORKOAL,ROCK_SMASH
302,SABLEYE,FOCUS_PUNCH
302,SABLEYE,WATER_PULSE
302,SABLEYE,CALM_MIND
302,SABLEYE,TOXIC
302,SABLEYE,HIDDEN_POWER
302,SABLEYE,SUNNY_DAY
302,SABLEYE,TAUNT
302,SABLEYE,PROTECT
302,SABLEYE,RAIN_DANCE
302,SABLEYE,FRUSTRATION
302,SABLEYE,RETURN
302,SABLEYE,DIG
302,SABLEYE,PSYCHIC
302,SABLEYE,SHADOW_BALL
302,SABLEYE,BRICK_BREAK
302,SABLEYE,DOUBLE_TEAM
302,SABLEYE,SHOCK_WAVE
302,SABLEYE,ROCK_TOMB
302,SABLEYE,AERIAL_ACE
302,SABLEYE,TORMENT
302,SABLEYE,FACADE
302,SABLEYE,SECRET_POWER
302,SABLEYE,REST
302,SABLEYE,ATTRACT
302,SABLEYE,THIEF
302,SABLEYE,SNATCH
302,SABLEYE,CUT
302,SABLEYE,FLASH
302,SABLEYE,ROCK_SMASH
339,BARBOACH,WATER_PULSE
339,BARBOACH,TOXIC
339,BARBOACH,HAIL
339,BARBOACH,HIDDEN_POWER
339,BARBOACH,ICE_BEAM
339,BARBOACH,BLIZZARD
339,BARBOACH,PROTECT
339,BARBOACH,RAIN_DANCE
339,BARBOACH,FRUSTRATION
339,BARBOACH,EARTHQUAKE
339,BARBOACH,RETURN
339,BARBOACH,DOUBLE_TEAM
339,BARBOACH,SANDSTORM
339,BARBOACH,ROCK_TOMB
339,BARBOACH,FACADE
339,BARBOACH,SECRET_POWER
339,BARBOACH,REST
339,BARBOACH,ATTRACT
339,BARBOACH,SURF
339,BARBOACH,WATERFALL
339,BARBOACH,DIVE
340,WHISCASH,WATER_PULSE
340,WHISCASH,TOXIC
340,WHISCASH,HAIL
340,WHISCASH,HIDDEN_POWER
340,WHISCASH,ICE_BEAM
340,WHISCASH,BLIZZARD
340,WHISCASH,HYPER_BEAM
340,WHISCASH,PROTECT
340,WHISCASH,RAIN_DANCE
340,WHISCASH,FRUSTRATION
340,WHISCASH,EARTHQUAKE
340,WHISCASH,RETURN
340,WHISCASH,DOUBLE_TEAM
340,WHISCASH,SANDSTORM
340,WHISCASH,ROCK_TOMB
340,WHISCASH,FACADE
340,WHISCASH,SECRET_POWER
340,WHISCASH,REST
340,WHISCASH,ATTRACT
340,WHISCASH,SURF
340,WHISCASH,STRENGTH
340,WHISCASH,ROCK_SMASH
340,WHISCASH,WATERFALL
340,WHISCASH,DIVE
370,LUVDISC,WATER_PULSE
370,LUVDISC,TOXIC
370,LUVDISC,HAIL
370,LUVDISC,HIDDEN_POWER
370,LUVDISC,ICE_BEAM
370,LUVDISC,BLIZZARD
370,LUVDISC,PROTECT
370,LUVDISC,RAIN_DANCE
370,LUVDISC,SAFEGUARD
370,LUVDISC,FRUSTRATION
370,LUVDISC,RETURN
370,LUVDISC,DOUBLE_TEAM
370,LUVDISC,FACADE
370,LUVDISC,SECRET_POWER
370,LUVDISC,REST
370,LUVDISC,ATTRACT
370,LUVDISC,SURF
370,LUVDISC,WATERFALL
370,LUVDISC,DIVE
341,CORPHISH,WATER_PULSE
341,CORPHISH,TOXIC
341,CORPHISH,HAIL
341,CORPHISH,HIDDEN_POWER
341,CORPHISH,TAUNT
341,CORPHISH,ICE_BEAM
341,CORPHISH,BLIZZARD
341,CORPHISH,PROTECT
341,CORPHISH,RAIN_DANCE
341,CORPHISH,FRUSTRATION
341,CORPHISH,RETURN
341,CORPHISH,DIG
341,CORPHISH,BRICK_BREAK
341,CORPHISH,DOUBLE_TEAM
341,CORPHISH,SLUDGE_BOMB
341,CORPHISH,ROCK_TOMB
341,CORPHISH,AERIAL_ACE
341,CORPHISH,FACADE
341,CORPHISH,SECRET_POWER
341,CORPHISH,REST
341,CORPHISH,ATTRACT
341,CORPHISH,CUT
341,CORPHISH,SURF
341,CORPHISH,STRENGTH
341,CORPHISH,ROCK_SMASH
341,CORPHISH,WATERFALL
342,CRAWDAUNT,WATER_PULSE
342,CRAWDAUNT,TOXIC
342,CRAWDAUNT,HAIL
342,CRAWDAUNT,HIDDEN_POWER
342,CRAWDAUNT,TAUNT
342,CRAWDAUNT,ICE_BEAM
342,CRAWDAUNT,BLIZZARD
342,CRAWDAUNT,HYPER_BEAM
342,CRAWDAUNT,PROTECT
342,CRAWDAUNT,RAIN_DANCE
342,CRAWDAUNT,FRUSTRATION
342,CRAWDAUNT,RETURN
342,CRAWDAUNT,DIG
342,CRAWDAUNT,BRICK_BREAK
342,CRAWDAUNT,DOUBLE_TEAM
342,CRAWDAUNT,SLUDGE_BOMB
342,CRAWDAUNT,ROCK_TOMB
342,CRAWDAUNT,AERIAL_ACE
342,CRAWDAUNT,FACADE
342,CRAWDAUNT,SECRET_POWER
342,CRAWDAUNT,REST
342,CRAWDAUNT,ATTRACT
342,CRAWDAUNT,CUT
342,CRAWDAUNT,SURF
342,CRAWDAUNT,STRENGTH
342,CRAWDAUNT,ROCK_SMASH
342,CRAWDAUNT,WATERFALL
342,CRAWDAUNT,DIVE
349,FEEBAS,WATER_PULSE
349,FEEBAS,TOXIC
349,FEEBAS,HAIL
349,FEEBAS,HIDDEN_POWER
349,FEEBAS,ICE_BEAM
349,FEEBAS,BLIZZARD
349,FEEBAS,PROTECT
349,FEEBAS,RAIN_DANCE
349,FEEBAS,FRUSTRATION
349,FEEBAS,RETURN
349,FEEBAS,DOUBLE_TEAM
349,FEEBAS,FACADE
349,FEEBAS,SECRET_POWER
349,FEEBAS,REST
349,FEEBAS,ATTRACT
349,FEEBAS,SURF
349,FEEBAS,WATERFALL
349,FEEBAS,DIVE
350,MILOTIC,WATER_PULSE
350,MILOTIC,TOXIC
350,MILOTIC,HAIL
350,MILOTIC,HIDDEN_POWER
350,MILOTIC,ICE_BEAM
350,MILOTIC,BLIZZARD
350,MILOTIC,HYPER_BEAM
350,MILOTIC,PROTECT
350,MILOTIC,RAIN_DANCE
350,MILOTIC,SAFEGUARD
350,MILOTIC,FRUSTRATION
350,MILOTIC,IRON_TAIL
350,MILOTIC,RETURN
350,MILOTIC,DOUBLE_TEAM
350,MILOTIC,FACADE
350,MILOTIC,SECRET_POWER
350,MILOTIC,REST
350,MILOTIC,ATTRACT
350,MILOTIC,SURF
350,MILOTIC,WATERFALL
350,MILOTIC,DIVE
318,CARVANHA,WATER_PULSE
318,CARVANHA,TOXIC
318,CARVANHA,HAIL
318,CARVANHA,HIDDEN_POWER
318,CARVANHA,TAUNT
318,CARVANHA,ICE_BEAM
318,CARVANHA,BLIZZARD
318,CARVANHA,PROTECT
318,CARVANHA,RAIN_DANCE
318,CARVANHA,FRUSTRATION
318,CARVANHA,RETURN
318,CARVANHA,DOUBLE_TEAM
318,CARVANHA,TORMENT
318,CARVANHA,FACADE
318,CARVANHA,SECRET_POWER
318,CARVANHA,REST
318,CARVANHA,ATTRACT
318,CARVANHA,THIEF
318,CARVANHA,SURF
318,CARVANHA,WATERFALL
318,CARVANHA,DIVE
319,SHARPEDO,WATER_PULSE
319,SHARPEDO,ROAR
319,SHARPEDO,TOXIC
319,SHARPEDO,HAIL
319,SHARPEDO,HIDDEN_POWER
319,SHARPEDO,TAUNT
319,SHARPEDO,ICE_BEAM
319,SHARPEDO,BLIZZARD
319,SHARPEDO,HYPER_BEAM
319,SHARPEDO,PROTECT
319,SHARPEDO,RAIN_DANCE
319,SHARPEDO,FRUSTRATION
319,SHARPEDO,EARTHQUAKE
319,SHARPEDO,RETURN
319,SHARPEDO,DOUBLE_TEAM
319,SHARPEDO,ROCK_TOMB
319,SHARPEDO,TORMENT
319,SHARPEDO,FACADE
319,SHARPEDO,SECRET_POWER
319,SHARPEDO,REST
319,SHARPEDO,ATTRACT
319,SHARPEDO,THIEF
319,SHARPEDO,SURF
319,SHARPEDO,STRENGTH
319,SHARPEDO,ROCK_SMASH
319,SHARPEDO,WATERFALL
319,SHARPEDO,DIVE
328,TRAPINCH,TOXIC
328,TRAPINCH,HIDDEN_POWER
328,TRAPINCH,SUNNY_DAY
328,TRAPINCH,HYPER_BEAM
328,TRAPINCH,PROTECT
328,TRAPINCH,GIGA_DRAIN
328,TRAPINCH,FRUSTRATION
328,TRAPINCH,SOLAR_BEAM
328,TRAPINCH,EARTHQUAKE
328,TRAPINCH,RETURN
328,TRAPINCH,DIG
328,TRAPINCH,DOUBLE_TEAM
328,TRAPINCH,SANDSTORM
328,TRAPINCH,ROCK_TOMB
328,TRAPINCH,FACADE
328,TRAPINCH,SECRET_POWER
328,TRAPINCH,REST
328,TRAPINCH,ATTRACT
328,TRAPINCH,STRENGTH
328,TRAPINCH,ROCK_SMASH
329,VIBRAVA,TOXIC
329,VIBRAVA,HIDDEN_POWER
329,VIBRAVA,SUNNY_DAY
329,VIBRAVA,HYPER_BEAM
329,VIBRAVA,PROTECT
329,VIBRAVA,GIGA_DRAIN
329,VIBRAVA,FRUSTRATION
329,VIBRAVA,SOLAR_BEAM
329,VIBRAVA,EARTHQUAKE
329,VIBRAVA,RETURN
329,VIBRAVA,DIG
329,VIBRAVA,DOUBLE_TEAM
329,VIBRAVA,SANDSTORM
329,VIBRAVA,ROCK_TOMB
329,VIBRAVA,FACADE
329,VIBRAVA,SECRET_POWER
329,VIBRAVA,REST
329,VIBRAVA,ATTRACT
329,VIBRAVA,STEEL_WING
329,VIBRAVA,FLY
329,VIBRAVA,STRENGTH
329,VIBRAVA,ROCK_SMASH
330,FLYGON,DRAGON_CLAW
330,FLYGON,TOXIC
330,FLYGON,HIDDEN_POWER
330,FLYGON,SUNNY_DAY
330,FLYGON,HYPER_BEAM
330,FLYGON,PROTECT
330,FLYGON,GIGA_DRAIN
330,FLYGON,FRUSTRATION
330,FLYGON,SOLAR_BEAM
330,FLYGON,IRON_TAIL
330,FLYGON,EARTHQUAKE
330,FLYGON,RETURN
330,FLYGON,DIG
330,FLYGON,DOUBLE_TEAM
330,FLYGON,FLAMETHROWER
330,FLYGON,SANDSTORM
330,FLYGON,FIRE_BLAST
330,FLYGON,ROCK_TOMB
330,FLYGON,FACADE
330,FLYGON,SECRET_POWER
330,FLYGON,REST
330,FLYGON,ATTRACT
330,FLYGON,STEEL_WING
330,FLYGON,FLY
330,FLYGON,STRENGTH
330,FLYGON,ROCK_SMASH
296,MAKUHITA,FOCUS_PUNCH
296,MAKUHITA,TOXIC
296,MAKUHITA,BULK_UP
296,MAKUHITA,HIDDEN_POWER
296,MAKUHITA,SUNNY_DAY
296,MAKUHITA,PROTECT
296,MAKUHITA,RAIN_DANCE
296,MAKUHITA,FRUSTRATION
296,MAKUHITA,EARTHQUAKE
296,MAKUHITA,RETURN
296,MAKUHITA,DIG
296,MAKUHITA,BRICK_BREAK
296,MAKUHITA,DOUBLE_TEAM
296,MAKUHITA,ROCK_TOMB
296,MAKUHITA,FACADE
296,MAKUHITA,SECRET_POWER
296,MAKUHITA,REST
296,MAKUHITA,ATTRACT
296,MAKUHITA,SURF
296,MAKUHITA,STRENGTH
296,MAKUHITA,ROCK_SMASH
297,HARIYAMA,FOCUS_PUNCH
297,HARIYAMA,TOXIC
297,HARIYAMA,BULK_UP
297,HARIYAMA,HIDDEN_POWER
297,HARIYAMA,SUNNY_DAY
297,HARIYAMA,HYPER_BEAM
297,HARIYAMA,PROTECT
297,HARIYAMA,RAIN_DANCE
297,HARIYAMA,FRUSTRATION
297,HARIYAMA,EARTHQUAKE
297,HARIYAMA,RETURN
297,HARIYAMA,DIG
297,HARIYAMA,BRICK_BREAK
297,HARIYAMA,DOUBLE_TEAM
297,HARIYAMA,ROCK_TOMB
297,HARIYAMA,FACADE
297,HARIYAMA,SECRET_POWER
297,HARIYAMA,REST
297,HARIYAMA,ATTRACT
297,HARIYAMA,SURF
297,HARIYAMA,STRENGTH
297,HARIYAMA,ROCK_SMASH
309,ELECTRIKE,ROAR
309,ELECTRIKE,TOXIC
309,ELECTRIKE,HIDDEN_POWER
309,ELECTRIKE,PROTECT
309,ELECTRIKE,RAIN_DANCE
309,ELECTRIKE,FRUSTRATION
309,ELECTRIKE,IRON_TAIL
309,ELECTRIKE,THUNDERBOLT
309,ELECTRIKE,THUNDER
309,ELECTRIKE,RETURN
309,ELECTRIKE,DOUBLE_TEAM
309,ELECTRIKE,SHOCK_WAVE
309,ELECTRIKE,FACADE
309,ELECTRIKE,SECRET_POWER
309,ELECTRIKE,REST
309,ELECTRIKE,ATTRACT
309,ELECTRIKE,THIEF
309,ELECTRIKE,STRENGTH
309,ELECTRIKE,FLASH
310,MANECTRIC,ROAR
310,MANECTRIC,TOXIC
310,MANECTRIC,HIDDEN_POWER
310,MANECTRIC,HYPER_BEAM
310,MANECTRIC,PROTECT
310,MANECTRIC,RAIN_DANCE
310,MANECTRIC,FRUSTRATION
310,MANECTRIC,IRON_TAIL
310,MANECTRIC,THUNDERBOLT
310,MANECTRIC,THUNDER
310,MANECTRIC,RETURN
310,MANECTRIC,DOUBLE_TEAM
310,MANECTRIC,SHOCK_WAVE
310,MANECTRIC,FACADE
310,MANECTRIC,SECRET_POWER
310,MANECTRIC,REST
310,MANECTRIC,ATTRACT
310,MANECTRIC,THIEF
310,MANECTRIC,STRENGTH
310,MANECTRIC,FLASH
322,NUMEL,TOXIC
322,NUMEL,HIDDEN_POWER
322,NUMEL,SUNNY_DAY
322,NUMEL,PROTECT
322,NUMEL,FRUSTRATION
322,NUMEL,EARTHQUAKE
322,NUMEL,RETURN
322,NUMEL,DIG
322,NUMEL,DOUBLE_TEAM
322,NUMEL,FLAMETHROWER
322,NUMEL,SANDSTORM
322,NUMEL,FIRE_BLAST
322,NUMEL,ROCK_TOMB
322,NUMEL,FACADE
322,NUMEL,SECRET_POWER
322,NUMEL,REST
322,NUMEL,ATTRACT
322,NUMEL,OVERHEAT
322,NUMEL,STRENGTH
322,NUMEL,ROCK_SMASH
323,CAMERUPT,ROAR
323,CAMERUPT,TOXIC
323,CAMERUPT,HIDDEN_POWER
323,CAMERUPT,SUNNY_DAY
323,CAMERUPT,HYPER_BEAM
323,CAMERUPT,PROTECT
323,CAMERUPT,FRUSTRATION
323,CAMERUPT,EARTHQUAKE
323,CAMERUPT,RETURN
323,CAMERUPT,DIG
323,CAMERUPT,DOUBLE_TEAM
323,CAMERUPT,FLAMETHROWER
323,CAMERUPT,SANDSTORM
323,CAMERUPT,FIRE_BLAST
323,CAMERUPT,ROCK_TOMB
323,CAMERUPT,FACADE
323,CAMERUPT,SECRET_POWER
323,CAMERUPT,REST
323,CAMERUPT,ATTRACT
323,CAMERUPT,OVERHEAT
323,CAMERUPT,STRENGTH
323,CAMERUPT,ROCK_SMASH
363,SPHEAL,WATER_PULSE
363,SPHEAL,TOXIC
363,SPHEAL,HAIL
363,SPHEAL,HIDDEN_POWER
363,SPHEAL,ICE_BEAM
363,SPHEAL,BLIZZARD
363,SPHEAL,PROTECT
363,SPHEAL,RAIN_DANCE
363,SPHEAL,FRUSTRATION
363,SPHEAL,IRON_TAIL
363,SPHEAL,EARTHQUAKE
363,SPHEAL,RETURN
363,SPHEAL,DOUBLE_TEAM
363,SPHEAL,ROCK_TOMB
363,SPHEAL,FACADE
363,SPHEAL,SECRET_POWER
363,SPHEAL,REST
363,SPHEAL,ATTRACT
363,SPHEAL,SURF
363,SPHEAL,STRENGTH
363,SPHEAL,ROCK_SMASH
363,SPHEAL,WATERFALL
363,SPHEAL,DIVE
364,SEALEO,WATER_PULSE
364,SEALEO,ROAR
364,SEALEO,TOXIC
364,SEALEO,HAIL
364,SEALEO,HIDDEN_POWER
364,SEALEO,ICE_BEAM
364,SEALEO,BLIZZARD
364,SEALEO,PROTECT
364,SEALEO,RAIN_DANCE
364,SEALEO,FRUSTRATION
364,SEALEO,IRON_TAIL
364,SEALEO,EARTHQUAKE
364,SEALEO,RETURN
364,SEALEO,DOUBLE_TEAM
364,SEALEO,ROCK_TOMB
364,SEALEO,FACADE
364,SEALEO,SECRET_POWER
364,SEALEO,REST
364,SEALEO,ATTRACT
364,SEALEO,SURF
364,SEALEO,STRENGTH
364,SEALEO,ROCK_SMASH
364,SEALEO,WATERFALL
364,SEALEO,DIVE
365,WALREIN,WATER_PULSE
365,WALREIN,ROAR
365,WALREIN,TOXIC
365,WALREIN,HAIL
365,WALREIN,HIDDEN_POWER
365,WALREIN,ICE_BEAM
365,WALREIN,BLIZZARD
365,WALREIN,HYPER_BEAM
365,WALREIN,PROTECT
365,WALREIN,RAIN_DANCE
365,WALREIN,FRUSTRATION
365,WALREIN,IRON_TAIL
365,WALREIN,EARTHQUAKE
365,WALREIN,RETURN
365,WALREIN,DOUBLE_TEAM
365,WALREIN,ROCK_TOMB
365,WALREIN,FACADE
365,WALREIN,SECRET_POWER
365,WALREIN,REST
365,WALREIN,ATTRACT
365,WALREIN,SURF
365,WALREIN,STRENGTH
365,WALREIN,ROCK_SMASH
365,WALREIN,WATERFALL
365,WALREIN,DIVE
331,CACNEA,FOCUS_PUNCH
331,CACNEA,TOXIC
331,CACNEA,BULLET_SEED
331,CACNEA,HIDDEN_POWER
331,CACNEA,SUNNY_DAY
331,CACNEA,PROTECT
331,CACNEA,GIGA_DRAIN
331,CACNEA,FRUSTRATION
331,CACNEA,SOLAR_BEAM
331,CACNEA,RETURN
331,CACNEA,DOUBLE_TEAM
331,CACNEA,SANDSTORM
331,CACNEA,FACADE
331,CACNEA,SECRET_POWER
331,CACNEA,REST
331,CACNEA,ATTRACT
331,CACNEA,CUT
331,CACNEA,FLASH
332,CACTURNE,FOCUS_PUNCH
332,CACTURNE,TOXIC
332,CACTURNE,BULLET_SEED
332,CACTURNE,HIDDEN_POWER
332,CACTURNE,SUNNY_DAY
332,CACTURNE,HYPER_BEAM
332,CACTURNE,PROTECT
332,CACTURNE,GIGA_DRAIN
332,CACTURNE,FRUSTRATION
332,CACTURNE,SOLAR_BEAM
332,CACTURNE,RETURN
332,CACTURNE,DOUBLE_TEAM
332,CACTURNE,SANDSTORM
332,CACTURNE,FACADE
332,CACTURNE,SECRET_POWER
332,CACTURNE,REST
332,CACTURNE,ATTRACT
332,CACTURNE,CUT
332,CACTURNE,STRENGTH
332,CACTURNE,FLASH
361,SNORUNT,WATER_PULSE
361,SNORUNT,TOXIC
361,SNORUNT,HAIL
361,SNORUNT,HIDDEN_POWER
361,SNORUNT,ICE_BEAM
361,SNORUNT,BLIZZARD
361,SNORUNT,LIGHT_SCREEN
361,SNORUNT,PROTECT
361,SNORUNT,RAIN_DANCE
361,SNORUNT,SAFEGUARD
361,SNORUNT,FRUSTRATION
361,SNORUNT,RETURN
361,SNORUNT,SHADOW_BALL
361,SNORUNT,DOUBLE_TEAM
361,SNORUNT,FACADE
361,SNORUNT,SECRET_POWER
361,SNORUNT,REST
361,SNORUNT,ATTRACT
361,SNORUNT,FLASH
362,GLALIE,WATER_PULSE
362,GLALIE,TOXIC
362,GLALIE,HAIL
362,GLALIE,HIDDEN_POWER
362,GLALIE,TAUNT
362,GLALIE,ICE_BEAM
362,GLALIE,BLIZZARD
362,GLALIE,HYPER_BEAM
362,GLALIE,LIGHT_SCREEN
362,GLALIE,PROTECT
362,GLALIE,RAIN_DANCE
362,GLALIE,SAFEGUARD
362,GLALIE,FRUSTRATION
362,GLALIE,EARTHQUAKE
362,GLALIE,RETURN
362,GLALIE,SHADOW_BALL
362,GLALIE,DOUBLE_TEAM
362,GLALIE,TORMENT
362,GLALIE,FACADE
362,GLALIE,SECRET_POWER
362,GLALIE,REST
362,GLALIE,ATTRACT
362,GLALIE,FLASH
337,LUNATONE,CALM_MIND
337,LUNATONE,TOXIC
337,LUNATONE,HIDDEN_POWER
337,LUNATONE,ICE_BEAM
337,LUNATONE,HYPER_BEAM
337,LUNATONE,LIGHT_SCREEN
337,LUNATONE,PROTECT
337,LUNATONE,RAIN_DANCE
337,LUNATONE,SAFEGUARD
337,LUNATONE,FRUSTRATION
337,LUNATONE,EARTHQUAKE
337,LUNATONE,RETURN
337,LUNATONE,PSYCHIC
337,LUNATONE,SHADOW_BALL
337,LUNATONE,DOUBLE_TEAM
337,LUNATONE,REFLECT
337,LUNATONE,SANDSTORM
337,LUNATONE,ROCK_TOMB
337,LUNATONE,FACADE
337,LUNATONE,SECRET_POWER
337,LUNATONE,REST
337,LUNATONE,SKILL_SWAP
337,LUNATONE,FLASH
338,SOLROCK,CALM_MIND
338,SOLROCK,TOXIC
338,SOLROCK,HIDDEN_POWER
338,SOLROCK,SUNNY_DAY
338,SOLROCK,HYPER_BEAM
338,SOLROCK,LIGHT_SCREEN
338,SOLROCK,PROTECT
338,SOLROCK,SAFEGUARD
338,SOLROCK,FRUSTRATION
338,SOLROCK,SOLAR_BEAM
338,SOLROCK,EARTHQUAKE
338,SOLROCK,RETURN
338,SOLROCK,PSYCHIC
338,SOLROCK,SHADOW_BALL
338,SOLROCK,DOUBLE_TEAM
338,SOLROCK,REFLECT
338,SOLROCK,FLAMETHROWER
338,SOLROCK,SANDSTORM
338,SOLROCK,FIRE_BLAST
338,SOLROCK,ROCK_TOMB
338,SOLROCK,FACADE
338,SOLROCK,SECRET_POWER
338,SOLROCK,REST
338,SOLROCK,SKILL_SWAP
338,SOLROCK,OVERHEAT
338,SOLROCK,FLASH
298,AZURILL,WATER_PULSE
298,AZURILL,TOXIC
298,AZURILL,HAIL
298,AZURILL,HIDDEN_POWER
298,AZURILL,ICE_BEAM
298,AZURILL,BLIZZARD
298,AZURILL,PROTECT
298,AZURILL,RAIN_DANCE
298,AZURILL,FRUSTRATION
298,AZURILL,IRON_TAIL
298,AZURILL,RETURN
298,AZURILL,DOUBLE_TEAM
298,AZURILL,FACADE
298,AZURILL,SECRET_POWER
298,AZURILL,REST
298,AZURILL,ATTRACT
298,AZURILL,SURF
298,AZURILL,WATERFALL
325,SPOINK,CALM_MIND
325,SPOINK,TOXIC
325,SPOINK,HIDDEN_POWER
325,SPOINK,SUNNY_DAY
325,SPOINK,TAUNT
325,SPOINK,LIGHT_SCREEN
325,SPOINK,PROTECT
325,SPOINK,RAIN_DANCE
