national_id,constant,pokeemerald_raw_species_id,hp,attack,defense,speed,sp_attack,sp_defense,type1,type2,catch_rate,exp_yield,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,item_common,item_rare,gender_ratio,egg_cycles,friendship,growth_rate,egg_group1,egg_group2,ability1,ability2,safari_flee_rate,body_color,no_flip
323,CAMERUPT,340,70,100,70,40,105,75,TYPE_FIRE,TYPE_GROUND,150,175,0,1,0,0,1,0,ITEM_RAWST_BERRY,ITEM_RAWST_BERRY,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_MAGMA_ARMOR,ABILITY_NONE,0,BODY_COLOR_RED,FALSE
324,TORKOAL,321,70,85,140,20,85,70,TYPE_FIRE,TYPE_FIRE,90,161,0,0,2,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_WHITE_SMOKE,ABILITY_NONE,0,BODY_COLOR_BROWN,FALSE
325,SPOINK,351,60,25,35,60,70,80,TYPE_PSYCHIC,TYPE_PSYCHIC,255,89,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_FAST,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_THICK_FAT,ABILITY_OWN_TEMPO,0,BODY_COLOR_BLACK,FALSE
326,GRUMPIG,352,80,45,65,80,90,110,TYPE_PSYCHIC,TYPE_PSYCHIC,60,164,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_FAST,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_THICK_FAT,ABILITY_OWN_TEMPO,0,BODY_COLOR_PURPLE,FALSE
327,SPINDA,308,60,60,60,60,60,60,TYPE_NORMAL,TYPE_NORMAL,255,85,0,0,0,0,1,0,ITEM_NONE,ITEM_CHESTO_BERRY,PERCENT_FEMALE(50),15,70,GROWTH_FAST,EGG_GROUP_FIELD,EGG_GROUP_HUMAN_LIKE,ABILITY_OWN_TEMPO,ABILITY_NONE,0,BODY_COLOR_BROWN,TRUE
328,TRAPINCH,332,45,100,45,10,45,45,TYPE_GROUND,TYPE_GROUND,255,73,0,1,0,0,0,0,ITEM_NONE,ITEM_SOFT_SAND,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_HYPER_CUTTER,ABILITY_ARENA_TRAP,0,BODY_COLOR_BROWN,FALSE
329,VIBRAVA,333,50,70,50,70,50,50,TYPE_GROUND,TYPE_DRAGON,120,126,0,1,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_LEVITATE,ABILITY_LEVITATE,0,BODY_COLOR_GREEN,FALSE
330,FLYGON,334,80,100,80,100,80,80,TYPE_GROUND,TYPE_DRAGON,45,197,0,1,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_LEVITATE,ABILITY_LEVITATE,0,BODY_COLOR_GREEN,FALSE
331,CACNEA,344,50,85,40,35,85,40,TYPE_GRASS,TYPE_GRASS,190,97,0,0,0,0,1,0,ITEM_NONE,ITEM_POISON_BARB,PERCENT_FEMALE(50),20,35,GROWTH_MEDIUM_SLOW,EGG_GROUP_GRASS,EGG_GROUP_HUMAN_LIKE,ABILITY_SAND_VEIL,ABILITY_NONE,0,BODY_COLOR_GREEN,FALSE
332,CACTURNE,345,70,115,60,55,115,60,TYPE_GRASS,TYPE_DARK,60,177,0,1,0,0,1,0,ITEM_NONE,ITEM_POISON_BARB,PERCENT_FEMALE(50),20,35,GROWTH_MEDIUM_SLOW,EGG_GROUP_GRASS,EGG_GROUP_HUMAN_LIKE,ABILITY_SAND_VEIL,ABILITY_NONE,0,BODY_COLOR_GREEN,FALSE
333,SWABLU,358,45,40,60,50,40,75,TYPE_NORMAL,TYPE_FLYING,255,74,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_ERRATIC,EGG_GROUP_FLYING,EGG_GROUP_DRAGON,ABILITY_NATURAL_CURE,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
334,ALTARIA,359,75,70,90,80,70,105,TYPE_DRAGON,TYPE_FLYING,45,188,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_ERRATIC,EGG_GROUP_FLYING,EGG_GROUP_DRAGON,ABILITY_NATURAL_CURE,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
335,ZANGOOSE,380,73,115,60,90,60,60,TYPE_NORMAL,TYPE_NORMAL,90,165,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_ERRATIC,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_IMMUNITY,ABILITY_NONE,0,BODY_COLOR_WHITE,TRUE
336,SEVIPER,379,73,100,60,65,100,60,TYPE_POISON,TYPE_POISON,90,165,0,1,0,0,1,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_FLUCTUATING,EGG_GROUP_FIELD,EGG_GROUP_DRAGON,ABILITY_SHED_SKIN,ABILITY_NONE,0,BODY_COLOR_BLACK,TRUE
337,LUNATONE,348,70,55,65,70,95,85,TYPE_ROCK,TYPE_PSYCHIC,45,150,0,0,0,0,2,0,ITEM_NONE,ITEM_MOON_STONE,MON_GENDERLESS,25,70,GROWTH_FAST,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,ABILITY_LEVITATE,ABILITY_NONE,0,BODY_COLOR_YELLOW,FALSE
338,SOLROCK,349,70,95,85,70,55,65,TYPE_ROCK,TYPE_PSYCHIC,45,150,0,2,0,0,0,0,ITEM_NONE,ITEM_SUN_STONE,MON_GENDERLESS,25,70,GROWTH_FAST,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,ABILITY_LEVITATE,ABILITY_NONE,0,BODY_COLOR_RED,FALSE
339,BARBOACH,323,50,48,43,60,46,41,TYPE_WATER,TYPE_GROUND,190,92,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_WATER_2,EGG_GROUP_WATER_2,ABILITY_OBLIVIOUS,ABILITY_NONE,0,BODY_COLOR_GRAY,FALSE
340,WHISCASH,324,110,78,73,60,76,71,TYPE_WATER,TYPE_GROUND,75,158,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_WATER_2,EGG_GROUP_WATER_2,ABILITY_OBLIVIOUS,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
341,CORPHISH,326,43,80,65,35,50,35,TYPE_WATER,TYPE_WATER,205,111,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_FLUCTUATING,EGG_GROUP_WATER_1,EGG_GROUP_WATER_3,ABILITY_HYPER_CUTTER,ABILITY_SHELL_ARMOR,0,BODY_COLOR_RED,FALSE
342,CRAWDAUNT,327,63,120,85,55,90,55,TYPE_WATER,TYPE_DARK,155,161,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_FLUCTUATING,EGG_GROUP_WATER_1,EGG_GROUP_WATER_3,ABILITY_HYPER_CUTTER,ABILITY_SHELL_ARMOR,0,BODY_COLOR_RED,FALSE
343,BALTOY,318,40,40,55,55,40,70,TYPE_GROUND,TYPE_PSYCHIC,255,58,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,ABILITY_LEVITATE,ABILITY_NONE,0,BODY_COLOR_BROWN,FALSE
344,CLAYDOL,319,60,70,105,75,70,120,TYPE_GROUND,TYPE_PSYCHIC,90,189,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,ABILITY_LEVITATE,ABILITY_NONE,0,BODY_COLOR_BLACK,FALSE
345,LILEEP,388,66,41,77,23,61,87,TYPE_ROCK,TYPE_GRASS,45,121,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),30,70,GROWTH_ERRATIC,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,ABILITY_SUCTION_CUPS,ABILITY_NONE,0,BODY_COLOR_PURPLE,FALSE
346,CRADILY,389,86,81,97,43,81,107,TYPE_ROCK,TYPE_GRASS,45,201,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),30,70,GROWTH_ERRATIC,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,ABILITY_SUCTION_CUPS,ABILITY_NONE,0,BODY_COLOR_GREEN,FALSE
347,ANORITH,390,45,95,50,75,40,50,TYPE_ROCK,TYPE_BUG,45,119,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),30,70,GROWTH_ERRATIC,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,ABILITY_BATTLE_ARMOR,ABILITY_NONE,0,BODY_COLOR_GRAY,FALSE
348,ARMALDO,391,75,125,100,45,70,80,TYPE_ROCK,TYPE_BUG,45,200,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),30,70,GROWTH_ERRATIC,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,ABILITY_BATTLE_ARMOR,ABILITY_NONE,0,BODY_COLOR_GRAY,FALSE
349,FEEBAS,328,20,15,20,80,10,55,TYPE_WATER,TYPE_WATER,255,61,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_ERRATIC,EGG_GROUP_WATER_1,EGG_GROUP_DRAGON,ABILITY_SWIFT_SWIM,ABILITY_NONE,0,BODY_COLOR_BROWN,FALSE
350,MILOTIC,329,95,60,79,81,100,125,TYPE_WATER,TYPE_WATER,60,213,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_ERRATIC,EGG_GROUP_WATER_1,EGG_GROUP_DRAGON,ABILITY_MARVEL_SCALE,ABILITY_NONE,0,BODY_COLOR_PINK,FALSE
351,CASTFORM,385,70,70,70,70,70,70,TYPE_NORMAL,TYPE_NORMAL,45,145,1,0,0,0,0,0,ITEM_MYSTIC_WATER,ITEM_MYSTIC_WATER,PERCENT_FEMALE(50),25,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FAIRY,EGG_GROUP_AMORPHOUS,ABILITY_FORECAST,ABILITY_NONE,0,BODY_COLOR_WHITE,FALSE
352,KECLEON,317,60,90,70,40,60,120,TYPE_NORMAL,TYPE_NORMAL,200,132,0,0,0,0,0,1,ITEM_NONE,ITEM_PERSIM_BERRY,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_COLOR_CHANGE,ABILITY_NONE,0,BODY_COLOR_GREEN,FALSE
353,SHUPPET,377,44,75,35,45,63,33,TYPE_GHOST,TYPE_GHOST,225,97,0,1,0,0,0,0,ITEM_NONE,ITEM_SPELL_TAG,PERCENT_FEMALE(50),25,35,GROWTH_FAST,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_INSOMNIA,ABILITY_NONE,0,BODY_COLOR_BLACK,FALSE
354,BANETTE,378,64,115,65,65,83,63,TYPE_GHOST,TYPE_GHOST,45,179,0,2,0,0,0,0,ITEM_NONE,ITEM_SPELL_TAG,PERCENT_FEMALE(50),25,35,GROWTH_FAST,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_INSOMNIA,ABILITY_NONE,0,BODY_COLOR_BLACK,FALSE
355,DUSKULL,361,20,40,90,25,30,90,TYPE_GHOST,TYPE_GHOST,190,97,0,0,1,0,0,1,ITEM_NONE,ITEM_SPELL_TAG,PERCENT_FEMALE(50),25,35,GROWTH_FAST,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_LEVITATE,ABILITY_NONE,0,BODY_COLOR_BLACK,FALSE
356,DUSCLOPS,362,40,70,130,25,60,130,TYPE_GHOST,TYPE_GHOST,90,179,0,0,1,0,0,2,ITEM_NONE,ITEM_SPELL_TAG,PERCENT_FEMALE(50),25,35,GROWTH_FAST,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_PRESSURE,ABILITY_NONE,0,BODY_COLOR_BLACK,FALSE
357,TROPIUS,369,99,68,83,51,72,87,TYPE_GRASS,TYPE_FLYING,200,169,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),25,70,GROWTH_SLOW,EGG_GROUP_MONSTER,EGG_GROUP_GRASS,ABILITY_CHLOROPHYLL,ABILITY_NONE,0,BODY_COLOR_GREEN,FALSE
358,CHIMECHO,411,65,50,70,65,95,80,TYPE_PSYCHIC,TYPE_PSYCHIC,45,147,0,0,0,0,1,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),25,70,GROWTH_FAST,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_LEVITATE,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
359,ABSOL,376,65,130,60,75,75,60,TYPE_DARK,TYPE_DARK,30,174,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),25,35,GROWTH_MEDIUM_SLOW,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_PRESSURE,ABILITY_NONE,0,BODY_COLOR_WHITE,TRUE
360,WYNAUT,360,95,23,48,23,23,48,TYPE_PSYCHIC,TYPE_PSYCHIC,125,44,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_SHADOW_TAG,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
361,SNORUNT,346,50,50,50,50,50,50,TYPE_ICE,TYPE_ICE,190,74,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FAIRY,EGG_GROUP_MINERAL,ABILITY_INNER_FOCUS,ABILITY_NONE,0,BODY_COLOR_GRAY,FALSE
362,GLALIE,347,80,80,80,80,80,80,TYPE_ICE,TYPE_ICE,75,187,2,0,0,0,0,0,ITEM_NONE,ITEM_NEVER_MELT_ICE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FAIRY,EGG_GROUP_MINERAL,ABILITY_INNER_FOCUS,ABILITY_NONE,0,BODY_COLOR_GRAY,FALSE
363,SPHEAL,341,70,40,50,25,55,50,TYPE_ICE,TYPE_WATER,255,75,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,ABILITY_THICK_FAT,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
364,SEALEO,342,90,60,70,45,75,70,TYPE_ICE,TYPE_WATER,120,128,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,ABILITY_THICK_FAT,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
365,WALREIN,343,110,80,90,65,95,90,TYPE_ICE,TYPE_WATER,45,192,3,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,ABILITY_THICK_FAT,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
366,CLAMPERL,373,35,64,85,32,74,55,TYPE_WATER,TYPE_WATER,255,142,0,0,1,0,0,0,ITEM_NONE,ITEM_BLUE_SHARD,PERCENT_FEMALE(50),20,70,GROWTH_ERRATIC,EGG_GROUP_WATER_1,EGG_GROUP_WATER_1,ABILITY_SHELL_ARMOR,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
367,HUNTAIL,374,55,104,105,52,94,75,TYPE_WATER,TYPE_WATER,60,178,0,1,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_ERRATIC,EGG_GROUP_WATER_1,EGG_GROUP_WATER_1,ABILITY_SWIFT_SWIM,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
368,GOREBYSS,375,55,84,105,52,114,75,TYPE_WATER,TYPE_WATER,60,178,0,0,0,0,2,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_ERRATIC,EGG_GROUP_WATER_1,EGG_GROUP_WATER_1,ABILITY_SWIFT_SWIM,ABILITY_NONE,0,BODY_COLOR_PINK,FALSE
369,RELICANTH,381,100,90,130,55,45,65,TYPE_WATER,TYPE_ROCK,25,198,1,0,1,0,0,0,ITEM_NONE,ITEM_GREEN_SHARD,PERCENT_FEMALE(12.5),40,70,GROWTH_SLOW,EGG_GROUP_WATER_1,EGG_GROUP_WATER_2,ABILITY_SWIFT_SWIM,ABILITY_ROCK_HEAD,0,BODY_COLOR_GRAY,FALSE
370,LUVDISC,325,43,30,55,97,40,65,TYPE_WATER,TYPE_WATER,225,110,0,0,0,1,0,0,ITEM_HEART_SCALE,ITEM_NONE,PERCENT_FEMALE(75),20,70,GROWTH_FAST,EGG_GROUP_WATER_2,EGG_GROUP_WATER_2,ABILITY_SWIFT_SWIM,ABILITY_NONE,0,BODY_COLOR_PINK,FALSE
371,BAGON,395,45,75,60,50,40,30,TYPE_DRAGON,TYPE_DRAGON,45,89,0,1,0,0,0,0,ITEM_NONE,ITEM_DRAGON_SCALE,PERCENT_FEMALE(50),40,35,GROWTH_SLOW,EGG_GROUP_DRAGON,EGG_GROUP_DRAGON,ABILITY_ROCK_HEAD,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
372,SHELGON,396,65,95,100,50,60,50,TYPE_DRAGON,TYPE_DRAGON,45,144,0,0,2,0,0,0,ITEM_NONE,ITEM_DRAGON_SCALE,PERCENT_FEMALE(50),40,35,GROWTH_SLOW,EGG_GROUP_DRAGON,EGG_GROUP_DRAGON,ABILITY_ROCK_HEAD,ABILITY_NONE,0,BODY_COLOR_WHITE,FALSE
373,SALAMENCE,397,95,135,80,100,110,80,TYPE_DRAGON,TYPE_FLYING,45,218,0,3,0,0,0,0,ITEM_NONE,ITEM_DRAGON_SCALE,PERCENT_FEMALE(50),40,35,GROWTH_SLOW,EGG_GROUP_DRAGON,EGG_GROUP_DRAGON,ABILITY_INTIMIDATE,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
374,BELDUM,398,40,55,80,30,35,60,TYPE_STEEL,TYPE_PSYCHIC,3,103,0,0,1,0,0,0,ITEM_NONE,ITEM_METAL_COAT,MON_GENDERLESS,40,35,GROWTH_SLOW,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,ABILITY_CLEAR_BODY,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
375,METANG,399,60,75,100,50,55,80,TYPE_STEEL,TYPE_PSYCHIC,3,153,0,0,2,0,0,0,ITEM_NONE,ITEM_METAL_COAT,MON_GENDERLESS,40,35,GROWTH_SLOW,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,ABILITY_CLEAR_BODY,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
376,METAGROSS,400,80,135,130,70,95,90,TYPE_STEEL,TYPE_PSYCHIC,3,210,0,0,3,0,0,0,ITEM_NONE,ITEM_METAL_COAT,MON_GENDERLESS,40,35,GROWTH_SLOW,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,ABILITY_CLEAR_BODY,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
377,REGIROCK,401,80,100,200,50,50,100,TYPE_ROCK,TYPE_ROCK,3,217,0,0,3,0,0,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,80,35,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_CLEAR_BODY,ABILITY_NONE,0,BODY_COLOR_BROWN,FALSE
378,REGICE,402,80,50,100,50,100,200,TYPE_ICE,TYPE_ICE,3,216,0,0,0,0,0,3,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,80,35,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_CLEAR_BODY,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
379,REGISTEEL,403,80,75,150,50,75,150,TYPE_STEEL,TYPE_STEEL,3,215,0,0,2,0,0,1,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,80,35,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_CLEAR_BODY,ABILITY_NONE,0,BODY_COLOR_GRAY,FALSE
380,LATIAS,407,80,80,90,110,110,130,TYPE_DRAGON,TYPE_PSYCHIC,3,211,0,0,0,0,0,3,ITEM_NONE,ITEM_NONE,MON_FEMALE,120,90,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_LEVITATE,ABILITY_NONE,0,BODY_COLOR_RED,FALSE
381,LATIOS,408,80,90,80,110,130,110,TYPE_DRAGON,TYPE_PSYCHIC,3,211,0,0,0,0,3,0,ITEM_NONE,ITEM_NONE,MON_MALE,120,90,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_LEVITATE,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
382,KYOGRE,404,100,100,90,90,150,140,TYPE_WATER,TYPE_WATER,5,218,0,0,0,0,3,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,120,0,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_DRIZZLE,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
383,GROUDON,405,100,150,140,90,100,90,TYPE_GROUND,TYPE_GROUND,5,218,0,3,0,0,0,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,120,0,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_DROUGHT,ABILITY_NONE,0,BODY_COLOR_RED,FALSE
384,RAYQUAZA,406,105,150,90,95,150,90,TYPE_DRAGON,TYPE_FLYING,3,220,0,2,0,0,1,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,120,0,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_AIR_LOCK,ABILITY_NONE,0,BODY_COLOR_GREEN,FALSE
385,JIRACHI,409,100,100,100,100,100,100,TYPE_STEEL,TYPE_PSYCHIC,3,215,3,0,0,0,0,0,ITEM_STAR_PIECE,ITEM_STAR_PIECE,MON_GENDERLESS,120,100,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_SERENE_GRACE,ABILITY_NONE,0,BODY_COLOR_YELLOW,FALSE
386,DEOXYS,410,50,150,50,150,150,50,TYPE_PSYCHIC,TYPE_PSYCHIC,3,215,0,1,0,1,1,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,120,0,GROWTH_SLOW,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_PRESSURE,ABILITY_NONE,0,BODY_COLOR_RED,TRUE
