national_id,constant,level,move
317,SWALOT,26,BODY_SLAM
317,SWALOT,31,TOXIC
317,SWALOT,40,STOCKPILE
317,SWALOT,40,SPIT_UP
317,SWALOT,40,SWALLOW
317,SWALOT,48,SLUDGE_BOMB
318,CARVANHA,1,LEER
318,CARVANHA,1,BITE
318,CARVANHA,7,RAGE
318,CARVANHA,13,FOCUS_ENERGY
318,CARVANHA,16,SCARY_FACE
318,CARVANHA,22,CRUNCH
318,CARVANHA,28,SCREECH
318,CARVANHA,31,TAKE_DOWN
318,CARVANHA,37,SWAGGER
318,CARVANHA,43,AGILITY
319,SHARPEDO,1,LEER
319,SHARPEDO,1,BITE
319,SHARPEDO,1,RAGE
319,SHARPEDO,1,FOCUS_ENERGY
319,SHARPEDO,7,RAGE
319,SHARPEDO,13,FOCUS_ENERGY
319,SHARPEDO,16,SCARY_FACE
319,SHARPEDO,22,CRUNCH
319,SHARPEDO,28,SCREECH
319,SHARPEDO,33,SLASH
319,SHARPEDO,38,TAUNT
319,SHARPEDO,43,SWAGGER
319,SHARPEDO,48,SKULL_BASH
319,SHARPEDO,53,AGILITY
320,WAILMER,1,SPLASH
320,WAILMER,5,GROWL
320,WAILMER,10,WATER_GUN
320,WAILMER,14,ROLLOUT
320,WAILMER,19,WHIRLPOOL
320,WAILMER,23,ASTONISH
320,WAILMER,28,WATER_PULSE
320,WAILMER,32,MIST
320,WAILMER,37,REST
320,WAILMER,41,WATER_SPOUT
320,WAILMER,46,AMNESIA
320,WAILMER,50,HYDRO_PUMP
321,WAILORD,1,SPLASH
321,WAILORD,1,GROWL
321,WAILORD,1,WATER_GUN
321,WAILORD,1,ROLLOUT
321,WAILORD,5,GROWL
321,WAILORD,10,WATER_GUN
321,WAILORD,14,ROLLOUT
321,WAILORD,19,WHIRLPOOL
321,WAILORD,23,ASTONISH
321,WAILORD,28,WATER_PULSE
321,WAILORD,32,MIST
321,WAILORD,37,REST
321,WAILORD,44,WATER_SPOUT
321,WAILORD,52,AMNESIA
321,WAILORD,59,HYDRO_PUMP
322,NUMEL,1,GROWL
322,NUMEL,1,TACKLE
322,NUMEL,11,EMBER
322,NUMEL,19,MAGNITUDE
322,NUMEL,25,FOCUS_ENERGY
322,NUMEL,29,TAKE_DOWN
322,NUMEL,31,AMNESIA
322,NUMEL,35,EARTHQUAKE
322,NUMEL,41,FLAMETHROWER
322,NUMEL,49,DOUBLE_EDGE
323,CAMERUPT,1,GROWL
323,CAMERUPT,1,TACKLE
323,CAMERUPT,1,EMBER
323,CAMERUPT,1,MAGNITUDE
323,CAMERUPT,11,EMBER
323,CAMERUPT,19,MAGNITUDE
323,CAMERUPT,25,FOCUS_ENERGY
323,CAMERUPT,29,TAKE_DOWN
323,CAMERUPT,31,AMNESIA
323,CAMERUPT,33,ROCK_SLIDE
323,CAMERUPT,37,EARTHQUAKE
323,CAMERUPT,45,ERUPTION
323,CAMERUPT,55,FISSURE
324,TORKOAL,1,EMBER
324,TORKOAL,4,SMOG
324,TORKOAL,7,CURSE
324,TORKOAL,14,SMOKESCREEN
324,TORKOAL,17,FIRE_SPIN
324,TORKOAL,20,BODY_SLAM
324,TORKOAL,27,PROTECT
324,TORKOAL,30,FLAMETHROWER
324,TORKOAL,33,IRON_DEFENSE
324,TORKOAL,40,AMNESIA
324,TORKOAL,43,FLAIL
324,TORKOAL,46,HEAT_WAVE
325,SPOINK,1,SPLASH
325,SPOINK,7,PSYWAVE
325,SPOINK,10,ODOR_SLEUTH
325,SPOINK,16,PSYBEAM
325,SPOINK,19,PSYCH_UP
325,SPOINK,25,CONFUSE_RAY
325,SPOINK,28,MAGIC_COAT
325,SPOINK,34,PSYCHIC
325,SPOINK,37,REST
325,SPOINK,37,SNORE
325,SPOINK,43,BOUNCE
326,GRUMPIG,1,SPLASH
326,GRUMPIG,1,PSYWAVE
326,GRUMPIG,1,ODOR_SLEUTH
326,GRUMPIG,1,PSYBEAM
326,GRUMPIG,7,PSYWAVE
326,GRUMPIG,10,ODOR_SLEUTH
326,GRUMPIG,16,PSYBEAM
326,GRUMPIG,19,PSYCH_UP
326,GRUMPIG,25,CONFUSE_RAY
326,GRUMPIG,28,MAGIC_COAT
326,GRUMPIG,37,PSYCHIC
326,GRUMPIG,43,REST
326,GRUMPIG,43,SNORE
326,GRUMPIG,55,BOUNCE
327,SPINDA,1,TACKLE
327,SPINDA,5,UPROAR
327,SPINDA,12,FAINT_ATTACK
327,SPINDA,16,PSYBEAM
327,SPINDA,23,HYPNOSIS
327,SPINDA,27,DIZZY_PUNCH
327,SPINDA,34,TEETER_DANCE
327,SPINDA,38,PSYCH_UP
327,SPINDA,45,DOUBLE_EDGE
327,SPINDA,49,FLAIL
327,SPINDA,56,THRASH
328,TRAPINCH,1,BITE
328,TRAPINCH,9,SAND_ATTACK
328,TRAPINCH,17,FAINT_ATTACK
328,TRAPINCH,25,SAND_TOMB
328,TRAPINCH,33,CRUNCH
328,TRAPINCH,41,DIG
328,TRAPINCH,49,SANDSTORM
328,TRAPINCH,57,HYPER_BEAM
329,VIBRAVA,1,BITE
329,VIBRAVA,1,SAND_ATTACK
329,VIBRAVA,1,FAINT_ATTACK
329,VIBRAVA,1,SAND_TOMB
329,VIBRAVA,9,SAND_ATTACK
329,VIBRAVA,17,FAINT_ATTACK
329,VIBRAVA,25,SAND_TOMB
329,VIBRAVA,33,CRUNCH
329,VIBRAVA,35,DRAGON_BREATH
329,VIBRAVA,41,SCREECH
329,VIBRAVA,49,SANDSTORM
329,VIBRAVA,57,HYPER_BEAM
330,FLYGON,1,BITE
330,FLYGON,1,SAND_ATTACK
330,FLYGON,1,FAINT_ATTACK
330,FLYGON,1,SAND_TOMB
330,FLYGON,9,SAND_ATTACK
330,FLYGON,17,FAINT_ATTACK
330,FLYGON,25,SAND_TOMB
330,FLYGON,33,CRUNCH
330,FLYGON,35,DRAGON_BREATH
330,FLYGON,41,SCREECH
330,FLYGON,53,SANDSTORM
330,FLYGON,65,HYPER_BEAM
331,CACNEA,1,POISON_STING
331,CACNEA,1,LEER
331,CACNEA,5,ABSORB
331,CACNEA,9,GROWTH
331,CACNEA,13,LEECH_SEED
331,CACNEA,17,SAND_ATTACK
331,CACNEA,21,PIN_MISSILE
331,CACNEA,25,INGRAIN
331,CACNEA,29,FAINT_ATTACK
331,CACNEA,33,SPIKES
331,CACNEA,37,NEEDLE_ARM
331,CACNEA,41,COTTON_SPORE
331,CACNEA,45,SANDSTORM
332,CACTURNE,1,POISON_STING
332,CACTURNE,1,LEER
332,CACTURNE,1,ABSORB
332,CACTURNE,1,GROWTH
332,CACTURNE,5,ABSORB
332,CACTURNE,9,GROWTH
332,CACTURNE,13,LEECH_SEED
332,CACTURNE,17,SAND_ATTACK
332,CACTURNE,21,PIN_MISSILE
332,CACTURNE,25,INGRAIN
332,CACTURNE,29,FAINT_ATTACK
332,CACTURNE,35,SPIKES
332,CACTURNE,41,NEEDLE_ARM
332,CACTURNE,47,COTTON_SPORE
332,CACTURNE,53,SANDSTORM
333,SWABLU,1,PECK
333,SWABLU,1,GROWL
333,SWABLU,8,ASTONISH
333,SWABLU,11,SING
333,SWABLU,18,FURY_ATTACK
333,SWABLU,21,SAFEGUARD
333,SWABLU,28,MIST
333,SWABLU,31,TAKE_DOWN
333,SWABLU,38,MIRROR_MOVE
333,SWABLU,41,REFRESH
333,SWABLU,48,PERISH_SONG
334,ALTARIA,1,PECK
334,ALTARIA,1,GROWL
334,ALTARIA,1,ASTONISH
334,ALTARIA,1,SING
334,ALTARIA,8,ASTONISH
334,ALTARIA,11,SING
334,ALTARIA,18,FURY_ATTACK
334,ALTARIA,21,SAFEGUARD
334,ALTARIA,28,MIST
334,ALTARIA,31,TAKE_DOWN
334,ALTARIA,35,DRAGON_BREATH
334,ALTARIA,40,DRAGON_DANCE
334,ALTARIA,45,REFRESH
334,ALTARIA,54,PERISH_SONG
334,ALTARIA,59,SKY_ATTACK
335,ZANGOOSE,1,SCRATCH
335,ZANGOOSE,4,LEER
335,ZANGOOSE,7,QUICK_ATTACK
335,ZANGOOSE,10,SWORDS_DANCE
335,ZANGOOSE,13,FURY_CUTTER
335,ZANGOOSE,19,SLASH
335,ZANGOOSE,25,PURSUIT
335,ZANGOOSE,31,CRUSH_CLAW
335,ZANGOOSE,37,TAUNT
335,ZANGOOSE,46,DETECT
335,ZANGOOSE,55,FALSE_SWIPE
336,SEVIPER,1,WRAP
336,SEVIPER,7,LICK
336,SEVIPER,10,BITE
336,SEVIPER,16,POISON_TAIL
336,SEVIPER,19,SCREECH
336,SEVIPER,25,GLARE
336,SEVIPER,28,CRUNCH
336,SEVIPER,34,POISON_FANG
336,SEVIPER,37,SWAGGER
336,SEVIPER,43,HAZE
337,LUNATONE,1,TACKLE
337,LUNATONE,1,HARDEN
337,LUNATONE,7,CONFUSION
337,LUNATONE,13,ROCK_THROW
337,LUNATONE,19,HYPNOSIS
337,LUNATONE,25,PSYWAVE
337,LUNATONE,31,COSMIC_POWER
337,LUNATONE,37,PSYCHIC
337,LUNATONE,43,FUTURE_SIGHT
337,LUNATONE,49,EXPLOSION
338,SOLROCK,1,TACKLE
338,SOLROCK,1,HARDEN
338,SOLROCK,7,CONFUSION
338,SOLROCK,13,ROCK_THROW
338,SOLROCK,19,FIRE_SPIN
338,SOLROCK,25,PSYWAVE
338,SOLROCK,31,COSMIC_POWER
338,SOLROCK,37,ROCK_SLIDE
338,SOLROCK,43,SOLAR_BEAM
338,SOLROCK,49,EXPLOSION
339,BARBOACH,1,MUD_SLAP
339,BARBOACH,6,MUD_SPORT
339,BARBOACH,6,WATER_SPORT
339,BARBOACH,11,WATER_GUN
339,BARBOACH,16,MAGNITUDE
339,BARBOACH,21,AMNESIA
339,BARBOACH,26,REST
339,BARBOACH,26,SNORE
339,BARBOACH,31,EARTHQUAKE
339,BARBOACH,36,FUTURE_SIGHT
339,BARBOACH,41,FISSURE
340,WHISCASH,1,TICKLE
340,WHISCASH,1,MUD_SLAP
340,WHISCASH,1,MUD_SPORT
340,WHISCASH,1,WATER_SPORT
340,WHISCASH,6,MUD_SPORT
340,WHISCASH,6,WATER_SPORT
340,WHISCASH,11,WATER_GUN
340,WHISCASH,16,MAGNITUDE
340,WHISCASH,21,AMNESIA
340,WHISCASH,26,REST
340,WHISCASH,26,SNORE
340,WHISCASH,36,EARTHQUAKE
340,WHISCASH,46,FUTURE_SIGHT
340,WHISCASH,56,FISSURE
341,CORPHISH,1,BUBBLE
341,CORPHISH,7,HARDEN
341,CORPHISH,10,VICE_GRIP
341,CORPHISH,13,LEER
341,CORPHISH,20,BUBBLE_BEAM
341,CORPHISH,23,PROTECT
341,CORPHISH,26,KNOCK_OFF
341,CORPHISH,32,TAUNT
341,CORPHISH,35,CRABHAMMER
341,CORPHISH,38,SWORDS_DANCE
341,CORPHISH,44,GUILLOTINE
342,CRAWDAUNT,1,BUBBLE
342,CRAWDAUNT,1,HARDEN
342,CRAWDAUNT,1,VICE_GRIP
342,CRAWDAUNT,1,LEER
342,CRAWDAUNT,7,HARDEN
342,CRAWDAUNT,10,VICE_GRIP
342,CRAWDAUNT,13,LEER
342,CRAWDAUNT,20,BUBBLE_BEAM
342,CRAWDAUNT,23,PROTECT
342,CRAWDAUNT,26,KNOCK_OFF
342,CRAWDAUNT,34,TAUNT
342,CRAWDAUNT,39,CRABHAMMER
342,CRAWDAUNT,44,SWORDS_DANCE
342,CRAWDAUNT,52,GUILLOTINE
343,BALTOY,1,CONFUSION
343,BALTOY,3,HARDEN
343,BALTOY,5,RAPID_SPIN
343,BALTOY,7,MUD_SLAP
343,BALTOY,11,PSYBEAM
343,BALTOY,15,ROCK_TOMB
343,BALTOY,19,SELF_DESTRUCT
343,BALTOY,25,ANCIENT_POWER
343,BALTOY,31,SANDSTORM
343,BALTOY,37,COSMIC_POWER
343,BALTOY,45,EXPLOSION
344,CLAYDOL,1,TELEPORT
344,CLAYDOL,1,CONFUSION
344,CLAYDOL,1,HARDEN
344,CLAYDOL,1,RAPID_SPIN
344,CLAYDOL,3,HARDEN
344,CLAYDOL,5,RAPID_SPIN
344,CLAYDOL,7,MUD_SLAP
344,CLAYDOL,11,PSYBEAM
344,CLAYDOL,15,ROCK_TOMB
344,CLAYDOL,19,SELF_DESTRUCT
344,CLAYDOL,25,ANCIENT_POWER
344,CLAYDOL,31,SANDSTORM
344,CLAYDOL,36,HYPER_BEAM
344,CLAYDOL,42,COSMIC_POWER
344,CLAYDOL,55,EXPLOSION
345,LILEEP,1,ASTONISH
345,LILEEP,8,CONSTRICT
345,LILEEP,15,ACID
345,LILEEP,22,INGRAIN
345,LILEEP,29,CONFUSE_RAY
345,LILEEP,36,AMNESIA
345,LILEEP,43,ANCIENT_POWER
345,LILEEP,50,STOCKPILE
345,LILEEP,50,SPIT_UP
345,LILEEP,50,SWALLOW
346,CRADILY,1,ASTONISH
346,CRADILY,1,CONSTRICT
346,CRADILY,1,ACID
346,CRADILY,1,INGRAIN
346,CRADILY,8,CONSTRICT
346,CRADILY,15,ACID
346,CRADILY,22,INGRAIN
346,CRADILY,29,CONFUSE_RAY
346,CRADILY,36,AMNESIA
346,CRADILY,48,ANCIENT_POWER
346,CRADILY,60,STOCKPILE
346,CRADILY,60,SPIT_UP
346,CRADILY,60,SWALLOW
347,ANORITH,1,SCRATCH
347,ANORITH,7,HARDEN
347,ANORITH,13,MUD_SPORT
347,ANORITH,19,WATER_GUN
347,ANORITH,25,METAL_CLAW
347,ANORITH,31,PROTECT
347,ANORITH,37,ANCIENT_POWER
347,ANORITH,43,FURY_CUTTER
347,ANORITH,49,SLASH
347,ANORITH,55,ROCK_BLAST
348,ARMALDO,1,SCRATCH
348,ARMALDO,1,HARDEN
348,ARMALDO,1,MUD_SPORT
348,ARMALDO,1,WATER_GUN
348,ARMALDO,7,HARDEN
348,ARMALDO,13,MUD_SPORT
348,ARMALDO,19,WATER_GUN
348,ARMALDO,25,METAL_CLAW
348,ARMALDO,31,PROTECT
348,ARMALDO,37,ANCIENT_POWER
348,ARMALDO,46,FURY_CUTTER
348,ARMALDO,55,SLASH
348,ARMALDO,64,ROCK_BLAST
349,FEEBAS,1,SPLASH
349,FEEBAS,15,TACKLE
349,FEEBAS,30,FLAIL
350,MILOTIC,1,WATER_GUN
350,MILOTIC,5,WRAP
350,MILOTIC,10,WATER_SPORT
350,MILOTIC,15,REFRESH
350,MILOTIC,20,WATER_PULSE
350,MILOTIC,25,TWISTER
350,MILOTIC,30,RECOVER
350,MILOTIC,35,RAIN_DANCE
350,MILOTIC,40,HYDRO_PUMP
350,MILOTIC,45,ATTRACT
350,MILOTIC,50,SAFEGUARD
351,CASTFORM,1,TACKLE
351,CASTFORM,10,WATER_GUN
351,CASTFORM,10,EMBER
351,CASTFORM,10,POWDER_SNOW
351,CASTFORM,20,RAIN_DANCE
351,CASTFORM,20,SUNNY_DAY
351,CASTFORM,20,HAIL
351,CASTFORM,30,WEATHER_BALL
352,KECLEON,1,THIEF
352,KECLEON,1,TAIL_WHIP
352,KECLEON,1,ASTONISH
352,KECLEON,1,LICK
352,KECLEON,1,SCRATCH
352,KECLEON,4,BIND
352,KECLEON,7,FAINT_ATTACK
352,KECLEON,12,FURY_SWIPES
352,KECLEON,17,PSYBEAM
352,KECLEON,24,SCREECH
352,KECLEON,31,SLASH
352,KECLEON,40,SUBSTITUTE
352,KECLEON,49,ANCIENT_POWER
353,SHUPPET,1,KNOCK_OFF
353,SHUPPET,8,SCREECH
353,SHUPPET,13,NIGHT_SHADE
353,SHUPPET,20,CURSE
353,SHUPPET,25,SPITE
353,SHUPPET,32,WILL_O_WISP
353,SHUPPET,37,FAINT_ATTACK
353,SHUPPET,44,SHADOW_BALL
353,SHUPPET,49,SNATCH
353,SHUPPET,56,GRUDGE
354,BANETTE,1,KNOCK_OFF
354,BANETTE,1,SCREECH
354,BANETTE,1,NIGHT_SHADE
354,BANETTE,1,CURSE
354,BANETTE,8,SCREECH
354,BANETTE,13,NIGHT_SHADE
354,BANETTE,20,CURSE
354,BANETTE,25,SPITE
354,BANETTE,32,WILL_O_WISP
354,BANETTE,39,FAINT_ATTACK
354,BANETTE,48,SHADOW_BALL
354,BANETTE,55,SNATCH
354,BANETTE,64,GRUDGE
355,DUSKULL,1,LEER
355,DUSKULL,1,NIGHT_SHADE
355,DUSKULL,5,DISABLE
355,DUSKULL,12,FORESIGHT
355,DUSKULL,16,ASTONISH
355,DUSKULL,23,CONFUSE_RAY
355,DUSKULL,27,PURSUIT
355,DUSKULL,34,CURSE
355,DUSKULL,38,WILL_O_WISP
355,DUSKULL,45,MEAN_LOOK
355,DUSKULL,49,FUTURE_SIGHT
356,DUSCLOPS,1,BIND
356,DUSCLOPS,1,LEER
356,DUSCLOPS,1,NIGHT_SHADE
356,DUSCLOPS,1,DISABLE
356,DUSCLOPS,5,DISABLE
356,DUSCLOPS,12,FORESIGHT
356,DUSCLOPS,16,ASTONISH
356,DUSCLOPS,23,CONFUSE_RAY
356,DUSCLOPS,27,PURSUIT
356,DUSCLOPS,34,CURSE
356,DUSCLOPS,37,SHADOW_PUNCH
356,DUSCLOPS,41,WILL_O_WISP
356,DUSCLOPS,51,MEAN_LOOK
356,DUSCLOPS,58,FUTURE_SIGHT
357,TROPIUS,1,LEER
357,TROPIUS,1,GUST
357,TROPIUS,7,GROWTH
357,TROPIUS,11,RAZOR_LEAF
357,TROPIUS,17,STOMP
357,TROPIUS,21,SWEET_SCENT
357,TROPIUS,27,WHIRLWIND
357,TROPIUS,31,MAGICAL_LEAF
357,TROPIUS,37,BODY_SLAM
357,TROPIUS,41,SOLAR_BEAM
357,TROPIUS,47,SYNTHESIS
358,CHIMECHO,1,WRAP
358,CHIMECHO,6,GROWL
358,CHIMECHO,9,ASTONISH
358,CHIMECHO,14,CONFUSION
358,CHIMECHO,17,TAKE_DOWN
358,CHIMECHO,22,UPROAR
358,CHIMECHO,25,YAWN
358,CHIMECHO,30,PSYWAVE
358,CHIMECHO,33,DOUBLE_EDGE
358,CHIMECHO,38,HEAL_BELL
358,CHIMECHO,41,SAFEGUARD
358,CHIMECHO,46,PSYCHIC
359,ABSOL,1,SCRATCH
359,ABSOL,5,LEER
359,ABSOL,9,TAUNT
359,ABSOL,13,QUICK_ATTACK
359,ABSOL,17,RAZOR_WIND
359,ABSOL,21,BITE
359,ABSOL,26,SWORDS_DANCE
359,ABSOL,31,DOUBLE_TEAM
359,ABSOL,36,SLASH
359,ABSOL,41,FUTURE_SIGHT
359,ABSOL,46,PERISH_SONG
360,WYNAUT,1,SPLASH
360,WYNAUT,1,CHARM
360,WYNAUT,1,ENCORE
360,WYNAUT,15,COUNTER
360,WYNAUT,15,MIRROR_COAT
360,WYNAUT,15,SAFEGUARD
360,WYNAUT,15,DESTINY_BOND
361,SNORUNT,1,POWDER_SNOW
361,SNORUNT,1,LEER
361,SNORUNT,7,DOUBLE_TEAM
361,SNORUNT,10,BITE
361,SNORUNT,16,ICY_WIND
361,SNORUNT,19,HEADBUTT
361,SNORUNT,25,PROTECT
361,SNORUNT,28,CRUNCH
361,SNORUNT,34,ICE_BEAM
361,SNORUNT,37,HAIL
361,SNORUNT,43,BLIZZARD
362,GLALIE,1,POWDER_SNOW
362,GLALIE,1,LEER
362,GLALIE,1,DOUBLE_TEAM
362,GLALIE,1,BITE
362,GLALIE,7,DOUBLE_TEAM
362,GLALIE,10,BITE
362,GLALIE,16,ICY_WIND
362,GLALIE,19,HEADBUTT
362,GLALIE,25,PROTECT
362,GLALIE,28,CRUNCH
362,GLALIE,34,ICE_BEAM
362,GLALIE,42,HAIL
362,GLALIE,53,BLIZZARD
362,GLALIE,61,SHEER_COLD
363,SPHEAL,1,POWDER_SNOW
363,SPHEAL,1,GROWL
363,SPHEAL,1,WATER_GUN
363,SPHEAL,7,ENCORE
363,SPHEAL,13,ICE_BALL
363,SPHEAL,19,BODY_SLAM
363,SPHEAL,25,AURORA_BEAM
363,SPHEAL,31,HAIL
363,SPHEAL,37,REST
363,SPHEAL,37,SNORE
363,SPHEAL,43,BLIZZARD
363,SPHEAL,49,SHEER_COLD
364,SEALEO,1,POWDER_SNOW
364,SEALEO,1,GROWL
364,SEALEO,1,WATER_GUN
364,SEALEO,1,ENCORE
364,SEALEO,7,ENCORE
364,SEALEO,13,ICE_BALL
364,SEALEO,19,BODY_SLAM
364,SEALEO,25,AURORA_BEAM
364,SEALEO,31,HAIL
364,SEALEO,39,REST
364,SEALEO,39,SNORE
364,SEALEO,47,BLIZZARD
364,SEALEO,55,SHEER_COLD
365,WALREIN,1,POWDER_SNOW
365,WALREIN,1,GROWL
365,WALREIN,1,WATER_GUN
365,WALREIN,1,ENCORE
365,WALREIN,7,ENCORE
365,WALREIN,13,ICE_BALL
365,WALREIN,19,BODY_SLAM
365,WALREIN,25,AURORA_BEAM
365,WALREIN,31,HAIL
365,WALREIN,39,REST
365,WALREIN,39,SNORE
365,WALREIN,50,BLIZZARD
365,WALREIN,61,SHEER_COLD
366,CLAMPERL,1,CLAMP
366,CLAMPERL,1,WATER_GUN
366,CLAMPERL,1,WHIRLPOOL
366,CLAMPERL,1,IRON_DEFENSE
367,HUNTAIL,1,WHIRLPOOL
367,HUNTAIL,8,BITE
367,HUNTAIL,15,SCREECH
367,HUNTAIL,22,WATER_PULSE
367,HUNTAIL,29,SCARY_FACE
367,HUNTAIL,36,CRUNCH
367,HUNTAIL,43,BATON_PASS
367,HUNTAIL,50,HYDRO_PUMP
368,GOREBYSS,1,WHIRLPOOL
368,GOREBYSS,8,CONFUSION
368,GOREBYSS,15,AGILITY
368,GOREBYSS,22,WATER_PULSE
368,GOREBYSS,29,AMNESIA
368,GOREBYSS,36,PSYCHIC
368,GOREBYSS,43,BATON_PASS
368,GOREBYSS,50,HYDRO_PUMP
369,RELICANTH,1,TACKLE
369,RELICANTH,1,HARDEN
369,RELICANTH,8,WATER_GUN
369,RELICANTH,15,ROCK_TOMB
369,RELICANTH,22,YAWN
369,RELICANTH,29,TAKE_DOWN
369,RELICANTH,36,MUD_SPORT
369,RELICANTH,43,ANCIENT_POWER
369,RELICANTH,50,REST
369,RELICANTH,57,DOUBLE_EDGE
369,RELICANTH,64,HYDRO_PUMP
370,LUVDISC,1,TACKLE
370,LUVDISC,4,CHARM
370,LUVDISC,12,WATER_GUN
370,LUVDISC,16,AGILITY
370,LUVDISC,24,TAKE_DOWN
370,LUVDISC,28,ATTRACT
370,LUVDISC,36,SWEET_KISS
370,LUVDISC,40,FLAIL
370,LUVDISC,48,SAFEGUARD
371,BAGON,1,RAGE
371,BAGON,5,BITE
371,BAGON,9,LEER
371,BAGON,17,HEADBUTT
371,BAGON,21,FOCUS_ENERGY
371,BAGON,25,EMBER
371,BAGON,33,DRAGON_BREATH
371,BAGON,37,SCARY_FACE
371,BAGON,41,CRUNCH
371,BAGON,49,DRAGON_CLAW
371,BAGON,53,DOUBLE_EDGE
372,SHELGON,1,RAGE
372,SHELGON,1,BITE
372,SHELGON,1,LEER
372,SHELGON,1,HEADBUTT
372,SHELGON,5,BITE
372,SHELGON,9,LEER
372,SHELGON,17,HEADBUTT
372,SHELGON,21,FOCUS_ENERGY
372,SHELGON,25,EMBER
372,SHELGON,30,PROTECT
372,SHELGON,38,DRAGON_BREATH
372,SHELGON,47,SCARY_FACE
372,SHELGON,56,CRUNCH
372,SHELGON,69,DRAGON_CLAW
372,SHELGON,78,DOUBLE_EDGE
373,SALAMENCE,1,RAGE
373,SALAMENCE,1,BITE
373,SALAMENCE,1,LEER
373,SALAMENCE,1,HEADBUTT
373,SALAMENCE,5,BITE
373,SALAMENCE,9,LEER
373,SALAMENCE,17,HEADBUTT
373,SALAMENCE,21,FOCUS_ENERGY
373,SALAMENCE,25,EMBER
373,SALAMENCE,30,PROTECT
373,SALAMENCE,38,DRAGON_BREATH
373,SALAMENCE,47,SCARY_FACE
373,SALAMENCE,50,FLY
373,SALAMENCE,61,CRUNCH
373,SALAMENCE,79,DRAGON_CLAW
373,SALAMENCE,93,DOUBLE_EDGE
374,BELDUM,1,TAKE_DOWN
375,METANG,1,TAKE_DOWN
375,METANG,20,CONFUSION
375,METANG,20,METAL_CLAW
375,METANG,26,SCARY_FACE
375,METANG,32,PURSUIT
375,METANG,38,PSYCHIC
375,METANG,44,IRON_DEFENSE
375,METANG,50,METEOR_MASH
375,METANG,56,AGILITY
375,METANG,62,HYPER_BEAM
376,METAGROSS,1,TAKE_DOWN
376,METAGROSS,1,CONFUSION
376,METAGROSS,1,METAL_CLAW
376,METAGROSS,1,SCARY_FACE
376,METAGROSS,20,CONFUSION
376,METAGROSS,20,METAL_CLAW
376,METAGROSS,26,SCARY_FACE
376,METAGROSS,32,PURSUIT
376,METAGROSS,38,PSYCHIC
376,METAGROSS,44,IRON_DEFENSE
376,METAGROSS,55,METEOR_MASH
376,METAGROSS,66,AGILITY
376,METAGROSS,77,HYPER_BEAM
377,REGIROCK,1,EXPLOSION
377,REGIROCK,9,ROCK_THROW
377,REGIROCK,17,CURSE
377,REGIROCK,25,SUPERPOWER
377,REGIROCK,33,ANCIENT_POWER
377,REGIROCK,41,IRON_DEFENSE
377,REGIROCK,49,ZAP_CANNON
377,REGIROCK,57,LOCK_ON
377,REGIROCK,65,HYPER_BEAM
378,REGICE,1,EXPLOSION
378,REGICE,9,ICY_WIND
378,REGICE,17,CURSE
378,REGICE,25,SUPERPOWER
378,REGICE,33,ANCIENT_POWER
378,REGICE,41,AMNESIA
378,REGICE,49,ZAP_CANNON
378,REGICE,57,LOCK_ON
378,REGICE,65,HYPER_BEAM
379,REGISTEEL,1,EXPLOSION
379,REGISTEEL,9,METAL_CLAW
379,REGISTEEL,17,CURSE
379,REGISTEEL,25,SUPERPOWER
379,REGISTEEL,33,ANCIENT_POWER
379,REGISTEEL,41,IRON_DEFENSE
379,REGISTEEL,41,AMNESIA
379,REGISTEEL,49,ZAP_CANNON
379,REGISTEEL,57,LOCK_ON
379,REGISTEEL,65,HYPER_BEAM
380,LATIAS,1,PSYWAVE
380,LATIAS,5,WISH
380,LATIAS,10,HELPING_HAND
380,LATIAS,15,SAFEGUARD
380,LATIAS,20,DRAGON_BREATH
380,LATIAS,25,WATER_SPORT
380,LATIAS,30,REFRESH
380,LATIAS,35,MIST_BALL
380,LATIAS,40,PSYCHIC
380,LATIAS,45,RECOVER
380,LATIAS,50,CHARM
381,LATIOS,1,PSYWAVE
381,LATIOS,5,MEMENTO
381,LATIOS,10,HELPING_HAND
381,LATIOS,15,SAFEGUARD
381,LATIOS,20,DRAGON_BREATH
381,LATIOS,25,PROTECT
381,LATIOS,30,REFRESH
381,LATIOS,35,LUSTER_PURGE
381,LATIOS,40,PSYCHIC
381,LATIOS,45,RECOVER
381,LATIOS,50,DRAGON_DANCE
382,KYOGRE,1,WATER_PULSE
382,KYOGRE,5,SCARY_FACE
382,KYOGRE,15,ANCIENT_POWER
382,KYOGRE,20,BODY_SLAM
382,KYOGRE,30,CALM_MIND
382,KYOGRE,35,ICE_BEAM
382,KYOGRE,45,HYDRO_PUMP
382,KYOGRE,50,REST
382,KYOGRE,60,SHEER_COLD
382,KYOGRE,65,DOUBLE_EDGE
382,KYOGRE,75,WATER_SPOUT
383,GROUDON,1,MUD_SHOT
383,GROUDON,5,SCARY_FACE
383,GROUDON,15,ANCIENT_POWER
383,GROUDON,20,SLASH
383,GROUDON,30,BULK_UP
383,GROUDON,35,EARTHQUAKE
383,GROUDON,45,FIRE_BLAST
383,GROUDON,50,REST
383,GROUDON,60,FISSURE
383,GROUDON,65,SOLAR_BEAM
383,GROUDON,75,ERUPTION
384,RAYQUAZA,1,TWISTER
384,RAYQUAZA,5,SCARY_FACE
384,RAYQUAZA,15,ANCIENT_POWER
