national_id,constant,tutor_move
302,SABLEYE,MOVE_MUD_SLAP
302,SABLEYE,MOVE_PSYCH_UP
302,SABLEYE,MOVE_SEISMIC_TOSS
302,SABLEYE,MOVE_SLEEP_TALK
302,SABLEYE,MOVE_SNORE
302,SABLEYE,MOVE_SUBSTITUTE
302,SABLEYE,MOVE_SWAGGER
302,SABLEYE,MOVE_THUNDER_PUNCH
339,BARBOACH,MOVE_DOUBLE_EDGE
339,BARBOACH,MOVE_ENDURE
339,BARBOACH,MOVE_ICY_WIND
339,BARBOACH,MOVE_MIMIC
339,BARBOACH,MOVE_MUD_SLAP
339,BARBOACH,MOVE_SLEEP_TALK
339,BARBOACH,MOVE_SNORE
339,BARBOACH,MOVE_SUBSTITUTE
339,BARBOACH,MOVE_SWAGGER
340,WHISCASH,MOVE_DOUBLE_EDGE
340,WHISCASH,MOVE_ENDURE
340,WHISCASH,MOVE_ICY_WIND
340,WHISCASH,MOVE_MIMIC
340,WHISCASH,MOVE_MUD_SLAP
340,WHISCASH,MOVE_ROCK_SLIDE
340,WHISCASH,MOVE_SLEEP_TALK
340,WHISCASH,MOVE_SNORE
340,WHISCASH,MOVE_SUBSTITUTE
340,WHISCASH,MOVE_SWAGGER
370,LUVDISC,MOVE_DOUBLE_EDGE
370,LUVDISC,MOVE_ENDURE
370,LUVDISC,MOVE_ICY_WIND
370,LUVDISC,MOVE_MIMIC
370,LUVDISC,MOVE_PSYCH_UP
370,LUVDISC,MOVE_SLEEP_TALK
370,LUVDISC,MOVE_SNORE
370,LUVDISC,MOVE_SUBSTITUTE
370,LUVDISC,MOVE_SWAGGER
370,LUVDISC,MOVE_SWIFT
341,CORPHISH,MOVE_BODY_SLAM
341,CORPHISH,MOVE_COUNTER
341,CORPHISH,MOVE_DOUBLE_EDGE
341,CORPHISH,MOVE_ENDURE
341,CORPHISH,MOVE_FURY_CUTTER
341,CORPHISH,MOVE_ICY_WIND
341,CORPHISH,MOVE_MIMIC
341,CORPHISH,MOVE_MUD_SLAP
341,CORPHISH,MOVE_SLEEP_TALK
341,CORPHISH,MOVE_SNORE
341,CORPHISH,MOVE_SUBSTITUTE
341,CORPHISH,MOVE_SWAGGER
341,CORPHISH,MOVE_SWORDS_DANCE
342,CRAWDAUNT,MOVE_BODY_SLAM
342,CRAWDAUNT,MOVE_COUNTER
342,CRAWDAUNT,MOVE_DOUBLE_EDGE
342,CRAWDAUNT,MOVE_ENDURE
342,CRAWDAUNT,MOVE_FURY_CUTTER
342,CRAWDAUNT,MOVE_ICY_WIND
342,CRAWDAUNT,MOVE_MIMIC
342,CRAWDAUNT,MOVE_MUD_SLAP
342,CRAWDAUNT,MOVE_SLEEP_TALK
342,CRAWDAUNT,MOVE_SNORE
342,CRAWDAUNT,MOVE_SUBSTITUTE
342,CRAWDAUNT,MOVE_SWAGGER
342,CRAWDAUNT,MOVE_SWIFT
342,CRAWDAUNT,MOVE_SWORDS_DANCE
349,FEEBAS,MOVE_DOUBLE_EDGE
349,FEEBAS,MOVE_ENDURE
349,FEEBAS,MOVE_ICY_WIND
349,FEEBAS,MOVE_MIMIC
349,FEEBAS,MOVE_SLEEP_TALK
349,FEEBAS,MOVE_SNORE
349,FEEBAS,MOVE_SUBSTITUTE
349,FEEBAS,MOVE_SWAGGER
349,FEEBAS,MOVE_SWIFT
350,MILOTIC,MOVE_BODY_SLAM
350,MILOTIC,MOVE_DOUBLE_EDGE
350,MILOTIC,MOVE_ENDURE
350,MILOTIC,MOVE_ICY_WIND
350,MILOTIC,MOVE_MIMIC
350,MILOTIC,MOVE_MUD_SLAP
350,MILOTIC,MOVE_PSYCH_UP
350,MILOTIC,MOVE_SLEEP_TALK
350,MILOTIC,MOVE_SNORE
350,MILOTIC,MOVE_SUBSTITUTE
350,MILOTIC,MOVE_SWAGGER
350,MILOTIC,MOVE_SWIFT
318,CARVANHA,MOVE_DOUBLE_EDGE
318,CARVANHA,MOVE_ENDURE
318,CARVANHA,MOVE_FURY_CUTTER
318,CARVANHA,MOVE_ICY_WIND
318,CARVANHA,MOVE_MIMIC
318,CARVANHA,MOVE_MUD_SLAP
318,CARVANHA,MOVE_SLEEP_TALK
318,CARVANHA,MOVE_SNORE
318,CARVANHA,MOVE_SUBSTITUTE
318,CARVANHA,MOVE_SWAGGER
318,CARVANHA,MOVE_SWIFT
319,SHARPEDO,MOVE_DOUBLE_EDGE
319,SHARPEDO,MOVE_ENDURE
319,SHARPEDO,MOVE_FURY_CUTTER
319,SHARPEDO,MOVE_ICY_WIND
319,SHARPEDO,MOVE_MIMIC
319,SHARPEDO,MOVE_MUD_SLAP
319,SHARPEDO,MOVE_SLEEP_TALK
319,SHARPEDO,MOVE_SNORE
319,SHARPEDO,MOVE_SUBSTITUTE
319,SHARPEDO,MOVE_SWAGGER
319,SHARPEDO,MOVE_SWIFT
328,TRAPINCH,MOVE_BODY_SLAM
328,TRAPINCH,MOVE_DOUBLE_EDGE
328,TRAPINCH,MOVE_ENDURE
328,TRAPINCH,MOVE_MIMIC
328,TRAPINCH,MOVE_MUD_SLAP
328,TRAPINCH,MOVE_ROCK_SLIDE
328,TRAPINCH,MOVE_SLEEP_TALK
328,TRAPINCH,MOVE_SNORE
328,TRAPINCH,MOVE_SUBSTITUTE
328,TRAPINCH,MOVE_SWAGGER
329,VIBRAVA,MOVE_BODY_SLAM
329,VIBRAVA,MOVE_DOUBLE_EDGE
329,VIBRAVA,MOVE_ENDURE
329,VIBRAVA,MOVE_MIMIC
329,VIBRAVA,MOVE_MUD_SLAP
329,VIBRAVA,MOVE_ROCK_SLIDE
329,VIBRAVA,MOVE_SLEEP_TALK
329,VIBRAVA,MOVE_SNORE
329,VIBRAVA,MOVE_SUBSTITUTE
329,VIBRAVA,MOVE_SWAGGER
329,VIBRAVA,MOVE_SWIFT
330,FLYGON,MOVE_BODY_SLAM
330,FLYGON,MOVE_DOUBLE_EDGE
330,FLYGON,MOVE_ENDURE
330,FLYGON,MOVE_FIRE_PUNCH
330,FLYGON,MOVE_FURY_CUTTER
330,FLYGON,MOVE_MIMIC
330,FLYGON,MOVE_MUD_SLAP
330,FLYGON,MOVE_ROCK_SLIDE
330,FLYGON,MOVE_SLEEP_TALK
330,FLYGON,MOVE_SNORE
330,FLYGON,MOVE_SUBSTITUTE
330,FLYGON,MOVE_SWAGGER
330,FLYGON,MOVE_SWIFT
296,MAKUHITA,MOVE_BODY_SLAM
296,MAKUHITA,MOVE_COUNTER
296,MAKUHITA,MOVE_DOUBLE_EDGE
296,MAKUHITA,MOVE_DYNAMIC_PUNCH
296,MAKUHITA,MOVE_ENDURE
296,MAKUHITA,MOVE_FIRE_PUNCH
296,MAKUHITA,MOVE_ICE_PUNCH
296,MAKUHITA,MOVE_MEGA_KICK
296,MAKUHITA,MOVE_MEGA_PUNCH
296,MAKUHITA,MOVE_METRONOME
296,MAKUHITA,MOVE_MIMIC
296,MAKUHITA,MOVE_MUD_SLAP
296,MAKUHITA,MOVE_ROCK_SLIDE
296,MAKUHITA,MOVE_SEISMIC_TOSS
296,MAKUHITA,MOVE_SLEEP_TALK
296,MAKUHITA,MOVE_SNORE
296,MAKUHITA,MOVE_SUBSTITUTE
296,MAKUHITA,MOVE_SWAGGER
296,MAKUHITA,MOVE_THUNDER_PUNCH
297,HARIYAMA,MOVE_BODY_SLAM
297,HARIYAMA,MOVE_COUNTER
297,HARIYAMA,MOVE_DOUBLE_EDGE
297,HARIYAMA,MOVE_DYNAMIC_PUNCH
297,HARIYAMA,MOVE_ENDURE
297,HARIYAMA,MOVE_FIRE_PUNCH
297,HARIYAMA,MOVE_ICE_PUNCH
297,HARIYAMA,MOVE_MEGA_KICK
297,HARIYAMA,MOVE_MEGA_PUNCH
297,HARIYAMA,MOVE_METRONOME
297,HARIYAMA,MOVE_MIMIC
297,HARIYAMA,MOVE_MUD_SLAP
297,HARIYAMA,MOVE_ROCK_SLIDE
297,HARIYAMA,MOVE_SEISMIC_TOSS
297,HARIYAMA,MOVE_SLEEP_TALK
297,HARIYAMA,MOVE_SNORE
297,HARIYAMA,MOVE_SUBSTITUTE
297,HARIYAMA,MOVE_SWAGGER
297,HARIYAMA,MOVE_THUNDER_PUNCH
309,ELECTRIKE,MOVE_BODY_SLAM
309,ELECTRIKE,MOVE_DOUBLE_EDGE
309,ELECTRIKE,MOVE_ENDURE
309,ELECTRIKE,MOVE_MIMIC
309,ELECTRIKE,MOVE_MUD_SLAP
309,ELECTRIKE,MOVE_SLEEP_TALK
309,ELECTRIKE,MOVE_SNORE
309,ELECTRIKE,MOVE_SUBSTITUTE
309,ELECTRIKE,MOVE_SWAGGER
309,ELECTRIKE,MOVE_SWIFT
309,ELECTRIKE,MOVE_THUNDER_WAVE
310,MANECTRIC,MOVE_BODY_SLAM
310,MANECTRIC,MOVE_DOUBLE_EDGE
310,MANECTRIC,MOVE_ENDURE
310,MANECTRIC,MOVE_MIMIC
310,MANECTRIC,MOVE_MUD_SLAP
310,MANECTRIC,MOVE_SLEEP_TALK
310,MANECTRIC,MOVE_SNORE
310,MANECTRIC,MOVE_SUBSTITUTE
310,MANECTRIC,MOVE_SWAGGER
310,MANECTRIC,MOVE_SWIFT
310,MANECTRIC,MOVE_THUNDER_WAVE
322,NUMEL,MOVE_BODY_SLAM
322,NUMEL,MOVE_DEFENSE_CURL
322,NUMEL,MOVE_DOUBLE_EDGE
322,NUMEL,MOVE_ENDURE
322,NUMEL,MOVE_MIMIC
322,NUMEL,MOVE_MUD_SLAP
322,NUMEL,MOVE_ROCK_SLIDE
322,NUMEL,MOVE_ROLLOUT
322,NUMEL,MOVE_SLEEP_TALK
322,NUMEL,MOVE_SNORE
322,NUMEL,MOVE_SUBSTITUTE
322,NUMEL,MOVE_SWAGGER
323,CAMERUPT,MOVE_BODY_SLAM
323,CAMERUPT,MOVE_DEFENSE_CURL
323,CAMERUPT,MOVE_DOUBLE_EDGE
323,CAMERUPT,MOVE_ENDURE
323,CAMERUPT,MOVE_EXPLOSION
323,CAMERUPT,MOVE_MIMIC
323,CAMERUPT,MOVE_MUD_SLAP
323,CAMERUPT,MOVE_ROCK_SLIDE
323,CAMERUPT,MOVE_ROLLOUT
323,CAMERUPT,MOVE_SLEEP_TALK
323,CAMERUPT,MOVE_SNORE
323,CAMERUPT,MOVE_SUBSTITUTE
323,CAMERUPT,MOVE_SWAGGER
363,SPHEAL,MOVE_BODY_SLAM
363,SPHEAL,MOVE_DEFENSE_CURL
363,SPHEAL,MOVE_DOUBLE_EDGE
363,SPHEAL,MOVE_ENDURE
363,SPHEAL,MOVE_ICY_WIND
363,SPHEAL,MOVE_MIMIC
363,SPHEAL,MOVE_MUD_SLAP
363,SPHEAL,MOVE_ROCK_SLIDE
363,SPHEAL,MOVE_ROLLOUT
363,SPHEAL,MOVE_SLEEP_TALK
363,SPHEAL,MOVE_SNORE
363,SPHEAL,MOVE_SUBSTITUTE
363,SPHEAL,MOVE_SWAGGER
364,SEALEO,MOVE_BODY_SLAM
364,SEALEO,MOVE_DEFENSE_CURL
364,SEALEO,MOVE_DOUBLE_EDGE
364,SEALEO,MOVE_ENDURE
364,SEALEO,MOVE_ICY_WIND
364,SEALEO,MOVE_MIMIC
364,SEALEO,MOVE_MUD_SLAP
364,SEALEO,MOVE_ROCK_SLIDE
364,SEALEO,MOVE_ROLLOUT
364,SEALEO,MOVE_SLEEP_TALK
364,SEALEO,MOVE_SNORE
364,SEALEO,MOVE_SUBSTITUTE
364,SEALEO,MOVE_SWAGGER
365,WALREIN,MOVE_BODY_SLAM
365,WALREIN,MOVE_DEFENSE_CURL
365,WALREIN,MOVE_DOUBLE_EDGE
365,WALREIN,MOVE_ENDURE
365,WALREIN,MOVE_ICY_WIND
365,WALREIN,MOVE_MIMIC
365,WALREIN,MOVE_MUD_SLAP
365,WALREIN,MOVE_ROCK_SLIDE
365,WALREIN,MOVE_ROLLOUT
365,WALREIN,MOVE_SLEEP_TALK
365,WALREIN,MOVE_SNORE
365,WALREIN,MOVE_SUBSTITUTE
365,WALREIN,MOVE_SWAGGER
331,CACNEA,MOVE_BODY_SLAM
331,CACNEA,MOVE_COUNTER
331,CACNEA,MOVE_DOUBLE_EDGE
331,CACNEA,MOVE_DYNAMIC_PUNCH
331,CACNEA,MOVE_ENDURE
331,CACNEA,MOVE_FURY_CUTTER
331,CACNEA,MOVE_MEGA_PUNCH
331,CACNEA,MOVE_MIMIC
331,CACNEA,MOVE_MUD_SLAP
331,CACNEA,MOVE_SEISMIC_TOSS
331,CACNEA,MOVE_SLEEP_TALK
331,CACNEA,MOVE_SNORE
331,CACNEA,MOVE_SUBSTITUTE
331,CACNEA,MOVE_SWAGGER
331,CACNEA,MOVE_SWORDS_DANCE
331,CACNEA,MOVE_THUNDER_PUNCH
332,CACTURNE,MOVE_BODY_SLAM
332,CACTURNE,MOVE_COUNTER
332,CACTURNE,MOVE_DOUBLE_EDGE
332,CACTURNE,MOVE_DYNAMIC_PUNCH
332,CACTURNE,MOVE_ENDURE
332,CACTURNE,MOVE_FURY_CUTTER
332,CACTURNE,MOVE_MEGA_KICK
332,CACTURNE,MOVE_MEGA_PUNCH
332,CACTURNE,MOVE_MIMIC
332,CACTURNE,MOVE_MUD_SLAP
332,CACTURNE,MOVE_SEISMIC_TOSS
332,CACTURNE,MOVE_SLEEP_TALK
332,CACTURNE,MOVE_SNORE
332,CACTURNE,MOVE_SUBSTITUTE
332,CACTURNE,MOVE_SWAGGER
332,CACTURNE,MOVE_SWORDS_DANCE
332,CACTURNE,MOVE_THUNDER_PUNCH
361,SNORUNT,MOVE_BODY_SLAM
361,SNORUNT,MOVE_DOUBLE_EDGE
361,SNORUNT,MOVE_ENDURE
361,SNORUNT,MOVE_ICY_WIND
361,SNORUNT,MOVE_MIMIC
361,SNORUNT,MOVE_SLEEP_TALK
361,SNORUNT,MOVE_SNORE
361,SNORUNT,MOVE_SUBSTITUTE
361,SNORUNT,MOVE_SWAGGER
362,GLALIE,MOVE_BODY_SLAM
362,GLALIE,MOVE_DEFENSE_CURL
362,GLALIE,MOVE_DOUBLE_EDGE
362,GLALIE,MOVE_ENDURE
362,GLALIE,MOVE_EXPLOSION
362,GLALIE,MOVE_ICY_WIND
362,GLALIE,MOVE_MIMIC
362,GLALIE,MOVE_ROLLOUT
362,GLALIE,MOVE_SLEEP_TALK
362,GLALIE,MOVE_SNORE
362,GLALIE,MOVE_SUBSTITUTE
362,GLALIE,MOVE_SWAGGER
337,LUNATONE,MOVE_BODY_SLAM
337,LUNATONE,MOVE_DEFENSE_CURL
337,LUNATONE,MOVE_DOUBLE_EDGE
337,LUNATONE,MOVE_DREAM_EATER
337,LUNATONE,MOVE_ENDURE
337,LUNATONE,MOVE_EXPLOSION
337,LUNATONE,MOVE_MIMIC
337,LUNATONE,MOVE_PSYCH_UP
337,LUNATONE,MOVE_ROCK_SLIDE
337,LUNATONE,MOVE_ROLLOUT
337,LUNATONE,MOVE_SLEEP_TALK
337,LUNATONE,MOVE_SNORE
337,LUNATONE,MOVE_SUBSTITUTE
337,LUNATONE,MOVE_SWAGGER
337,LUNATONE,MOVE_SWIFT
338,SOLROCK,MOVE_BODY_SLAM
338,SOLROCK,MOVE_DEFENSE_CURL
338,SOLROCK,MOVE_DOUBLE_EDGE
338,SOLROCK,MOVE_DREAM_EATER
338,SOLROCK,MOVE_ENDURE
338,SOLROCK,MOVE_EXPLOSION
338,SOLROCK,MOVE_MIMIC
338,SOLROCK,MOVE_PSYCH_UP
338,SOLROCK,MOVE_ROCK_SLIDE
338,SOLROCK,MOVE_ROLLOUT
338,SOLROCK,MOVE_SLEEP_TALK
338,SOLROCK,MOVE_SNORE
338,SOLROCK,MOVE_SUBSTITUTE
338,SOLROCK,MOVE_SWAGGER
338,SOLROCK,MOVE_SWIFT
298,AZURILL,MOVE_BODY_SLAM
298,AZURILL,MOVE_DEFENSE_CURL
298,AZURILL,MOVE_DOUBLE_EDGE
298,AZURILL,MOVE_ENDURE
298,AZURILL,MOVE_ICY_WIND
298,AZURILL,MOVE_MIMIC
298,AZURILL,MOVE_MUD_SLAP
298,AZURILL,MOVE_ROLLOUT
298,AZURILL,MOVE_SLEEP_TALK
298,AZURILL,MOVE_SNORE
298,AZURILL,MOVE_SUBSTITUTE
298,AZURILL,MOVE_SWAGGER
298,AZURILL,MOVE_SWIFT
325,SPOINK,MOVE_BODY_SLAM
325,SPOINK,MOVE_DOUBLE_EDGE
325,SPOINK,MOVE_DREAM_EATER
325,SPOINK,MOVE_ENDURE
325,SPOINK,MOVE_ICY_WIND
325,SPOINK,MOVE_MIMIC
325,SPOINK,MOVE_PSYCH_UP
325,SPOINK,MOVE_SLEEP_TALK
325,SPOINK,MOVE_SNORE
325,SPOINK,MOVE_SUBSTITUTE
325,SPOINK,MOVE_SWAGGER
325,SPOINK,MOVE_SWIFT
326,GRUMPIG,MOVE_BODY_SLAM
326,GRUMPIG,MOVE_COUNTER
326,GRUMPIG,MOVE_DOUBLE_EDGE
326,GRUMPIG,MOVE_DREAM_EATER
326,GRUMPIG,MOVE_DYNAMIC_PUNCH
326,GRUMPIG,MOVE_ENDURE
326,GRUMPIG,MOVE_FIRE_PUNCH
326,GRUMPIG,MOVE_ICE_PUNCH
326,GRUMPIG,MOVE_ICY_WIND
326,GRUMPIG,MOVE_MEGA_KICK
326,GRUMPIG,MOVE_MEGA_PUNCH
326,GRUMPIG,MOVE_MIMIC
326,GRUMPIG,MOVE_MUD_SLAP
326,GRUMPIG,MOVE_PSYCH_UP
326,GRUMPIG,MOVE_SEISMIC_TOSS
326,GRUMPIG,MOVE_SLEEP_TALK
326,GRUMPIG,MOVE_SNORE
326,GRUMPIG,MOVE_SUBSTITUTE
326,GRUMPIG,MOVE_SWAGGER
326,GRUMPIG,MOVE_SWIFT
326,GRUMPIG,MOVE_THUNDER_PUNCH
311,PLUSLE,MOVE_BODY_SLAM
311,PLUSLE,MOVE_COUNTER
311,PLUSLE,MOVE_DEFENSE_CURL
311,PLUSLE,MOVE_DOUBLE_EDGE
311,PLUSLE,MOVE_DYNAMIC_PUNCH
311,PLUSLE,MOVE_ENDURE
311,PLUSLE,MOVE_MEGA_KICK
311,PLUSLE,MOVE_MEGA_PUNCH
311,PLUSLE,MOVE_METRONOME
311,PLUSLE,MOVE_MIMIC
311,PLUSLE,MOVE_MUD_SLAP
311,PLUSLE,MOVE_ROLLOUT
311,PLUSLE,MOVE_SEISMIC_TOSS
311,PLUSLE,MOVE_SLEEP_TALK
311,PLUSLE,MOVE_SNORE
311,PLUSLE,MOVE_SUBSTITUTE
311,PLUSLE,MOVE_SWAGGER
311,PLUSLE,MOVE_SWIFT
311,PLUSLE,MOVE_THUNDER_PUNCH
311,PLUSLE,MOVE_THUNDER_WAVE
312,MINUN,MOVE_BODY_SLAM
312,MINUN,MOVE_COUNTER
312,MINUN,MOVE_DEFENSE_CURL
312,MINUN,MOVE_DOUBLE_EDGE
312,MINUN,MOVE_DYNAMIC_PUNCH
312,MINUN,MOVE_ENDURE
312,MINUN,MOVE_MEGA_KICK
312,MINUN,MOVE_MEGA_PUNCH
312,MINUN,MOVE_METRONOME
312,MINUN,MOVE_MIMIC
312,MINUN,MOVE_MUD_SLAP
312,MINUN,MOVE_ROLLOUT
312,MINUN,MOVE_SEISMIC_TOSS
312,MINUN,MOVE_SLEEP_TALK
312,MINUN,MOVE_SNORE
312,MINUN,MOVE_SUBSTITUTE
312,MINUN,MOVE_SWAGGER
312,MINUN,MOVE_SWIFT
312,MINUN,MOVE_THUNDER_PUNCH
312,MINUN,MOVE_THUNDER_WAVE
303,MAWILE,MOVE_BODY_SLAM
303,MAWILE,MOVE_COUNTER
303,MAWILE,MOVE_DOUBLE_EDGE
303,MAWILE,MOVE_DYNAMIC_PUNCH
303,MAWILE,MOVE_ENDURE
303,MAWILE,MOVE_ICE_PUNCH
303,MAWILE,MOVE_ICY_WIND
303,MAWILE,MOVE_MEGA_KICK
303,MAWILE,MOVE_MEGA_PUNCH
303,MAWILE,MOVE_MIMIC
303,MAWILE,MOVE_MUD_SLAP
303,MAWILE,MOVE_PSYCH_UP
303,MAWILE,MOVE_ROCK_SLIDE
303,MAWILE,MOVE_SEISMIC_TOSS
303,MAWILE,MOVE_SLEEP_TALK
303,MAWILE,MOVE_SNORE
303,MAWILE,MOVE_SUBSTITUTE
303,MAWILE,MOVE_SWAGGER
303,MAWILE,MOVE_SWORDS_DANCE
303,MAWILE,MOVE_THUNDER_PUNCH
307,MEDITITE,MOVE_BODY_SLAM
307,MEDITITE,MOVE_COUNTER
307,MEDITITE,MOVE_DOUBLE_EDGE
307,MEDITITE,MOVE_DREAM_EATER
307,MEDITITE,MOVE_DYNAMIC_PUNCH
307,MEDITITE,MOVE_ENDURE
307,MEDITITE,MOVE_FIRE_PUNCH
307,MEDITITE,MOVE_ICE_PUNCH
307,MEDITITE,MOVE_MEGA_KICK
307,MEDITITE,MOVE_MEGA_PUNCH
307,MEDITITE,MOVE_METRONOME
307,MEDITITE,MOVE_MIMIC
307,MEDITITE,MOVE_MUD_SLAP
307,MEDITITE,MOVE_PSYCH_UP
307,MEDITITE,MOVE_SEISMIC_TOSS
307,MEDITITE,MOVE_SLEEP_TALK
307,MEDITITE,MOVE_SNORE
307,MEDITITE,MOVE_SUBSTITUTE
307,MEDITITE,MOVE_SWAGGER
307,MEDITITE,MOVE_SWIFT
307,MEDITITE,MOVE_THUNDER_PUNCH
308,MEDICHAM,MOVE_BODY_SLAM
308,MEDICHAM,MOVE_COUNTER
308,MEDICHAM,MOVE_DOUBLE_EDGE
308,MEDICHAM,MOVE_DREAM_EATER
308,MEDICHAM,MOVE_DYNAMIC_PUNCH
308,MEDICHAM,MOVE_ENDURE
308,MEDICHAM,MOVE_FIRE_PUNCH
308,MEDICHAM,MOVE_ICE_PUNCH
308,MEDICHAM,MOVE_MEGA_KICK
308,MEDICHAM,MOVE_MEGA_PUNCH
308,MEDICHAM,MOVE_METRONOME
308,MEDICHAM,MOVE_MIMIC
308,MEDICHAM,MOVE_MUD_SLAP
308,MEDICHAM,MOVE_PSYCH_UP
308,MEDICHAM,MOVE_ROCK_SLIDE
308,MEDICHAM,MOVE_SEISMIC_TOSS
308,MEDICHAM,MOVE_SLEEP_TALK
308,MEDICHAM,MOVE_SNORE
308,MEDICHAM,MOVE_SUBSTITUTE
308,MEDICHAM,MOVE_SWAGGER
308,MEDICHAM,MOVE_SWIFT
308,MEDICHAM,MOVE_THUNDER_PUNCH
333,SWABLU,MOVE_BODY_SLAM
333,SWABLU,MOVE_DOUBLE_EDGE
333,SWABLU,MOVE_DREAM_EATER
333,SWABLU,MOVE_ENDURE
333,SWABLU,MOVE_MIMIC
333,SWABLU,MOVE_MUD_SLAP
333,SWABLU,MOVE_PSYCH_UP
333,SWABLU,MOVE_SLEEP_TALK
333,SWABLU,MOVE_SNORE
333,SWABLU,MOVE_SUBSTITUTE
333,SWABLU,MOVE_SWAGGER
333,SWABLU,MOVE_SWIFT
334,ALTARIA,MOVE_BODY_SLAM
334,ALTARIA,MOVE_DOUBLE_EDGE
334,ALTARIA,MOVE_DREAM_EATER
334,ALTARIA,MOVE_ENDURE
334,ALTARIA,MOVE_MIMIC
334,ALTARIA,MOVE_MUD_SLAP
334,ALTARIA,MOVE_PSYCH_UP
334,ALTARIA,MOVE_SLEEP_TALK
334,ALTARIA,MOVE_SNORE
334,ALTARIA,MOVE_SUBSTITUTE
334,ALTARIA,MOVE_SWAGGER
334,ALTARIA,MOVE_SWIFT
355,DUSKULL,MOVE_BODY_SLAM
355,DUSKULL,MOVE_DOUBLE_EDGE
355,DUSKULL,MOVE_DREAM_EATER
355,DUSKULL,MOVE_ENDURE
355,DUSKULL,MOVE_ICY_WIND
355,DUSKULL,MOVE_MIMIC
355,DUSKULL,MOVE_PSYCH_UP
355,DUSKULL,MOVE_SLEEP_TALK
355,DUSKULL,MOVE_SNORE
355,DUSKULL,MOVE_SUBSTITUTE
355,DUSKULL,MOVE_SWAGGER
356,DUSCLOPS,MOVE_BODY_SLAM
356,DUSCLOPS,MOVE_COUNTER
356,DUSCLOPS,MOVE_DOUBLE_EDGE
356,DUSCLOPS,MOVE_DREAM_EATER
356,DUSCLOPS,MOVE_DYNAMIC_PUNCH
356,DUSCLOPS,MOVE_ENDURE
356,DUSCLOPS,MOVE_FIRE_PUNCH
356,DUSCLOPS,MOVE_ICE_PUNCH
356,DUSCLOPS,MOVE_ICY_WIND
356,DUSCLOPS,MOVE_MEGA_KICK
356,DUSCLOPS,MOVE_MEGA_PUNCH
356,DUSCLOPS,MOVE_METRONOME
356,DUSCLOPS,MOVE_MIMIC
356,DUSCLOPS,MOVE_MUD_SLAP
356,DUSCLOPS,MOVE_PSYCH_UP
356,DUSCLOPS,MOVE_ROCK_SLIDE
356,DUSCLOPS,MOVE_SEISMIC_TOSS
356,DUSCLOPS,MOVE_SLEEP_TALK
356,DUSCLOPS,MOVE_SNORE
356,DUSCLOPS,MOVE_SUBSTITUTE
356,DUSCLOPS,MOVE_SWAGGER
356,DUSCLOPS,MOVE_THUNDER_PUNCH
315,ROSELIA,MOVE_BODY_SLAM
315,ROSELIA,MOVE_DOUBLE_EDGE
315,ROSELIA,MOVE_ENDURE
315,ROSELIA,MOVE_FURY_CUTTER
315,ROSELIA,MOVE_MIMIC
315,ROSELIA,MOVE_MUD_SLAP
315,ROSELIA,MOVE_PSYCH_UP
315,ROSELIA,MOVE_SLEEP_TALK
315,ROSELIA,MOVE_SNORE
315,ROSELIA,MOVE_SUBSTITUTE
315,ROSELIA,MOVE_SWAGGER
315,ROSELIA,MOVE_SWIFT
315,ROSELIA,MOVE_SWORDS_DANCE
287,SLAKOTH,MOVE_BODY_SLAM
287,SLAKOTH,MOVE_COUNTER
287,SLAKOTH,MOVE_DOUBLE_EDGE
287,SLAKOTH,MOVE_DYNAMIC_PUNCH
287,SLAKOTH,MOVE_ENDURE
287,SLAKOTH,MOVE_FIRE_PUNCH
287,SLAKOTH,MOVE_FURY_CUTTER
287,SLAKOTH,MOVE_ICE_PUNCH
287,SLAKOTH,MOVE_ICY_WIND
287,SLAKOTH,MOVE_MEGA_KICK
287,SLAKOTH,MOVE_MEGA_PUNCH
287,SLAKOTH,MOVE_MIMIC
287,SLAKOTH,MOVE_MUD_SLAP
287,SLAKOTH,MOVE_ROCK_SLIDE
287,SLAKOTH,MOVE_SEISMIC_TOSS
287,SLAKOTH,MOVE_SLEEP_TALK
287,SLAKOTH,MOVE_SNORE
287,SLAKOTH,MOVE_SUBSTITUTE
287,SLAKOTH,MOVE_SWAGGER
287,SLAKOTH,MOVE_THUNDER_PUNCH
288,VIGOROTH,MOVE_BODY_SLAM
288,VIGOROTH,MOVE_COUNTER
288,VIGOROTH,MOVE_DOUBLE_EDGE
288,VIGOROTH,MOVE_DYNAMIC_PUNCH
288,VIGOROTH,MOVE_ENDURE
288,VIGOROTH,MOVE_FIRE_PUNCH
288,VIGOROTH,MOVE_FURY_CUTTER
288,VIGOROTH,MOVE_ICE_PUNCH
288,VIGOROTH,MOVE_ICY_WIND
288,VIGOROTH,MOVE_MEGA_KICK
288,VIGOROTH,MOVE_MEGA_PUNCH
288,VIGOROTH,MOVE_MIMIC
288,VIGOROTH,MOVE_MUD_SLAP
288,VIGOROTH,MOVE_ROCK_SLIDE
288,VIGOROTH,MOVE_SEISMIC_TOSS
288,VIGOROTH,MOVE_SLEEP_TALK
288,VIGOROTH,MOVE_SNORE
288,VIGOROTH,MOVE_SUBSTITUTE
288,VIGOROTH,MOVE_SWAGGER
288,VIGOROTH,MOVE_THUNDER_PUNCH
289,SLAKING,MOVE_BODY_SLAM
289,SLAKING,MOVE_COUNTER
289,SLAKING,MOVE_DOUBLE_EDGE
