slot_index_zero_based,item_id_decimal,item_id_hex,slot_kind,original_gs_korean_name,latest_official_korean_name,original_gs_korean_description,final_korean_description,engine_description_source,official_name_source,description_translation_source,verification_status,change_reason,description_cpu_address_hex
137,138,0x8A,ITEM_ID,목탄,,지니게 하면 화염타입의<NEXT>기술의 위력이 올라간다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x53AE
138,139,0x8B,ITEM_ID,나무열매쥬스,,나무열매로부터 만들어진 쥬스<NEXT>체력을 20 회복시켜준다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x53DC
139,140,0x8C,ITEM_ID,초점 렌즈,,지니게 하면 급소에<NEXT>명중하기 쉽게된다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5410
140,141,0x8D,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5435
141,142,0x8E,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5438
142,143,0x8F,ITEM_ID,금속코트,,지니게 하면 강철타입의<NEXT>기술의 위력이 올라간다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x543B
143,144,0x90,ITEM_ID,용의 이빨,,지니게 하면 드래곤타입의 <NEXT>기술의 위력이 올라간다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5469
144,145,0x91,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x549A
145,146,0x92,ITEM_ID,먹다 남은 음식,,지니게 하면 전투중에<NEXT>체력이 조금씩 회복된다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x549D
146,147,0x93,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x54C9
147,148,0x94,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x54CC
148,149,0x95,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x54CF
149,150,0x96,ITEM_ID,이상한 나무열매,,지니게 하면 전투중에 자신이<NEXT>기술포인트를 회복시킨다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x54D2
150,151,0x97,ITEM_ID,용의 비늘,,드래곤타입의 포켓몬이<NEXT>가끔 들고있는 신비한 비늘,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5506
151,152,0x98,ITEM_ID,파괴의 유전자,,공격력이 팍 올라가지만<NEXT>혼란상태가 되어버린다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5536
152,153,0x99,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5563
153,154,0x9A,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5566
154,155,0x9B,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5569
155,156,0x9C,ITEM_ID,성스러운 분말,,기절한 모든 포켓몬을<NEXT>정상적인 상태로 만들어준다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x556C
156,157,0x9D,ITEM_ID,헤비볼,,체중이 많이 나가는 포켓몬을<NEXT>잡기 쉬운 볼,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x559C
157,158,0x9E,ITEM_ID,꽃무늬 메일,,꽃무늬 모양의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x55C5
158,159,0x9F,ITEM_ID,레벨볼,,자신의 포켓몬보다 상대의<NEXT>레벨이 낮을수록 잡기쉽다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x55FB
159,160,0xA0,ITEM_ID,루어볼,,낚아올린 포켓몬이라면<NEXT>잡기 쉽게되는 볼,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x562D
160,161,0xA1,ITEM_ID,스피드볼,,도망치는 발걸음이 빠른 포켓몬을<NEXT>잡기 쉬운 볼,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5654
161,162,0xA2,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5681
162,163,0xA3,ITEM_ID,전기구슬,,찌릿찌릿 하고있는 이상한 구슬,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5684
163,164,0xA4,ITEM_ID,프랜드볼,,잡힌 포켓몬이<NEXT>잘 따르게 된다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x56A2
164,165,0xA5,ITEM_ID,문볼,,달맞이 돌로 진화하는<NEXT>포켓몬을 잡기 쉽다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x56BF
165,166,0xA6,ITEM_ID,러브러브볼,,자신의 포켓몬의 성별과<NEXT>다른 때는 잡기 쉽다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x56E7
166,167,0xA7,ITEM_ID,나무상자,,열어보자,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5712
167,168,0xA8,ITEM_ID,오동나무상자,,열어보자,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x571B
168,169,0xA9,ITEM_ID,태양의 돌,,특정 포켓몬을 진화시킨다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5724
169,170,0xAA,ITEM_ID,물방울 리본,,지니게 하면 노말타입의<NEXT>기술의 위력이 올라간다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x573D
170,171,0xAB,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x576B
171,172,0xAC,ITEM_ID,업그레이드,,이상한 상자<NEXT>실프주식회사 제품,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x576E
172,173,0xAD,ITEM_ID,나무열매,,지니게 하면 자신이<NEXT>체력을 10 회복시킨다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x578C
173,174,0xAE,ITEM_ID,황금열매,,지니게 하면 자신이<NEXT>체력을 30 회복시킨다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x57B4
174,175,0xAF,ITEM_ID,꼬부기 물뿌리개,,꼬부기 모양의 물뿌리개<NEXT>초목에 물을 주기 위한 도구,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x57DC
175,176,0xB0,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x580E
176,177,0xB1,ITEM_ID,파크볼,,곤충채집 대회에서 사용되는<NEXT>포켓몬을 잡는 볼,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5811
177,178,0xB2,ITEM_ID,무지개빛 날개,,무지개빛으로 빛나는<NEXT>신비한 날개,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x583D
178,179,0xB3,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x585D
179,180,0xB4,ITEM_ID,기와조각,,깨진 기와조각,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5860
180,181,0xB5,ITEM_ID,파도타기 메일,,라프라스의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x586E
181,182,0xB6,ITEM_ID,옥빛 메일,,미뇽의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x58A1
182,183,0xB7,ITEM_ID,초상화 메일,,지니게 한 포켓몬이 프린트되어진다<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x58D0
183,184,0xB8,ITEM_ID,러브리 메일,,하트마크의 귀여운 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5913
184,185,0xB9,ITEM_ID,브이브이 메일,,이브이의 실루엣 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x594D
185,186,0xBA,ITEM_ID,변신 메일,,메타몽의 실루엣 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5985
186,187,0xBB,ITEM_ID,푸른하늘 메일,,아름다운 푸른하늘 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x59BD
187,188,0xBC,ITEM_ID,음표 메일,,네이티의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x59F7
188,189,0xBD,ITEM_ID,환상의 메일,,뮤의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A28
189,190,0xBE,ITEM_ID,?,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A55
190,191,0xBF,ITEM_ID,기술머신01,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A58
191,192,0xC0,ITEM_ID,기술머신02,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A58
192,193,0xC1,ITEM_ID,기술머신03,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A58
193,194,0xC2,ITEM_ID,기술머신04,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A58
194,195,0xC3,ITEM_ID,?,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A58
195,196,0xC4,ITEM_ID,기술머신05,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
196,197,0xC5,ITEM_ID,기술머신06,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
197,198,0xC6,ITEM_ID,기술머신07,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
198,199,0xC7,ITEM_ID,기술머신08,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
199,200,0xC8,ITEM_ID,기술머신09,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
200,201,0xC9,ITEM_ID,기술머신10,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
201,202,0xCA,ITEM_ID,기술머신11,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
202,203,0xCB,ITEM_ID,기술머신12,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
203,204,0xCC,ITEM_ID,기술머신13,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
204,205,0xCD,ITEM_ID,기술머신14,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
205,206,0xCE,ITEM_ID,기술머신15,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
206,207,0xCF,ITEM_ID,기술머신16,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
207,208,0xD0,ITEM_ID,기술머신17,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
208,209,0xD1,ITEM_ID,기술머신18,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
209,210,0xD2,ITEM_ID,기술머신19,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
210,211,0xD3,ITEM_ID,기술머신20,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
211,212,0xD4,ITEM_ID,기술머신21,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
212,213,0xD5,ITEM_ID,기술머신22,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
213,214,0xD6,ITEM_ID,기술머신23,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
214,215,0xD7,ITEM_ID,기술머신24,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
215,216,0xD8,ITEM_ID,기술머신25,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
216,217,0xD9,ITEM_ID,기술머신26,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
217,218,0xDA,ITEM_ID,기술머신27,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
218,219,0xDB,ITEM_ID,기술머신28,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
219,220,0xDC,ITEM_ID,?,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5B
220,221,0xDD,ITEM_ID,기술머신29,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
221,222,0xDE,ITEM_ID,기술머신30,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
222,223,0xDF,ITEM_ID,기술머신31,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
223,224,0xE0,ITEM_ID,기술머신32,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
224,225,0xE1,ITEM_ID,기술머신33,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
225,226,0xE2,ITEM_ID,기술머신34,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
226,227,0xE3,ITEM_ID,기술머신35,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
227,228,0xE4,ITEM_ID,기술머신36,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
228,229,0xE5,ITEM_ID,기술머신37,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
229,230,0xE6,ITEM_ID,기술머신38,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
230,231,0xE7,ITEM_ID,기술머신39,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
231,232,0xE8,ITEM_ID,기술머신40,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
232,233,0xE9,ITEM_ID,기술머신41,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
233,234,0xEA,ITEM_ID,기술머신42,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
234,235,0xEB,ITEM_ID,기술머신43,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
235,236,0xEC,ITEM_ID,기술머신44,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
236,237,0xED,ITEM_ID,기술머신45,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
237,238,0xEE,ITEM_ID,기술머신46,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
238,239,0xEF,ITEM_ID,기술머신47,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
239,240,0xF0,ITEM_ID,기술머신48,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
240,241,0xF1,ITEM_ID,기술머신49,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
241,242,0xF2,ITEM_ID,기술머신50,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
242,243,0xF3,ITEM_ID,비전머신01,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
243,244,0xF4,ITEM_ID,비전머신02,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
244,245,0xF5,ITEM_ID,비전머신03,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
245,246,0xF6,ITEM_ID,비전머신04,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
246,247,0xF7,ITEM_ID,비전머신05,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
247,248,0xF8,ITEM_ID,비전머신06,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
248,249,0xF9,ITEM_ID,비전머신07,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A5E
249,250,0xFA,ITEM_ID,?,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A61
250,251,0xFB,ITEM_ID,?,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A61
251,252,0xFC,ITEM_ID,?,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A64
252,253,0xFD,ITEM_ID,?,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A67
253,254,0xFE,ITEM_ID,?,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A6A
254,255,0xFF,ITEM_ID,?,,?,,MOVE_DESCRIPTION_BANK_6D,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A6D
255,0,0x00,NO_ITEM_UNDERFLOW_SLOT,<?>,,?,,ITEM_DESCRIPTION_BANK_6E,,,PENDING_OFFICIAL_CROSSCHECK,,0x5A6D
