code_hex,width_bytes,text,kind
0x04A9,2,묩,HANGUL
0x04AA,2,묫,HANGUL
0x04AB,2,무,HANGUL
0x04AC,2,묵,HANGUL
0x04AD,2,묶,HANGUL
0x04AE,2,문,HANGUL
0x04AF,2,묻,HANGUL
0x04B0,2,물,HANGUL
0x04B1,2,묽,HANGUL
0x04B2,2,묾,HANGUL
0x04B3,2,뭄,HANGUL
0x04B4,2,뭅,HANGUL
0x04B5,2,뭇,HANGUL
0x04B6,2,뭉,HANGUL
0x04B7,2,뭍,HANGUL
0x04B8,2,뭏,HANGUL
0x04B9,2,뭐,HANGUL
0x04BA,2,뭔,HANGUL
0x04BB,2,뭘,HANGUL
0x04BC,2,뭡,HANGUL
0x04BD,2,뭣,HANGUL
0x04BE,2,뭬,HANGUL
0x04BF,2,뮈,HANGUL
0x04C0,2,뮌,HANGUL
0x04C1,2,뮐,HANGUL
0x04C2,2,뮤,HANGUL
0x04C3,2,뮨,HANGUL
0x04C4,2,뮬,HANGUL
0x04C5,2,뮴,HANGUL
0x04C6,2,뮷,HANGUL
0x04C7,2,므,HANGUL
0x04C8,2,믄,HANGUL
0x04C9,2,믈,HANGUL
0x04CA,2,믐,HANGUL
0x04CB,2,믓,HANGUL
0x04CC,2,미,HANGUL
0x04CD,2,믹,HANGUL
0x04CE,2,민,HANGUL
0x04CF,2,믿,HANGUL
0x04D0,2,밀,HANGUL
0x04D1,2,밂,HANGUL
0x04D2,2,밈,HANGUL
0x04D3,2,밉,HANGUL
0x04D4,2,밋,HANGUL
0x04D5,2,밌,HANGUL
0x04D6,2,밍,HANGUL
0x04D7,2,및,HANGUL
0x04D8,2,밑,HANGUL
0x04D9,2,바,HANGUL
0x04DA,2,박,HANGUL
0x04DB,2,밖,HANGUL
0x04DC,2,밗,HANGUL
0x04DD,2,반,HANGUL
0x04DE,2,받,HANGUL
0x04DF,2,발,HANGUL
0x04E0,2,밝,HANGUL
0x04E1,2,밞,HANGUL
0x04E2,2,밟,HANGUL
0x04E3,2,밤,HANGUL
0x04E4,2,밥,HANGUL
0x04E5,2,밧,HANGUL
0x04E6,2,방,HANGUL
0x04E7,2,밭,HANGUL
0x04E8,2,배,HANGUL
0x04E9,2,백,HANGUL
0x04EA,2,밴,HANGUL
0x04EB,2,밸,HANGUL
0x04EC,2,뱀,HANGUL
0x04ED,2,뱁,HANGUL
0x04EE,2,뱃,HANGUL
0x04EF,2,뱄,HANGUL
0x04F0,2,뱅,HANGUL
0x04F1,2,뱉,HANGUL
0x04F2,2,뱌,HANGUL
0x04F3,2,뱍,HANGUL
0x04F4,2,뱐,HANGUL
0x04F5,2,뱝,HANGUL
0x04F6,2,버,HANGUL
0x04F7,2,벅,HANGUL
0x04F8,2,번,HANGUL
0x04F9,2,벋,HANGUL
0x04FA,2,벌,HANGUL
0x04FB,2,벎,HANGUL
0x04FC,2,범,HANGUL
0x04FD,2,법,HANGUL
0x04FE,2,벗,HANGUL
0x0501,2,벙,HANGUL
0x0502,2,벚,HANGUL
0x0503,2,베,HANGUL
0x0504,2,벡,HANGUL
0x0505,2,벤,HANGUL
0x0506,2,벧,HANGUL
0x0507,2,벨,HANGUL
0x0508,2,벰,HANGUL
0x0509,2,벱,HANGUL
0x050A,2,벳,HANGUL
0x050B,2,벴,HANGUL
0x050C,2,벵,HANGUL
0x050D,2,벼,HANGUL
0x050E,2,벽,HANGUL
0x050F,2,변,HANGUL
0x0510,2,별,HANGUL
0x0511,2,볍,HANGUL
0x0512,2,볏,HANGUL
0x0513,2,볐,HANGUL
0x0514,2,병,HANGUL
0x0515,2,볕,HANGUL
0x0516,2,볘,HANGUL
0x0517,2,볜,HANGUL
0x0518,2,보,HANGUL
0x0519,2,복,HANGUL
0x051A,2,볶,HANGUL
0x051B,2,본,HANGUL
0x051C,2,볼,HANGUL
0x051D,2,봄,HANGUL
0x051E,2,봅,HANGUL
0x051F,2,봇,HANGUL
0x0520,2,봉,HANGUL
0x0521,2,봐,HANGUL
0x0522,2,봔,HANGUL
0x0523,2,봤,HANGUL
0x0524,2,봬,HANGUL
0x0525,2,뵀,HANGUL
0x0526,2,뵈,HANGUL
0x0527,2,뵉,HANGUL
0x0528,2,뵌,HANGUL
0x0529,2,뵐,HANGUL
0x052A,2,뵘,HANGUL
0x052B,2,뵙,HANGUL
0x052C,2,뵤,HANGUL
0x052D,2,뵨,HANGUL
0x052E,2,부,HANGUL
0x052F,2,북,HANGUL
0x0530,2,분,HANGUL
0x0531,2,붇,HANGUL
0x0532,2,불,HANGUL
0x0533,2,붉,HANGUL
0x0534,2,붊,HANGUL
0x0535,2,붐,HANGUL
0x0536,2,붑,HANGUL
0x0537,2,붓,HANGUL
0x0538,2,붕,HANGUL
0x0539,2,붙,HANGUL
0x053A,2,붚,HANGUL
0x053B,2,붜,HANGUL
0x053C,2,붤,HANGUL
0x053D,2,붰,HANGUL
0x053E,2,붸,HANGUL
0x053F,2,뷔,HANGUL
0x0540,2,뷕,HANGUL
0x0541,2,뷘,HANGUL
0x0542,2,뷜,HANGUL
0x0543,2,뷩,HANGUL
0x0544,2,뷰,HANGUL
0x0545,2,뷴,HANGUL
0x0546,2,뷸,HANGUL
0x0547,2,븀,HANGUL
0x0548,2,븃,HANGUL
0x0549,2,븅,HANGUL
0x054A,2,브,HANGUL
0x054B,2,븍,HANGUL
0x054C,2,븐,HANGUL
0x054D,2,블,HANGUL
0x054E,2,븜,HANGUL
0x054F,2,븝,HANGUL
0x0560,2,븟,HANGUL
0x0561,2,비,HANGUL
0x0562,2,빅,HANGUL
0x0563,2,빈,HANGUL
0x0564,2,빌,HANGUL
0x0565,2,빎,HANGUL
0x0566,2,빔,HANGUL
0x0567,2,빕,HANGUL
0x0568,2,빗,HANGUL
0x0569,2,빙,HANGUL
0x056A,2,빚,HANGUL
0x056B,2,빛,HANGUL
0x056C,2,빠,HANGUL
0x056D,2,빡,HANGUL
0x056E,2,빤,HANGUL
0x0571,2,빨,HANGUL
0x0572,2,빪,HANGUL
0x0573,2,빰,HANGUL
0x0574,2,빱,HANGUL
0x0575,2,빳,HANGUL
0x0576,2,빴,HANGUL
0x0577,2,빵,HANGUL
0x0578,2,빻,HANGUL
0x0579,2,빼,HANGUL
0x057A,2,빽,HANGUL
0x057B,2,뺀,HANGUL
0x057C,2,뺄,HANGUL
0x057D,2,뺌,HANGUL
0x057E,2,뺍,HANGUL
0x057F,2,뺏,HANGUL
0x0580,2,뺐,HANGUL
0x0581,2,뺑,HANGUL
0x0582,2,뺘,HANGUL
0x0583,2,뺙,HANGUL
0x0584,2,뺨,HANGUL
0x0585,2,뻐,HANGUL
0x0586,2,뻑,HANGUL
0x0587,2,뻔,HANGUL
0x0588,2,뻗,HANGUL
0x0589,2,뻘,HANGUL
0x058A,2,뻠,HANGUL
0x058B,2,뻣,HANGUL
0x058C,2,뻤,HANGUL
0x058D,2,뻥,HANGUL
0x058E,2,뻬,HANGUL
0x058F,2,뼁,HANGUL
0x0590,2,뼈,HANGUL
0x0591,2,뼉,HANGUL
0x0592,2,뼘,HANGUL
0x0593,2,뼙,HANGUL
0x0594,2,뼛,HANGUL
0x0595,2,뼜,HANGUL
0x0596,2,뼝,HANGUL
0x0597,2,뽀,HANGUL
0x0598,2,뽁,HANGUL
0x0599,2,뽄,HANGUL
0x059A,2,뽈,HANGUL
0x059B,2,뽐,HANGUL
0x059C,2,뽑,HANGUL
0x059D,2,뽕,HANGUL
0x059E,2,뾔,HANGUL
0x059F,2,뾰,HANGUL
0x05A0,2,뿅,HANGUL
0x05A1,2,뿌,HANGUL
0x05A2,2,뿍,HANGUL
0x05A3,2,뿐,HANGUL
0x05A4,2,뿔,HANGUL
0x05A5,2,뿜,HANGUL
0x05A6,2,뿟,HANGUL
0x05A7,2,뿡,HANGUL
0x05A8,2,쀼,HANGUL
0x05A9,2,쁑,HANGUL
0x05AA,2,쁘,HANGUL
0x05AB,2,쁜,HANGUL
0x05AC,2,쁠,HANGUL
0x05AD,2,쁨,HANGUL
0x05AE,2,쁩,HANGUL
0x05AF,2,삐,HANGUL
0x05B0,2,삑,HANGUL
0x05B1,2,삔,HANGUL
0x05B2,2,삘,HANGUL
0x05B3,2,삠,HANGUL
0x05B4,2,삡,HANGUL
0x05B5,2,삣,HANGUL
0x05B6,2,삥,HANGUL
0x05B7,2,사,HANGUL
0x05B8,2,삭,HANGUL
0x05B9,2,삯,HANGUL
0x05BA,2,산,HANGUL
0x05BB,2,삳,HANGUL
0x05BC,2,살,HANGUL
0x05BD,2,삵,HANGUL
0x05BE,2,삶,HANGUL
0x05BF,2,삼,HANGUL
0x05C0,2,삽,HANGUL
0x05C1,2,삿,HANGUL
0x05C2,2,샀,HANGUL
0x05C3,2,상,HANGUL
0x05C4,2,샅,HANGUL
0x05C5,2,새,HANGUL
0x05C6,2,색,HANGUL
0x05C7,2,샌,HANGUL
0x05C8,2,샐,HANGUL
0x05C9,2,샘,HANGUL
0x05CA,2,샙,HANGUL
0x05CB,2,샛,HANGUL
0x05CC,2,샜,HANGUL
0x05CD,2,생,HANGUL
0x05CE,2,샤,HANGUL
0x05D1,2,샥,HANGUL
0x05D2,2,샨,HANGUL
0x05D3,2,샬,HANGUL
0x05D4,2,샴,HANGUL
0x05D5,2,샵,HANGUL
0x05D6,2,샷,HANGUL
0x05D7,2,샹,HANGUL
0x05D8,2,섀,HANGUL
0x05D9,2,섄,HANGUL
0x05DA,2,섈,HANGUL
0x05DB,2,섐,HANGUL
0x05DC,2,섕,HANGUL
0x05DD,2,서,HANGUL
0x05DE,2,석,HANGUL
0x05DF,2,섞,HANGUL
0x05E0,2,섟,HANGUL
0x05E1,2,선,HANGUL
0x05E2,2,섣,HANGUL
0x05E3,2,설,HANGUL
0x05E4,2,섦,HANGUL
0x05E5,2,섧,HANGUL
0x05E6,2,섬,HANGUL
0x05E7,2,섭,HANGUL
0x05E8,2,섯,HANGUL
0x05E9,2,섰,HANGUL
0x05EA,2,성,HANGUL
0x05EB,2,섶,HANGUL
0x05EC,2,세,HANGUL
0x05ED,2,섹,HANGUL
0x05EE,2,센,HANGUL
0x05EF,2,셀,HANGUL
0x05F0,2,셈,HANGUL
0x05F1,2,셉,HANGUL
0x05F2,2,셋,HANGUL
0x05F3,2,셌,HANGUL
0x05F4,2,셍,HANGUL
0x05F5,2,셔,HANGUL
0x05F6,2,셕,HANGUL
0x05F7,2,션,HANGUL
0x05F8,2,셜,HANGUL
0x05F9,2,셤,HANGUL
0x05FA,2,셥,HANGUL
0x05FB,2,셧,HANGUL
0x05FC,2,셨,HANGUL
0x05FD,2,셩,HANGUL
0x05FE,2,셰,HANGUL
0x05FF,2,셴,HANGUL
0x0600,2,셸,HANGUL
0x0601,2,솅,HANGUL
0x0602,2,소,HANGUL
0x0603,2,속,HANGUL
0x0604,2,솎,HANGUL
0x0605,2,손,HANGUL
0x0606,2,솔,HANGUL
0x0607,2,솖,HANGUL
0x0608,2,솜,HANGUL
0x0609,2,솝,HANGUL
0x060A,2,솟,HANGUL
0x060B,2,송,HANGUL
0x060C,2,솥,HANGUL
0x060D,2,솨,HANGUL
0x060E,2,솩,HANGUL
0x060F,2,솬,HANGUL
0x0610,2,솰,HANGUL
0x0611,2,솽,HANGUL
0x0612,2,쇄,HANGUL
0x0613,2,쇈,HANGUL
0x0614,2,쇌,HANGUL
0x0615,2,쇔,HANGUL
0x0616,2,쇗,HANGUL
0x0617,2,쇘,HANGUL
0x0618,2,쇠,HANGUL
0x0619,2,쇤,HANGUL
0x061A,2,쇨,HANGUL
0x061B,2,쇰,HANGUL
0x061C,2,쇱,HANGUL
0x061D,2,쇳,HANGUL
0x061E,2,쇼,HANGUL
0x061F,2,쇽,HANGUL
0x0620,2,숀,HANGUL
0x0621,2,숄,HANGUL
0x0622,2,숌,HANGUL
0x0623,2,숍,HANGUL
0x0624,2,숏,HANGUL
0x0625,2,숑,HANGUL
0x0626,2,수,HANGUL
0x0627,2,숙,HANGUL
0x0628,2,순,HANGUL
0x0629,2,숟,HANGUL
0x062A,2,술,HANGUL
0x062B,2,숨,HANGUL
0x062C,2,숩,HANGUL
0x062D,2,숫,HANGUL
0x062E,2,숭,HANGUL
0x062F,2,쌰,HANGUL
0x0630,2,쎼,HANGUL
0x0631,2,숯,HANGUL
0x0632,2,숱,HANGUL
0x0633,2,숲,HANGUL
0x0634,2,숴,HANGUL
0x0635,2,쉈,HANGUL
0x0636,2,쉐,HANGUL
0x0637,2,쉑,HANGUL
0x0638,2,쉔,HANGUL
0x0639,2,쉘,HANGUL
0x063A,2,쉠,HANGUL
0x063B,2,쉥,HANGUL
0x063C,2,쉬,HANGUL
0x063D,2,쉭,HANGUL
0x063E,2,쉰,HANGUL
0x063F,2,쉴,HANGUL
0x0640,2,쉼,HANGUL
0x0641,2,쉽,HANGUL
0x0642,2,쉿,HANGUL
0x0643,2,슁,HANGUL
0x0644,2,슈,HANGUL
0x0645,2,슉,HANGUL
0x0646,2,슐,HANGUL
0x0647,2,슘,HANGUL
0x0648,2,슛,HANGUL
0x0649,2,슝,HANGUL
0x064A,2,스,HANGUL
0x064B,2,슥,HANGUL
0x064C,2,슨,HANGUL
0x064D,2,슬,HANGUL
0x064E,2,슭,HANGUL
0x064F,2,슴,HANGUL
0x0660,2,습,HANGUL
0x0661,2,슷,HANGUL
0x0662,2,승,HANGUL
0x0663,2,시,HANGUL
0x0664,2,식,HANGUL
0x0665,2,신,HANGUL
0x0666,2,싣,HANGUL
0x0667,2,실,HANGUL
0x0668,2,싫,HANGUL
0x0669,2,심,HANGUL
0x066A,2,십,HANGUL
0x066B,2,싯,HANGUL
0x066C,2,싱,HANGUL
0x066D,2,싶,HANGUL
0x066E,2,싸,HANGUL
0x066F,2,싹,HANGUL
0x0670,2,싻,HANGUL
0x0671,2,싼,HANGUL
0x0672,2,쌀,HANGUL
0x0673,2,쌈,HANGUL
0x0674,2,쌉,HANGUL
0x0675,2,쌌,HANGUL
0x0676,2,쌍,HANGUL
0x0677,2,쌓,HANGUL
0x0678,2,쌔,HANGUL
0x0679,2,쌕,HANGUL
0x067A,2,쌘,HANGUL
0x067B,2,쌜,HANGUL
0x067C,2,쌤,HANGUL
0x067D,2,쌥,HANGUL
0x067E,2,쌨,HANGUL
0x067F,2,쌩,HANGUL
0x0680,2,썅,HANGUL
0x0681,2,써,HANGUL
0x0682,2,썩,HANGUL
0x0683,2,썬,HANGUL
0x0684,2,썰,HANGUL
0x0685,2,썲,HANGUL
0x0686,2,썸,HANGUL
0x0687,2,썹,HANGUL
0x0688,2,썼,HANGUL
0x0689,2,썽,HANGUL
0x068A,2,쎄,HANGUL
0x068B,2,쎈,HANGUL
0x068C,2,쎌,HANGUL
0x068D,2,쏀,HANGUL
0x068E,2,쏘,HANGUL
0x068F,2,쏙,HANGUL
0x0690,2,쏜,HANGUL
0x0691,2,쏟,HANGUL
0x0692,2,쏠,HANGUL
0x0693,2,쏢,HANGUL
0x0694,2,쏨,HANGUL
0x0695,2,쏩,HANGUL
0x0696,2,쏭,HANGUL
0x0697,2,쏴,HANGUL
0x0698,2,쏵,HANGUL
0x0699,2,쏸,HANGUL
0x069A,2,쐈,HANGUL
0x069B,2,쐐,HANGUL
0x069C,2,쐤,HANGUL
0x069D,2,쐬,HANGUL
0x069E,2,쐰,HANGUL
0x06A0,2,쓔,HANGUL
0x06A1,2,쐴,HANGUL
0x06A2,2,쐼,HANGUL
0x06A3,2,쐽,HANGUL
0x06A4,2,쑈,HANGUL
0x06A5,2,쑤,HANGUL
0x06A6,2,쑥,HANGUL
0x06A7,2,쑨,HANGUL
0x06A8,2,쑬,HANGUL
0x06A9,2,쑴,HANGUL
0x06AA,2,쑵,HANGUL
0x06AB,2,쑹,HANGUL
0x06AC,2,쒀,HANGUL
0x06AD,2,쒔,HANGUL
0x06AE,2,쒜,HANGUL
0x06AF,2,쒸,HANGUL
0x06B0,2,쒼,HANGUL
0x06B1,2,쓩,HANGUL
0x06B2,2,쓰,HANGUL
0x06B3,2,쓱,HANGUL
0x06B4,2,쓴,HANGUL
0x06B5,2,쓸,HANGUL
0x06B6,2,쓺,HANGUL
0x06B7,2,쓿,HANGUL
0x06B8,2,씀,HANGUL
0x06B9,2,씁,HANGUL
0x06BA,2,씌,HANGUL
0x06BB,2,씐,HANGUL
0x06BC,2,씔,HANGUL
0x06BD,2,씜,HANGUL
0x06BE,2,씨,HANGUL
0x06BF,2,씩,HANGUL
0x06C0,2,씬,HANGUL
0x06C1,2,씰,HANGUL
0x06C2,2,씸,HANGUL
0x06C3,2,씹,HANGUL
0x06C4,2,씻,HANGUL
0x06C5,2,씽,HANGUL
0x06C6,2,아,HANGUL
0x06C7,2,악,HANGUL
0x06C8,2,안,HANGUL
0x06C9,2,앉,HANGUL
0x06CA,2,않,HANGUL
0x06CB,2,알,HANGUL
0x06CC,2,앍,HANGUL
0x06CD,2,앎,HANGUL
0x06CE,2,앓,HANGUL
0x06CF,2,암,HANGUL
0x06D0,2,압,HANGUL
0x06D1,2,앗,HANGUL
0x06D2,2,았,HANGUL
0x06D3,2,앙,HANGUL
0x06D4,2,앝,HANGUL
0x06D5,2,앞,HANGUL
0x06D6,2,애,HANGUL
0x06D7,2,액,HANGUL
0x06D8,2,앤,HANGUL
0x06D9,2,앨,HANGUL
0x06DA,2,앰,HANGUL
0x06DB,2,앱,HANGUL
0x06DC,2,앳,HANGUL
0x06DD,2,앴,HANGUL
0x06DE,2,앵,HANGUL
0x06DF,2,야,HANGUL
0x06E0,2,약,HANGUL
0x06E1,2,얀,HANGUL
0x06E2,2,얄,HANGUL
0x06E3,2,얇,HANGUL
0x06E4,2,얌,HANGUL
0x06E5,2,얍,HANGUL
0x06E6,2,얏,HANGUL
0x06E7,2,양,HANGUL
0x06E8,2,얕,HANGUL
0x06E9,2,얗,HANGUL
0x06EA,2,얘,HANGUL
0x06EB,2,얜,HANGUL
0x06EC,2,얠,HANGUL
0x06ED,2,얩,HANGUL
0x06EE,2,어,HANGUL
0x06EF,2,억,HANGUL
0x06F0,2,언,HANGUL
0x06F1,2,얹,HANGUL
0x06F2,2,얻,HANGUL
0x06F3,2,얼,HANGUL
0x06F4,2,얽,HANGUL
0x06F5,2,얾,HANGUL
0x06F6,2,엄,HANGUL
0x06F7,2,업,HANGUL
0x06F8,2,없,HANGUL
0x06F9,2,엇,HANGUL
0x06FA,2,었,HANGUL
0x06FB,2,엉,HANGUL
0x06FC,2,엊,HANGUL
0x06FD,2,엌,HANGUL
0x06FE,2,엎,HANGUL
0x0701,2,에,HANGUL
0x0702,2,엑,HANGUL
0x0703,2,엔,HANGUL
0x0704,2,엘,HANGUL
0x0705,2,엠,HANGUL
0x0706,2,엡,HANGUL
0x0707,2,엣,HANGUL
0x0708,2,엥,HANGUL
0x0709,2,여,HANGUL
0x070A,2,역,HANGUL
0x070B,2,엮,HANGUL
0x070C,2,연,HANGUL
0x070D,2,열,HANGUL
0x070E,2,엶,HANGUL
0x070F,2,엷,HANGUL
0x0710,2,염,HANGUL
0x0711,2,엽,HANGUL
0x0712,2,엾,HANGUL
0x0713,2,엿,HANGUL
0x0714,2,였,HANGUL
0x0715,2,영,HANGUL
0x0716,2,옅,HANGUL
0x0717,2,옆,HANGUL
0x0718,2,옇,HANGUL
0x0719,2,예,HANGUL
0x071A,2,옌,HANGUL
0x071B,2,옐,HANGUL
0x071C,2,옘,HANGUL
0x071D,2,옙,HANGUL
0x071E,2,옛,HANGUL
0x071F,2,옜,HANGUL
0x0720,2,오,HANGUL
0x0721,2,옥,HANGUL
0x0722,2,온,HANGUL
0x0723,2,올,HANGUL
0x0724,2,옭,HANGUL
0x0725,2,옮,HANGUL
0x0726,2,옰,HANGUL
0x0727,2,옳,HANGUL
0x0728,2,옴,HANGUL
0x0729,2,옵,HANGUL
0x072A,2,옷,HANGUL
0x072B,2,옹,HANGUL
0x072C,2,옻,HANGUL
0x072D,2,와,HANGUL
0x072E,2,왁,HANGUL
0x072F,2,완,HANGUL
0x0730,2,왈,HANGUL
0x0731,2,왐,HANGUL
0x0732,2,왑,HANGUL
0x0733,2,왓,HANGUL
0x0734,2,왔,HANGUL
0x0735,2,왕,HANGUL
0x0736,2,왜,HANGUL
0x0737,2,왝,HANGUL
0x0738,2,왠,HANGUL
0x0739,2,왬,HANGUL
0x073A,2,왯,HANGUL
0x073B,2,왱,HANGUL
0x073C,2,외,HANGUL
0x073D,2,왹,HANGUL
0x073E,2,왼,HANGUL
0x073F,2,욀,HANGUL
0x0740,2,욈,HANGUL
0x0741,2,욉,HANGUL
0x0742,2,욋,HANGUL
0x0743,2,욍,HANGUL
0x0744,2,요,HANGUL
0x0745,2,욕,HANGUL
0x0746,2,욘,HANGUL
0x0747,2,욜,HANGUL
0x0748,2,욤,HANGUL
0x0749,2,욥,HANGUL
0x074A,2,욧,HANGUL
0x074B,2,용,HANGUL
0x074C,2,우,HANGUL
0x074D,2,욱,HANGUL
0x074E,2,운,HANGUL
0x074F,2,울,HANGUL
0x0760,2,욹,HANGUL
0x0761,2,욺,HANGUL
0x0762,2,움,HANGUL
0x0763,2,웁,HANGUL
0x0764,2,웃,HANGUL
0x0765,2,웅,HANGUL
0x0766,2,워,HANGUL
0x0767,2,웍,HANGUL
0x0768,2,원,HANGUL
0x0769,2,월,HANGUL
0x076A,2,웜,HANGUL
0x076B,2,웝,HANGUL
0x076C,2,웠,HANGUL
0x076D,2,웡,HANGUL
0x076E,2,웨,HANGUL
0x0771,2,웩,HANGUL
0x0772,2,웬,HANGUL
0x0773,2,웰,HANGUL
0x0774,2,웸,HANGUL
0x0775,2,웹,HANGUL
0x0776,2,웽,HANGUL
0x0777,2,위,HANGUL
0x0778,2,윅,HANGUL
0x0779,2,윈,HANGUL
0x077A,2,윌,HANGUL
0x077B,2,윔,HANGUL
0x077C,2,윕,HANGUL
0x077D,2,윗,HANGUL
0x077E,2,윙,HANGUL
0x077F,2,유,HANGUL
0x0780,2,육,HANGUL
0x0781,2,윤,HANGUL
0x0782,2,율,HANGUL
0x0783,2,윰,HANGUL
0x0784,2,윱,HANGUL
0x0785,2,윳,HANGUL
0x0786,2,융,HANGUL
0x0787,2,윷,HANGUL
0x0788,2,으,HANGUL
0x0789,2,윽,HANGUL
0x078A,2,은,HANGUL
0x078B,2,을,HANGUL
0x078C,2,읆,HANGUL
0x078D,2,음,HANGUL
0x078E,2,읍,HANGUL
0x078F,2,읏,HANGUL
0x0790,2,응,HANGUL
0x0791,2,읒,HANGUL
0x0792,2,읓,HANGUL
0x0793,2,읔,HANGUL
0x0794,2,읕,HANGUL
0x0795,2,읖,HANGUL
0x0796,2,읗,HANGUL
0x0797,2,의,HANGUL
0x0798,2,읜,HANGUL
0x0799,2,읠,HANGUL
0x079A,2,읨,HANGUL
0x079B,2,읫,HANGUL
0x079C,2,이,HANGUL
0x079D,2,익,HANGUL
0x079E,2,인,HANGUL
0x079F,2,일,HANGUL
0x07A0,2,읽,HANGUL
0x07A1,2,읾,HANGUL
0x07A2,2,잃,HANGUL
0x07A3,2,임,HANGUL
0x07A4,2,입,HANGUL
0x07A5,2,잇,HANGUL
0x07A6,2,있,HANGUL
0x07A7,2,잉,HANGUL
0x07A8,2,잊,HANGUL
0x07A9,2,잎,HANGUL
0x07AA,2,자,HANGUL
0x07AB,2,작,HANGUL
0x07AC,2,잔,HANGUL
0x07AD,2,잖,HANGUL
0x07AE,2,잗,HANGUL
0x07AF,2,잘,HANGUL
0x07B0,2,잚,HANGUL
0x07B1,2,잠,HANGUL
0x07B2,2,잡,HANGUL
0x07B3,2,잣,HANGUL
0x07B4,2,잤,HANGUL
0x07B5,2,장,HANGUL
0x07B6,2,잦,HANGUL
0x07B7,2,재,HANGUL
0x07B8,2,잭,HANGUL
0x07B9,2,잰,HANGUL
0x07BA,2,잴,HANGUL
0x07BB,2,잼,HANGUL
0x07BC,2,잽,HANGUL
0x07BD,2,잿,HANGUL
0x07BE,2,쟀,HANGUL
0x07BF,2,쟁,HANGUL
0x07C0,2,쟈,HANGUL
0x07C1,2,쟉,HANGUL
0x07C2,2,쟌,HANGUL
0x07C3,2,쟎,HANGUL
0x07C4,2,쟐,HANGUL
0x07C5,2,쟘,HANGUL
0x07C6,2,쟝,HANGUL
0x07C7,2,쟤,HANGUL
0x07C8,2,쟨,HANGUL
0x07C9,2,쟬,HANGUL
0x07CA,2,저,HANGUL
0x07CB,2,적,HANGUL
0x07CC,2,전,HANGUL
0x07CD,2,절,HANGUL
0x07CE,2,젊,HANGUL
0x07D1,2,점,HANGUL
0x07D2,2,접,HANGUL
0x07D3,2,젓,HANGUL
0x07D4,2,정,HANGUL
0x07D5,2,젖,HANGUL
0x07D6,2,제,HANGUL
0x07D7,2,젝,HANGUL
0x07D8,2,젠,HANGUL
0x07D9,2,젤,HANGUL
0x07DA,2,젬,HANGUL
0x07DB,2,젭,HANGUL
0x07DC,2,젯,HANGUL
0x07DD,2,젱,HANGUL
0x07DE,2,져,HANGUL
0x07DF,2,젼,HANGUL
0x07E0,2,졀,HANGUL
0x07E1,2,졈,HANGUL
0x07E2,2,졉,HANGUL
0x07E3,2,졌,HANGUL
0x07E4,2,졍,HANGUL
0x07E5,2,졔,HANGUL
0x07E6,2,조,HANGUL
0x07E7,2,족,HANGUL
0x07E8,2,존,HANGUL
0x07E9,2,졸,HANGUL
0x07EA,2,졺,HANGUL
0x07EB,2,좀,HANGUL
0x07EC,2,좁,HANGUL
0x07ED,2,좃,HANGUL
0x07EE,2,종,HANGUL
0x07EF,2,좆,HANGUL
0x07F0,2,좇,HANGUL
0x07F1,2,좋,HANGUL
0x07F2,2,좌,HANGUL
0x07F3,2,좍,HANGUL
0x07F4,2,좔,HANGUL
0x07F5,2,좝,HANGUL
0x07F6,2,좟,HANGUL
0x07F7,2,좡,HANGUL
0x07F8,2,좨,HANGUL
0x07F9,2,좼,HANGUL
0x07FA,2,좽,HANGUL
0x07FB,2,죄,HANGUL
0x07FC,2,죈,HANGUL
0x07FD,2,죌,HANGUL
0x07FE,2,죔,HANGUL
0x07FF,2,죕,HANGUL
0x0800,2,죗,HANGUL
0x0801,2,죙,HANGUL
0x0802,2,죠,HANGUL
0x0803,2,죡,HANGUL
0x0804,2,죤,HANGUL
0x0805,2,죵,HANGUL
0x0806,2,주,HANGUL
0x0807,2,죽,HANGUL
0x0808,2,준,HANGUL
0x0809,2,줄,HANGUL
0x080A,2,줅,HANGUL
0x080B,2,줆,HANGUL
0x080C,2,줌,HANGUL
0x080D,2,줍,HANGUL
0x080E,2,줏,HANGUL
0x080F,2,중,HANGUL
0x0810,2,줘,HANGUL
0x0811,2,줬,HANGUL
0x0812,2,줴,HANGUL
0x0813,2,쥐,HANGUL
0x0814,2,쥑,HANGUL
0x0815,2,쥔,HANGUL
0x0816,2,쥘,HANGUL
0x0817,2,쥠,HANGUL
0x0818,2,쥡,HANGUL
0x0819,2,쥣,HANGUL
0x081A,2,쥬,HANGUL
0x081B,2,쥰,HANGUL
0x081C,2,쥴,HANGUL
0x081D,2,쥼,HANGUL
0x081E,2,즈,HANGUL
0x081F,2,즉,HANGUL
0x0820,2,즌,HANGUL
0x0821,2,즐,HANGUL
0x0822,2,즘,HANGUL
0x0823,2,즙,HANGUL
0x0824,2,즛,HANGUL
0x0825,2,증,HANGUL
0x0826,2,지,HANGUL
0x0827,2,직,HANGUL
0x0828,2,진,HANGUL
0x0829,2,짇,HANGUL
0x082A,2,질,HANGUL
0x082B,2,짊,HANGUL
0x082C,2,짐,HANGUL
0x082D,2,집,HANGUL
0x082E,2,짓,HANGUL
0x0830,2,쬬,HANGUL
0x0831,2,징,HANGUL
0x0832,2,짖,HANGUL
0x0833,2,짙,HANGUL
0x0834,2,짚,HANGUL
0x0835,2,짜,HANGUL
