national_dex_number,latest_official_korean,official_detail_record_id,official_source,official_index_source,source_accessed_date,selection_rule
153,베이리프,222,https://pokemonkorea.co.kr/pokedex/view/222,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
154,메가니움,223,https://pokemonkorea.co.kr/pokedex/view/223,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
155,브케인,225,https://pokemonkorea.co.kr/pokedex/view/225,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
156,마그케인,226,https://pokemonkorea.co.kr/pokedex/view/226,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
157,블레이범,227,https://pokemonkorea.co.kr/pokedex/view/227,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
158,리아코,229,https://pokemonkorea.co.kr/pokedex/view/229,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
159,엘리게이,230,https://pokemonkorea.co.kr/pokedex/view/230,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
160,장크로다일,231,https://pokemonkorea.co.kr/pokedex/view/231,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
161,꼬리선,233,https://pokemonkorea.co.kr/pokedex/view/233,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
162,다꼬리,234,https://pokemonkorea.co.kr/pokedex/view/234,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
163,부우부,235,https://pokemonkorea.co.kr/pokedex/view/235,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
164,야부엉,236,https://pokemonkorea.co.kr/pokedex/view/236,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
165,레디바,237,https://pokemonkorea.co.kr/pokedex/view/237,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
166,레디안,238,https://pokemonkorea.co.kr/pokedex/view/238,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
167,페이검,239,https://pokemonkorea.co.kr/pokedex/view/239,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
168,아리아도스,240,https://pokemonkorea.co.kr/pokedex/view/240,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
169,크로뱃,241,https://pokemonkorea.co.kr/pokedex/view/241,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
170,초라기,242,https://pokemonkorea.co.kr/pokedex/view/242,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
171,랜턴,243,https://pokemonkorea.co.kr/pokedex/view/243,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
172,피츄,244,https://pokemonkorea.co.kr/pokedex/view/244,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
173,삐,245,https://pokemonkorea.co.kr/pokedex/view/245,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
174,푸푸린,246,https://pokemonkorea.co.kr/pokedex/view/246,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
175,토게피,247,https://pokemonkorea.co.kr/pokedex/view/247,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
176,토게틱,248,https://pokemonkorea.co.kr/pokedex/view/248,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
177,네이티,249,https://pokemonkorea.co.kr/pokedex/view/249,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
178,네이티오,250,https://pokemonkorea.co.kr/pokedex/view/250,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
179,메리프,251,https://pokemonkorea.co.kr/pokedex/view/251,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
180,보송송,252,https://pokemonkorea.co.kr/pokedex/view/252,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
181,전룡,253,https://pokemonkorea.co.kr/pokedex/view/253,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
182,아르코,255,https://pokemonkorea.co.kr/pokedex/view/255,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
183,마릴,256,https://pokemonkorea.co.kr/pokedex/view/256,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
184,마릴리,257,https://pokemonkorea.co.kr/pokedex/view/257,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
185,꼬지모,258,https://pokemonkorea.co.kr/pokedex/view/258,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
186,왕구리,259,https://pokemonkorea.co.kr/pokedex/view/259,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
187,통통코,260,https://pokemonkorea.co.kr/pokedex/view/260,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
188,두코,261,https://pokemonkorea.co.kr/pokedex/view/261,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
189,솜솜코,262,https://pokemonkorea.co.kr/pokedex/view/262,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
190,에이팜,263,https://pokemonkorea.co.kr/pokedex/view/263,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
191,해너츠,264,https://pokemonkorea.co.kr/pokedex/view/264,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
192,해루미,265,https://pokemonkorea.co.kr/pokedex/view/265,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
193,왕자리,266,https://pokemonkorea.co.kr/pokedex/view/266,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
194,우파,267,https://pokemonkorea.co.kr/pokedex/view/267,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
195,누오,269,https://pokemonkorea.co.kr/pokedex/view/269,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
196,에브이,270,https://pokemonkorea.co.kr/pokedex/view/270,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
197,블래키,271,https://pokemonkorea.co.kr/pokedex/view/271,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
198,니로우,272,https://pokemonkorea.co.kr/pokedex/view/272,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
199,야도킹,273,https://pokemonkorea.co.kr/pokedex/view/273,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
200,무우마,275,https://pokemonkorea.co.kr/pokedex/view/275,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
201,안농,276,https://pokemonkorea.co.kr/pokedex/view/276,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
202,마자용,277,https://pokemonkorea.co.kr/pokedex/view/277,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
203,키링키,278,https://pokemonkorea.co.kr/pokedex/view/278,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
204,피콘,279,https://pokemonkorea.co.kr/pokedex/view/279,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
205,쏘콘,280,https://pokemonkorea.co.kr/pokedex/view/280,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
206,노고치,281,https://pokemonkorea.co.kr/pokedex/view/281,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
207,글라이거,282,https://pokemonkorea.co.kr/pokedex/view/282,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
208,강철톤,283,https://pokemonkorea.co.kr/pokedex/view/283,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
209,블루,285,https://pokemonkorea.co.kr/pokedex/view/285,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
210,그랑블루,286,https://pokemonkorea.co.kr/pokedex/view/286,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
211,침바루,287,https://pokemonkorea.co.kr/pokedex/view/287,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
212,핫삼,289,https://pokemonkorea.co.kr/pokedex/view/289,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
213,단단지,291,https://pokemonkorea.co.kr/pokedex/view/291,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
214,헤라크로스,292,https://pokemonkorea.co.kr/pokedex/view/292,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
215,포푸니,294,https://pokemonkorea.co.kr/pokedex/view/294,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
216,깜지곰,296,https://pokemonkorea.co.kr/pokedex/view/296,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
217,링곰,297,https://pokemonkorea.co.kr/pokedex/view/297,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
218,마그마그,298,https://pokemonkorea.co.kr/pokedex/view/298,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
219,마그카르고,299,https://pokemonkorea.co.kr/pokedex/view/299,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
220,꾸꾸리,300,https://pokemonkorea.co.kr/pokedex/view/300,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
221,메꾸리,301,https://pokemonkorea.co.kr/pokedex/view/301,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
222,코산호,302,https://pokemonkorea.co.kr/pokedex/view/302,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
223,총어,304,https://pokemonkorea.co.kr/pokedex/view/304,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
224,대포무노,305,https://pokemonkorea.co.kr/pokedex/view/305,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
225,딜리버드,306,https://pokemonkorea.co.kr/pokedex/view/306,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
226,만타인,307,https://pokemonkorea.co.kr/pokedex/view/307,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
227,무장조,308,https://pokemonkorea.co.kr/pokedex/view/308,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
228,델빌,310,https://pokemonkorea.co.kr/pokedex/view/310,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
229,헬가,311,https://pokemonkorea.co.kr/pokedex/view/311,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
230,킹드라,313,https://pokemonkorea.co.kr/pokedex/view/313,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
231,코코리,314,https://pokemonkorea.co.kr/pokedex/view/314,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
232,코리갑,315,https://pokemonkorea.co.kr/pokedex/view/315,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
233,폴리곤2,316,https://pokemonkorea.co.kr/pokedex/view/316,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
234,노라키,317,https://pokemonkorea.co.kr/pokedex/view/317,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
235,루브도,318,https://pokemonkorea.co.kr/pokedex/view/318,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
236,배루키,319,https://pokemonkorea.co.kr/pokedex/view/319,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
237,카포에라,320,https://pokemonkorea.co.kr/pokedex/view/320,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
238,뽀뽀라,321,https://pokemonkorea.co.kr/pokedex/view/321,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
239,에레키드,322,https://pokemonkorea.co.kr/pokedex/view/322,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
240,마그비,323,https://pokemonkorea.co.kr/pokedex/view/323,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
241,밀탱크,324,https://pokemonkorea.co.kr/pokedex/view/324,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
242,해피너스,325,https://pokemonkorea.co.kr/pokedex/view/325,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
243,라이코,326,https://pokemonkorea.co.kr/pokedex/view/326,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
244,앤테이,327,https://pokemonkorea.co.kr/pokedex/view/327,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
245,스이쿤,328,https://pokemonkorea.co.kr/pokedex/view/328,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
246,애버라스,329,https://pokemonkorea.co.kr/pokedex/view/329,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
247,데기라스,330,https://pokemonkorea.co.kr/pokedex/view/330,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
248,마기라스,331,https://pokemonkorea.co.kr/pokedex/view/331,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
249,루기아,333,https://pokemonkorea.co.kr/pokedex/view/333,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
250,칠색조,334,https://pokemonkorea.co.kr/pokedex/view/334,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
251,세레비,335,https://pokemonkorea.co.kr/pokedex/view/335,https://pokemonkorea.co.kr/pokedex,2026-09-10,FIRST_RECORD_PER_DEX_NUMBER_BASE_FORM
