version,pool_record_index_zero_based,bank_hex,bank_offset_hex,cpu_address_hex,file_offset_hex,record_length,description,next_count,reference_count,referencing_slots,referencing_item_ids_hex,raw_hex,record_raw_hex,undefined_code_count
KOREAN_GOLD,59,0x6E,0x09CE,0x49CE,0x1B89CE,21,은빛의 신비한 잎사귀,0,1,59,0x3C,07 8a 05 6b 07 97 7f 06 65 05 61 0a 71 7f 07 a9 05 b7 01 9d,07 8a 05 6b 07 97 7f 06 65 05 61 0a 71 7f 07 a9 05 b7 01 9d 50,0
KOREAN_GOLD,60,0x6E,0x09E3,0x49E3,0x1B89E3,51,포켓몬을 낚기 위한 도구<NEXT>최고의 낚싯대로서 유명하다,1,1,60,0x3D,0a 27 09 2f 04 93 07 8b 7f 02 3c 01 b2 7f 07 77 0a 71 7f 03 15 01 88 59 08 d6 01 4d 07 97 7f 02 3c 06 6b 02 eb 03 fe 05 dd 7f 07 7f 04 8d 0a 6f 02 d9,0a 27 09 2f 04 93 07 8b 7f 02 3c 01 b2 7f 07 77 0a 71 7f 03 15 01 88 59 08 d6 01 4d 07 97 7f 02 3c 06 6b 02 eb 03 fe 05 dd 7f 07 7f 04 8d 0a 6f 02 d9 50,0
KOREAN_GOLD,61,0x6E,0x0A16,0x4A16,0x1B8A16,31,기술포인트의 최대치가 올라간다,0,1,61,0x3E,01 b2 06 2a 0a 27 07 9e 09 de 07 97 7f 08 d6 02 eb 09 01 01 01 7f 07 23 03 c3 01 03 02 d9,01 b2 06 2a 0a 27 07 9e 09 de 07 97 7f 08 d6 02 eb 09 01 01 01 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,62,0x6E,0x0A35,0x4A35,0x1B8A35,38,한가지의 기술포인트를<NEXT>10 회복시켜준다,1,1,62,0x3F,0a 71 01 01 08 26 07 97 7f 01 b2 06 2a 0a 27 07 9e 09 de 04 36 59 f7 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,0a 71 01 01 08 26 07 97 7f 01 b2 06 2a 0a 27 07 9e 09 de 04 36 59 f7 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50,0
KOREAN_GOLD,63,0x6E,0x0A5B,0x4A5B,0x1B8A5B,40,한가지의 기술포인트를<NEXT>전부 회복시켜준다,1,1,63,0x40,0a 71 01 01 08 26 07 97 7f 01 b2 06 2a 0a 27 07 9e 09 de 04 36 59 07 cc 05 2e 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,0a 71 01 01 08 26 07 97 7f 01 b2 06 2a 0a 27 07 9e 09 de 04 36 59 07 cc 05 2e 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50,0
KOREAN_GOLD,64,0x6E,0x0A83,0x4A83,0x1B8A83,34,모든 기술포인트를<NEXT>10 회복시켜준다,1,1,64,0x41,04 90 03 47 7f 01 b2 06 2a 0a 27 07 9e 09 de 04 36 59 f7 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,04 90 03 47 7f 01 b2 06 2a 0a 27 07 9e 09 de 04 36 59 f7 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50,0
KOREAN_GOLD,65,0x6E,0x0AA5,0x4AA5,0x1B8AA5,42,분노의 호수에 나타난<NEXT>빨간 갸라도스의 비늘,1,1,65,0x42,05 30 02 8b 07 97 7f 0a a3 06 26 07 01 7f 02 3a 09 88 02 3d 59 05 71 01 03 7f 01 1c 03 c3 03 15 06 4a 07 97 7f 05 61 02 c3,05 30 02 8b 07 97 7f 0a a3 06 26 07 01 7f 02 3a 09 88 02 3d 59 05 71 01 03 7f 01 1c 03 c3 03 15 06 4a 07 97 7f 05 61 02 c3 50,0
KOREAN_GOLD,66,0x6E,0x0ACF,0x4ACF,0x1B8ACF,31,어떠한 포켓몬이라도 건강해진다,0,1,66,0x43,06 ee 03 80 0a 71 7f 0a 27 09 2f 04 93 07 9c 03 c3 03 15 7f 01 27 01 0d 0a 78 08 28 02 d9,06 ee 03 80 0a 71 7f 0a 27 09 2f 04 93 07 9c 03 c3 03 15 7f 01 27 01 0d 0a 78 08 28 02 d9 50,0
KOREAN_GOLD,67,0x6E,0x0AEE,0x4AEE,0x1B8AEE,37,쾌속선 아쿠아호에<NEXT>승선하기 위한 물건,1,1,67,0x44,09 48 06 03 05 e1 7f 06 c6 09 4d 06 c6 0a a3 07 01 59 06 62 05 e1 0a 6f 01 b2 7f 07 77 0a 71 7f 04 b0 01 27,09 48 06 03 05 e1 7f 06 c6 09 4d 06 c6 0a a3 07 01 59 06 62 05 e1 0a 6f 01 b2 7f 07 77 0a 71 7f 04 b0 01 27 50,0
KOREAN_GOLD,68,0x6E,0x0B13,0x4B13,0x1B8B13,45,포켓몬 할아버지가 맡긴 것<NEXT>어떤 알인지 모른다,1,1,68,0x45,0a 27 09 2f 04 93 7f 0a 72 06 c6 04 f6 08 26 01 01 7f 04 63 01 b4 7f 01 2d 59 06 ee 03 82 7f 06 cb 07 9e 08 26 7f 04 90 04 35 02 d9,0a 27 09 2f 04 93 7f 0a 72 06 c6 04 f6 08 26 01 01 7f 04 63 01 b4 7f 01 2d 59 06 ee 03 82 7f 06 cb 07 9e 08 26 7f 04 90 04 35 02 d9 50,0
KOREAN_GOLD,69,0x6E,0x0B40,0x4B40,0x1B8B40,3,?,0,1,69,0x46,0b 67,0b 67 50,0
KOREAN_GOLD,70,0x6E,0x0B43,0x4B43,0x1B8B43,28,은빛으로 빛나는 신비한 날개,0,1,70,0x47,07 8a 05 6b 07 88 03 fe 7f 05 6b 02 3a 02 c2 7f 06 65 05 61 0a 71 7f 02 3f 01 13,07 8a 05 6b 07 88 03 fe 7f 05 6b 02 3a 02 c2 7f 06 65 05 61 0a 71 7f 02 3f 01 13 50,0
KOREAN_GOLD,71,0x6E,0x0B5F,0x4B5F,0x1B8B5F,33,영양만점<NEXT>체력을 100 회복시켜준다,1,1,71,0x48,07 15 06 e7 04 48 07 d1 59 08 bc 03 f2 07 8b 7f f7 f6 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,07 15 06 e7 04 48 07 d1 59 08 bc 03 f2 07 8b 7f f7 f6 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50,0
KOREAN_GOLD,72,0x6E,0x0B80,0x4B80,0x1B8B80,41,지니게 하면 가끔씩<NEXT>선제공격을 할 수 있다,1,1,72,0x49,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 01 02 2b 06 bf 59 05 e1 07 d6 01 68 01 3d 07 8b 7f 0a 72 7f 06 26 7f 07 a6 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 01 02 2b 06 bf 59 05 e1 07 d6 01 68 01 3d 07 8b 7f 0a 72 7f 06 26 7f 07 a6 02 d9 50,0
KOREAN_GOLD,73,0x6E,0x0BA9,0x4BA9,0x1B8BA9,41,지니게 하면 자신이<NEXT>중독상태를 회복시킨다,1,1,73,0x4A,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 08 0f 03 16 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 08 0f 03 16 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,74,0x6E,0x0BD2,0x4BD2,0x1B8BD2,21,금빛의 이상한 잎사귀,0,1,74,0x4B,01 ad 05 6b 07 97 7f 07 9c 05 c3 0a 71 7f 07 a9 05 b7 01 9d,01 ad 05 6b 07 97 7f 07 9c 05 c3 0a 71 7f 07 a9 05 b7 01 9d 50,0
KOREAN_GOLD,75,0x6E,0x0BE7,0x4BE7,0x1B8BE7,43,지니게하면 땅타입의<NEXT>기술의 위력이 올라간다,1,1,75,0x4C,08 26 02 cf 01 34 0a 6f 04 89 7f 03 75 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 0a 6f 04 89 7f 03 75 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,76,0x6E,0x0C12,0x4C12,0x1B8C12,46,지니게 하면 비행타입의<NEXT>기술의 위력이 올라간다,1,1,76,0x4D,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 05 61 0a 80 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 05 61 0a 80 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,77,0x6E,0x0C40,0x4C40,0x1B8C40,41,지니게 하면 자신이<NEXT>마비상태를 회복시킨다,1,1,77,0x4E,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 04 46 05 61 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 04 46 05 61 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,78,0x6E,0x0C69,0x4C69,0x1B8C69,41,지니게 하면 자신이<NEXT>얼음상태를 회복시킨다,1,1,78,0x4F,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 06 f3 07 8d 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 06 f3 07 8d 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,79,0x6E,0x0C92,0x4C92,0x1B8C92,41,지니게 하면 자신이<NEXT>화상상태를 회복시킨다,1,1,79,0x50,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 0a ad 05 c3 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 0a ad 05 c3 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,80,0x6E,0x0CBB,0x4CBB,0x1B8CBB,44,지니게 하면 독타입의<NEXT>기술의 위력이 올라간다,1,1,80,0x51,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 03 16 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 03 16 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,81,0x6E,0x0CE7,0x4CE7,0x1B8CE7,52,지니게 하면 가끔씩<NEXT>싸울 상대의 포켓몬이 기가 꺾인다,1,1,81,0x52,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 01 02 2b 06 bf 59 06 6e 07 4f 7f 05 c3 02 eb 07 97 7f 0a 27 09 2f 04 93 07 9c 7f 01 b2 01 01 7f 01 da 07 9e 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 01 02 2b 06 bf 59 06 6e 07 4f 7f 05 c3 02 eb 07 97 7f 0a 27 09 2f 04 93 07 9c 7f 01 b2 01 01 7f 01 da 07 9e 02 d9 50,0
KOREAN_GOLD,82,0x6E,0x0D1B,0x4D1B,0x1B8D1B,41,지니게 하면 자신이<NEXT>혼란상태를 회복시킨다,1,1,82,0x53,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 0a a5 03 c5 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 0a a5 03 c5 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,83,0x6E,0x0D44,0x4D44,0x1B8D44,41,지니게 하면 자신이<NEXT>졸음상태를 회복시킨다,1,1,83,0x54,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 07 e9 07 8d 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 07 e9 07 8d 05 c3 09 92 04 36 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,84,0x6E,0x0D6D,0x4D6D,0x1B8D6D,14,빨간색 규토리,0,1,84,0x55,05 71 01 03 05 c6 7f 01 a4 09 b4 04 3e,05 71 01 03 05 c6 7f 01 a4 09 b4 04 3e 50,0
KOREAN_GOLD,85,0x6E,0x0D7B,0x4D7B,0x1B8D7B,24,보통의 버섯<NEXT>싸게 팔린다,1,1,85,0x56,05 18 09 bb 07 97 7f 04 f6 05 e8 59 06 6e 01 34 7f 09 f8 04 40 02 d9,05 18 09 bb 07 97 7f 04 f6 05 e8 59 06 6e 01 34 7f 09 f8 04 40 02 d9 50,0
KOREAN_GOLD,86,0x6E,0x0D93,0x4D93,0x1B8D93,26,진귀한 버섯<NEXT>비싸게 팔린다,1,1,86,0x57,08 28 01 9d 0a 71 7f 04 f6 05 e8 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9,08 28 01 9d 0a 71 7f 04 f6 05 e8 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9 50,0
KOREAN_GOLD,87,0x6E,0x0DAD,0x4DAD,0x1B8DAD,46,지니게 하면 벌레타입의<NEXT>기술의 위력이 올라간다,1,1,87,0x58,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 04 fa 03 e9 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 04 fa 03 e9 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,88,0x6E,0x0DDB,0x4DDB,0x1B8DDB,14,파란색 규토리,0,1,88,0x59,09 f4 03 c5 05 c6 7f 01 a4 09 b4 04 3e,09 f4 03 c5 05 c6 7f 01 a4 09 b4 04 3e 50,0
KOREAN_GOLD,89,0x6E,0x0DE9,0x4DE9,0x1B8DE9,3,?,0,1,89,0x5A,0b 67,0b 67 50,0
KOREAN_GOLD,90,0x6E,0x0DEC,0x4DEC,0x1B8DEC,57,지니게 한 포켓몬을 싸움에<NEXT>내보내면 받을 수 있는 돈이 2배,1,1,90,0x5B,08 26 02 cf 01 34 7f 0a 71 7f 0a 27 09 2f 04 93 07 8b 7f 06 6e 07 62 07 01 59 02 4b 05 18 02 4b 04 89 7f 04 de 07 8b 7f 06 26 7f 07 a6 02 c2 7f 03 17 07 9c 7f f8 04 e8,08 26 02 cf 01 34 7f 0a 71 7f 0a 27 09 2f 04 93 07 8b 7f 06 6e 07 62 07 01 59 02 4b 05 18 02 4b 04 89 7f 04 de 07 8b 7f 06 26 7f 07 a6 02 c2 7f 03 17 07 9c 7f f8 04 e8 50,0
KOREAN_GOLD,91,0x6E,0x0E25,0x4E25,0x1B8E25,14,노란색 규토리,0,1,91,0x5C,02 8b 03 c5 05 c6 7f 01 a4 09 b4 04 3e,02 8b 03 c5 05 c6 7f 01 a4 09 b4 04 3e 50,0
KOREAN_GOLD,92,0x6E,0x0E33,0x4E33,0x1B8E33,12,녹색 규토리,0,1,92,0x5D,02 8c 05 c6 7f 01 a4 09 b4 04 3e,02 8c 05 c6 7f 01 a4 09 b4 04 3e 50,0
KOREAN_GOLD,93,0x6E,0x0E3F,0x4E3F,0x1B8E3F,46,지니게 하면 야생포켓몬과<NEXT>마주치기 어렵게 된다,1,1,93,0x5E,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 06 df 05 cd 0a 27 09 2f 04 93 01 6a 59 04 46 08 06 09 01 01 b2 7f 06 ee 03 f6 01 34 7f 03 28 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 06 df 05 cd 0a 27 09 2f 04 93 01 6a 59 04 46 08 06 09 01 01 b2 7f 06 ee 03 f6 01 34 7f 03 28 02 d9 50,0
KOREAN_GOLD,94,0x6E,0x0E6D,0x4E6D,0x1B8E6D,44,지니게 하면 물타입의<NEXT>기술의 위력이 올라간다,1,1,94,0x5F,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 04 b0 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 04 b0 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,95,0x6E,0x0E99,0x4E99,0x1B8E99,48,지니게 하면 에스퍼타입의<NEXT>기술의 위력이 올라간다,1,1,95,0x60,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 01 06 4a 0a 0b 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 01 06 4a 0a 0b 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,96,0x6E,0x0EC9,0x4EC9,0x1B8EC9,14,하얀색 규토리,0,1,96,0x61,0a 6f 06 e1 05 c6 7f 01 a4 09 b4 04 3e,0a 6f 06 e1 05 c6 7f 01 a4 09 b4 04 3e 50,0
KOREAN_GOLD,97,0x6E,0x0ED7,0x4ED7,0x1B8ED7,46,지니게 하면 격투타입의<NEXT>기술의 위력이 올라간다,1,1,97,0x62,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 3d 09 c5 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 3d 09 c5 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,98,0x6E,0x0F05,0x4F05,0x1B8F05,14,검은색 규토리,0,1,98,0x63,01 2b 07 8a 05 c6 7f 01 a4 09 b4 04 3e,01 2b 07 8a 05 c6 7f 01 a4 09 b4 04 3e 50,0
KOREAN_GOLD,99,0x6E,0x0F13,0x4F13,0x1B8F13,3,?,0,1,99,0x64,0b 67,0b 67 50,0
KOREAN_GOLD,100,0x6E,0x0F16,0x4F16,0x1B8F16,16,복숭아색 규토리,0,1,100,0x65,05 19 06 2e 06 c6 05 c6 7f 01 a4 09 b4 04 3e,05 19 06 2e 06 c6 05 c6 7f 01 a4 09 b4 04 3e 50,0
KOREAN_GOLD,101,0x6E,0x0F26,0x4F26,0x1B8F26,44,지니게 하면 악타입의<NEXT>기술의 위력이 올라간다,1,1,101,0x66,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 06 c7 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 06 c7 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,102,0x6E,0x0F52,0x4F52,0x1B8F52,26,매우 맛있음<NEXT>비싸게 팔린다,1,1,102,0x67,04 65 07 4c 7f 04 60 07 a6 07 8d 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9,04 65 07 4c 7f 04 60 07 a6 07 8d 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9 50,0
KOREAN_GOLD,103,0x6E,0x0F6C,0x4F6C,0x1B8F6C,46,지니게 하면 노말타입의<NEXT>기술의 위력이 올라간다,1,1,103,0x68,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 02 8b 04 4b 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 02 8b 04 4b 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,104,0x6E,0x0F9A,0x4F9A,0x1B8F9A,24,보통의 대파<NEXT>싸게 팔린다,1,1,104,0x69,05 18 09 bb 07 97 7f 02 eb 09 f4 59 06 6e 01 34 7f 09 f8 04 40 02 d9,05 18 09 bb 07 97 7f 02 eb 09 f4 59 06 6e 01 34 7f 09 f8 04 40 02 d9 50,0
KOREAN_GOLD,105,0x6E,0x0FB2,0x4FB2,0x1B8FB2,53,우연히 마주친 야생포켓몬에게서<NEXT>반드시 도망칠 수 있다,1,1,105,0x6A,07 4c 07 0c 0a f7 7f 04 46 08 06 09 03 7f 06 df 05 cd 0a 27 09 2f 04 93 07 01 01 34 05 dd 59 04 dd 03 45 06 63 7f 03 15 04 61 09 05 7f 06 26 7f 07 a6 02 d9,07 4c 07 0c 0a f7 7f 04 46 08 06 09 03 7f 06 df 05 cd 0a 27 09 2f 04 93 07 01 01 34 05 dd 59 04 dd 03 45 06 63 7f 03 15 04 61 09 05 7f 06 26 7f 07 a6 02 d9 50,0
KOREAN_GOLD,106,0x6E,0x0FE7,0x4FE7,0x1B8FE7,47,지니게 하면 얼음 타입의<NEXT>기술의 위력이 올라간다,1,1,106,0x6B,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 06 f3 07 8d 7f 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 06 f3 07 8d 7f 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,107,0x6E,0x1016,0x5016,0x1B9016,46,지니게 하면 전기타입의<NEXT>기술의 위력이 올라간다,1,1,107,0x6C,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 cc 01 b2 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 cc 01 b2 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,108,0x6E,0x1044,0x5044,0x1B9044,47,지니게 하면 자신이 모든<NEXT>상태 이상을 회복시킨다,1,1,108,0x6D,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 7f 04 90 03 47 59 05 c3 09 92 7f 07 9c 05 c3 07 8b 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 7f 04 90 03 47 59 05 c3 09 92 7f 07 9c 05 c3 07 8b 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,109,0x6E,0x1073,0x5073,0x1B9073,26,아름다운 진주<NEXT>싸게 팔린다,1,1,109,0x6E,06 c6 04 37 02 d9 07 4e 7f 08 28 08 06 59 06 6e 01 34 7f 09 f8 04 40 02 d9,06 c6 04 37 02 d9 07 4e 7f 08 28 08 06 59 06 6e 01 34 7f 09 f8 04 40 02 d9 50,0
KOREAN_GOLD,110,0x6E,0x108D,0x508D,0x1B908D,36,아름답고 알이 큰 진주<NEXT>비싸게 팔린다,1,1,110,0x6F,06 c6 04 37 02 e4 01 4d 7f 06 cb 07 9c 7f 09 7b 7f 08 28 08 06 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9,06 c6 04 37 02 e4 01 4d 7f 06 cb 07 9c 7f 09 7b 7f 08 28 08 06 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9 50,0
KOREAN_GOLD,111,0x6E,0x10B1,0x50B1,0x1B90B1,51,지니게 한 포켓몬이 진화<NEXT>하지 못하게 되는 이상한 돌,1,1,111,0x70,08 26 02 cf 01 34 7f 0a 71 7f 0a 27 09 2f 04 93 07 9c 7f 08 28 0a ad 59 0a 6f 08 26 7f 04 98 0a 6f 01 34 7f 03 27 02 c2 7f 07 9c 05 c3 0a 71 7f 03 19,08 26 02 cf 01 34 7f 0a 71 7f 0a 27 09 2f 04 93 07 9c 7f 08 28 0a ad 59 0a 6f 08 26 7f 04 98 0a 6f 01 34 7f 03 27 02 c2 7f 07 9c 05 c3 0a 71 7f 03 19 50,0
KOREAN_GOLD,112,0x6E,0x10E4,0x50E4,0x1B90E4,48,지니게 하면 고스트타입의<NEXT>기술의 위력이 올라간다,1,1,112,0x71,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 4d 06 4a 09 de 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 4d 06 4a 09 de 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,113,0x6E,0x1114,0x5114,0x1B9114,50,황토마을의 명물인 호두과자<NEXT>체력을 20 회복시켜준다,1,1,113,0x72,0a b2 09 b4 04 46 07 8b 07 97 7f 04 8d 04 b0 07 9e 7f 0a a3 03 2e 01 6a 07 aa 59 08 bc 03 f2 07 8b 7f f8 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,0a b2 09 b4 04 46 07 8b 07 97 7f 04 8d 04 b0 07 9e 7f 0a a3 03 2e 01 6a 07 aa 59 08 bc 03 f2 07 8b 7f f8 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50,0
KOREAN_GOLD,114,0x6E,0x1146,0x5146,0x1B9146,3,?,0,1,114,0x73,0b 67,0b 67 50,0
KOREAN_GOLD,115,0x6E,0x1149,0x5149,0x1B9149,3,?,0,1,115,0x74,0b 67,0b 67 50,0
KOREAN_GOLD,116,0x6E,0x114C,0x514C,0x1B914C,44,지니게 하면 풀타입의<NEXT>기술의 위력이 올라간다,1,1,116,0x75,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 0a 3e 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 0a 3e 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,117,0x6E,0x1178,0x5178,0x1B9178,24,무언가의 뼈<NEXT>싸게 팔린다,1,1,117,0x76,04 ab 06 f0 01 01 07 97 7f 05 90 59 06 6e 01 34 7f 09 f8 04 40 02 d9,04 ab 06 f0 01 01 07 97 7f 05 90 59 06 6e 01 34 7f 09 f8 04 40 02 d9 50,0
