version,slot_index_zero_based,item_id_decimal,item_id_hex,pointer_cpu_address_hex,pointer_file_offset_hex,pointer_raw_hex,target_cpu_address_hex,target_bank_offset_hex,target_file_offset_hex,target_reference_count,verified_record_boundary
KOREAN_GOLD,226,227,0xE3,0x41C4,0x1B81C4,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,227,228,0xE4,0x41C6,0x1B81C6,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,228,229,0xE5,0x41C8,0x1B81C8,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,229,230,0xE6,0x41CA,0x1B81CA,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,230,231,0xE7,0x41CC,0x1B81CC,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,231,232,0xE8,0x41CE,0x1B81CE,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,232,233,0xE9,0x41D0,0x1B81D0,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,233,234,0xEA,0x41D2,0x1B81D2,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,234,235,0xEB,0x41D4,0x1B81D4,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,235,236,0xEC,0x41D6,0x1B81D6,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,236,237,0xED,0x41D8,0x1B81D8,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,237,238,0xEE,0x41DA,0x1B81DA,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,238,239,0xEF,0x41DC,0x1B81DC,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,239,240,0xF0,0x41DE,0x1B81DE,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,240,241,0xF1,0x41E0,0x1B81E0,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,241,242,0xF2,0x41E2,0x1B81E2,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,242,243,0xF3,0x41E4,0x1B81E4,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,243,244,0xF4,0x41E6,0x1B81E6,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,244,245,0xF5,0x41E8,0x1B81E8,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,245,246,0xF6,0x41EA,0x1B81EA,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,246,247,0xF7,0x41EC,0x1B81EC,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,247,248,0xF8,0x41EE,0x1B81EE,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,248,249,0xF9,0x41F0,0x1B81F0,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,249,250,0xFA,0x41F2,0x1B81F2,61 5a,0x5A61,0x1A61,0x1B9A61,2,True
KOREAN_GOLD,250,251,0xFB,0x41F4,0x1B81F4,61 5a,0x5A61,0x1A61,0x1B9A61,2,True
KOREAN_GOLD,251,252,0xFC,0x41F6,0x1B81F6,64 5a,0x5A64,0x1A64,0x1B9A64,1,True
KOREAN_GOLD,252,253,0xFD,0x41F8,0x1B81F8,67 5a,0x5A67,0x1A67,0x1B9A67,1,True
KOREAN_GOLD,253,254,0xFE,0x41FA,0x1B81FA,6a 5a,0x5A6A,0x1A6A,0x1B9A6A,1,True
KOREAN_GOLD,254,255,0xFF,0x41FC,0x1B81FC,6d 5a,0x5A6D,0x1A6D,0x1B9A6D,2,True
KOREAN_GOLD,255,0,0x00,0x41FE,0x1B81FE,6d 5a,0x5A6D,0x1A6D,0x1B9A6D,2,True
