item_id_decimal,item_id_hex,slot_kind,original_name,latest_name,original_display_tiles,latest_display_tiles,display_tile_delta,latest_encoded_bytes,encoded_bytes_with_terminator,name_buffer_copy_capacity_bytes,buffer_safe_with_terminator,pack_list_columns,mart_list_columns,pack_list_width_safe,mart_list_width_safe,exceeds_shipped_global_max_display_tiles,ui_risk_status
159,0x9F,NAMED_ITEM,레벨볼,레벨볼,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
160,0xA0,NAMED_ITEM,루어볼,루어볼,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
161,0xA1,NAMED_ITEM,스피드볼,스피드볼,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
162,0xA2,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
163,0xA3,NAMED_ITEM,전기구슬,전기구슬,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
164,0xA4,NAMED_ITEM,프랜드볼,프렌드볼,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
165,0xA5,NAMED_ITEM,문볼,문볼,2,2,0,4,5,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
166,0xA6,NAMED_ITEM,러브러브볼,러브러브볼,5,5,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
167,0xA7,NAMED_ITEM,나무상자,나무상자,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
168,0xA8,NAMED_ITEM,오동나무상자,오동나무상자,6,6,0,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
169,0xA9,NAMED_ITEM,태양의 돌,태양의돌,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
170,0xAA,NAMED_ITEM,물방울 리본,물방울무늬 리본,6,8,2,15,16,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
171,0xAB,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
172,0xAC,NAMED_ITEM,업그레이드,업그레이드,5,5,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
173,0xAD,NAMED_ITEM,나무열매,오랭열매,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
174,0xAE,NAMED_ITEM,황금열매,자뭉열매,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
175,0xAF,NAMED_ITEM,꼬부기 물뿌리개,꼬부기물뿌리개,8,7,-1,14,15,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
176,0xB0,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
177,0xB1,NAMED_ITEM,파크볼,파크볼,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
178,0xB2,NAMED_ITEM,무지개빛 날개,무지갯빛깃털,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
179,0xB3,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
180,0xB4,NAMED_ITEM,기와조각,기와조각,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
181,0xB5,NAMED_ITEM,파도타기 메일,파도타기메일,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
182,0xB6,NAMED_ITEM,옥빛 메일,옥빛메일,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
183,0xB7,NAMED_ITEM,초상화 메일,초상화메일,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
184,0xB8,NAMED_ITEM,러브리 메일,러브리메일,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
185,0xB9,NAMED_ITEM,브이브이 메일,브이브이메일,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
186,0xBA,NAMED_ITEM,변신 메일,변신메일,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
187,0xBB,NAMED_ITEM,푸른하늘 메일,푸른하늘메일,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
188,0xBC,NAMED_ITEM,음표 메일,음표메일,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
189,0xBD,NAMED_ITEM,환상의 메일,환상의메일,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
190,0xBE,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
191,0xBF,TM_OR_HM,기술머신01,기술머신01,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
192,0xC0,TM_OR_HM,기술머신02,기술머신02,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
193,0xC1,TM_OR_HM,기술머신03,기술머신03,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
194,0xC2,TM_OR_HM,기술머신04,기술머신04,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
195,0xC3,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
196,0xC4,TM_OR_HM,기술머신05,기술머신05,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
197,0xC5,TM_OR_HM,기술머신06,기술머신06,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
198,0xC6,TM_OR_HM,기술머신07,기술머신07,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
199,0xC7,TM_OR_HM,기술머신08,기술머신08,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
200,0xC8,TM_OR_HM,기술머신09,기술머신09,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
201,0xC9,TM_OR_HM,기술머신10,기술머신10,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
202,0xCA,TM_OR_HM,기술머신11,기술머신11,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
203,0xCB,TM_OR_HM,기술머신12,기술머신12,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
204,0xCC,TM_OR_HM,기술머신13,기술머신13,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
205,0xCD,TM_OR_HM,기술머신14,기술머신14,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
206,0xCE,TM_OR_HM,기술머신15,기술머신15,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
207,0xCF,TM_OR_HM,기술머신16,기술머신16,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
208,0xD0,TM_OR_HM,기술머신17,기술머신17,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
209,0xD1,TM_OR_HM,기술머신18,기술머신18,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
210,0xD2,TM_OR_HM,기술머신19,기술머신19,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
211,0xD3,TM_OR_HM,기술머신20,기술머신20,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
212,0xD4,TM_OR_HM,기술머신21,기술머신21,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
213,0xD5,TM_OR_HM,기술머신22,기술머신22,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
214,0xD6,TM_OR_HM,기술머신23,기술머신23,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
215,0xD7,TM_OR_HM,기술머신24,기술머신24,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
216,0xD8,TM_OR_HM,기술머신25,기술머신25,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
217,0xD9,TM_OR_HM,기술머신26,기술머신26,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
218,0xDA,TM_OR_HM,기술머신27,기술머신27,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
219,0xDB,TM_OR_HM,기술머신28,기술머신28,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
220,0xDC,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
221,0xDD,TM_OR_HM,기술머신29,기술머신29,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
222,0xDE,TM_OR_HM,기술머신30,기술머신30,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
223,0xDF,TM_OR_HM,기술머신31,기술머신31,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
224,0xE0,TM_OR_HM,기술머신32,기술머신32,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
225,0xE1,TM_OR_HM,기술머신33,기술머신33,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
226,0xE2,TM_OR_HM,기술머신34,기술머신34,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
227,0xE3,TM_OR_HM,기술머신35,기술머신35,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
228,0xE4,TM_OR_HM,기술머신36,기술머신36,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
229,0xE5,TM_OR_HM,기술머신37,기술머신37,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
230,0xE6,TM_OR_HM,기술머신38,기술머신38,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
231,0xE7,TM_OR_HM,기술머신39,기술머신39,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
232,0xE8,TM_OR_HM,기술머신40,기술머신40,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
233,0xE9,TM_OR_HM,기술머신41,기술머신41,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
234,0xEA,TM_OR_HM,기술머신42,기술머신42,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
235,0xEB,TM_OR_HM,기술머신43,기술머신43,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
236,0xEC,TM_OR_HM,기술머신44,기술머신44,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
237,0xED,TM_OR_HM,기술머신45,기술머신45,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
238,0xEE,TM_OR_HM,기술머신46,기술머신46,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
239,0xEF,TM_OR_HM,기술머신47,기술머신47,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
240,0xF0,TM_OR_HM,기술머신48,기술머신48,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
241,0xF1,TM_OR_HM,기술머신49,기술머신49,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
242,0xF2,TM_OR_HM,기술머신50,기술머신50,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
243,0xF3,TM_OR_HM,비전머신01,비전머신01,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
244,0xF4,TM_OR_HM,비전머신02,비전머신02,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
245,0xF5,TM_OR_HM,비전머신03,비전머신03,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
246,0xF6,TM_OR_HM,비전머신04,비전머신04,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
247,0xF7,TM_OR_HM,비전머신05,비전머신05,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
248,0xF8,TM_OR_HM,비전머신06,비전머신06,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
249,0xF9,TM_OR_HM,비전머신07,비전머신07,6,6,0,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
250,0xFA,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
251,0xFB,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
252,0xFC,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
253,0xFD,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
254,0xFE,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
255,0xFF,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
0,0x00,UNUSED_OR_INTERNAL,<?>,<?>,3,3,0,1,2,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
