national_dex,identifier,source_species_token,introduced_generation,hp,attack,defense,speed,sp_attack,sp_defense,type1_token,type2_token,type1_id,type2_id,catch_rate,base_exp,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,held_item_common,held_item_rare,gender_token,gender_threshold,hatch_cycles,friendship,growth_token,growth_id,egg_group1_token,egg_group2_token,egg_group1_id,egg_group2_id,ability1_token,ability2_token,ability1_id,ability2_id,safari_flee_rate,body_color_token,no_flip_token,source_path
57,primeape,SPECIES_PRIMEAPE,1,65,105,60,95,60,70,TYPE_FIGHTING,TYPE_FIGHTING,1,1,75,149,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_VITAL_SPIRIT,ABILITY_NONE,72,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
58,growlithe,SPECIES_GROWLITHE,1,55,70,45,60,70,50,TYPE_FIRE,TYPE_FIRE,9,9,190,91,0,1,0,0,0,0,ITEM_RAWST_BERRY,ITEM_RAWST_BERRY,PERCENT_FEMALE(25),63,20,70,GROWTH_SLOW,5,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_INTIMIDATE,ABILITY_FLASH_FIRE,22,18,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
59,arcanine,SPECIES_ARCANINE,1,90,110,80,95,100,80,TYPE_FIRE,TYPE_FIRE,9,9,75,213,0,2,0,0,0,0,ITEM_RAWST_BERRY,ITEM_RAWST_BERRY,PERCENT_FEMALE(25),63,20,70,GROWTH_SLOW,5,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_INTIMIDATE,ABILITY_FLASH_FIRE,22,18,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
60,poliwag,SPECIES_POLIWAG,1,40,50,40,90,40,40,TYPE_WATER,TYPE_WATER,10,10,255,77,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_WATER_1,EGG_GROUP_WATER_1,2,2,ABILITY_WATER_ABSORB,ABILITY_DAMP,11,6,0,BODY_COLOR_BLUE,TRUE,pokeemerald/src/data/pokemon/species_info.h
61,poliwhirl,SPECIES_POLIWHIRL,1,65,65,65,90,50,50,TYPE_WATER,TYPE_WATER,10,10,120,131,0,0,0,2,0,0,ITEM_NONE,ITEM_KINGS_ROCK,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_WATER_1,EGG_GROUP_WATER_1,2,2,ABILITY_WATER_ABSORB,ABILITY_DAMP,11,6,0,BODY_COLOR_BLUE,TRUE,pokeemerald/src/data/pokemon/species_info.h
62,poliwrath,SPECIES_POLIWRATH,1,90,85,95,70,70,90,TYPE_WATER,TYPE_FIGHTING,10,1,45,185,0,0,3,0,0,0,ITEM_NONE,ITEM_KINGS_ROCK,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_WATER_1,EGG_GROUP_WATER_1,2,2,ABILITY_WATER_ABSORB,ABILITY_DAMP,11,6,0,BODY_COLOR_BLUE,TRUE,pokeemerald/src/data/pokemon/species_info.h
63,abra,SPECIES_ABRA,1,25,20,15,90,105,55,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,200,73,0,0,0,0,1,0,ITEM_NONE,ITEM_TWISTED_SPOON,PERCENT_FEMALE(25),63,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_SYNCHRONIZE,ABILITY_INNER_FOCUS,28,39,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
64,kadabra,SPECIES_KADABRA,1,40,35,30,105,120,70,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,100,145,0,0,0,0,2,0,ITEM_NONE,ITEM_TWISTED_SPOON,PERCENT_FEMALE(25),63,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_SYNCHRONIZE,ABILITY_INNER_FOCUS,28,39,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
65,alakazam,SPECIES_ALAKAZAM,1,55,50,45,120,135,85,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,50,186,0,0,0,0,3,0,ITEM_NONE,ITEM_TWISTED_SPOON,PERCENT_FEMALE(25),63,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_SYNCHRONIZE,ABILITY_INNER_FOCUS,28,39,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
66,machop,SPECIES_MACHOP,1,70,80,50,35,35,35,TYPE_FIGHTING,TYPE_FIGHTING,1,1,180,88,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(25),63,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_GUTS,ABILITY_NONE,62,0,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
67,machoke,SPECIES_MACHOKE,1,80,100,70,45,50,60,TYPE_FIGHTING,TYPE_FIGHTING,1,1,90,146,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(25),63,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_GUTS,ABILITY_NONE,62,0,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
68,machamp,SPECIES_MACHAMP,1,90,130,80,55,65,85,TYPE_FIGHTING,TYPE_FIGHTING,1,1,45,193,0,3,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(25),63,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_GUTS,ABILITY_NONE,62,0,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
69,bellsprout,SPECIES_BELLSPROUT,1,50,75,35,40,70,30,TYPE_GRASS,TYPE_POISON,11,3,255,84,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_GRASS,EGG_GROUP_GRASS,7,7,ABILITY_CHLOROPHYLL,ABILITY_NONE,34,0,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
70,weepinbell,SPECIES_WEEPINBELL,1,65,90,50,55,85,45,TYPE_GRASS,TYPE_POISON,11,3,120,151,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_GRASS,EGG_GROUP_GRASS,7,7,ABILITY_CHLOROPHYLL,ABILITY_NONE,34,0,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
71,victreebel,SPECIES_VICTREEBEL,1,80,105,65,70,100,60,TYPE_GRASS,TYPE_POISON,11,3,45,191,0,3,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_GRASS,EGG_GROUP_GRASS,7,7,ABILITY_CHLOROPHYLL,ABILITY_NONE,34,0,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
72,tentacool,SPECIES_TENTACOOL,1,40,40,35,70,50,100,TYPE_WATER,TYPE_POISON,10,3,190,105,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_SLOW,5,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,9,9,ABILITY_CLEAR_BODY,ABILITY_LIQUID_OOZE,29,64,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
73,tentacruel,SPECIES_TENTACRUEL,1,80,70,65,100,80,120,TYPE_WATER,TYPE_POISON,10,3,60,205,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_SLOW,5,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,9,9,ABILITY_CLEAR_BODY,ABILITY_LIQUID_OOZE,29,64,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
74,geodude,SPECIES_GEODUDE,1,40,80,100,20,30,30,TYPE_ROCK,TYPE_GROUND,5,4,255,86,0,0,1,0,0,0,ITEM_NONE,ITEM_EVERSTONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_ROCK_HEAD,ABILITY_STURDY,69,5,4,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
75,graveler,SPECIES_GRAVELER,1,55,95,115,35,45,45,TYPE_ROCK,TYPE_GROUND,5,4,120,134,0,0,2,0,0,0,ITEM_NONE,ITEM_EVERSTONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_ROCK_HEAD,ABILITY_STURDY,69,5,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
76,golem,SPECIES_GOLEM,1,80,110,130,45,55,65,TYPE_ROCK,TYPE_GROUND,5,4,45,177,0,0,3,0,0,0,ITEM_NONE,ITEM_EVERSTONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_ROCK_HEAD,ABILITY_STURDY,69,5,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
77,ponyta,SPECIES_PONYTA,1,50,85,55,90,65,65,TYPE_FIRE,TYPE_FIRE,9,9,190,152,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_RUN_AWAY,ABILITY_FLASH_FIRE,50,18,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
78,rapidash,SPECIES_RAPIDASH,1,65,100,70,105,80,80,TYPE_FIRE,TYPE_FIRE,9,9,60,192,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_RUN_AWAY,ABILITY_FLASH_FIRE,50,18,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
79,slowpoke,SPECIES_SLOWPOKE,1,90,65,65,15,40,40,TYPE_WATER,TYPE_PSYCHIC,10,13,190,99,1,0,0,0,0,0,ITEM_NONE,ITEM_KINGS_ROCK,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MONSTER,EGG_GROUP_WATER_1,1,2,ABILITY_OBLIVIOUS,ABILITY_OWN_TEMPO,12,20,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
80,slowbro,SPECIES_SLOWBRO,1,95,75,110,30,100,80,TYPE_WATER,TYPE_PSYCHIC,10,13,75,164,0,0,2,0,0,0,ITEM_NONE,ITEM_KINGS_ROCK,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MONSTER,EGG_GROUP_WATER_1,1,2,ABILITY_OBLIVIOUS,ABILITY_OWN_TEMPO,12,20,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
81,magnemite,SPECIES_MAGNEMITE,1,25,35,70,45,95,55,TYPE_ELECTRIC,TYPE_STEEL,12,8,190,89,0,0,0,0,1,0,ITEM_NONE,ITEM_METAL_COAT,MON_GENDERLESS,255,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_MAGNET_PULL,ABILITY_STURDY,42,5,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
82,magneton,SPECIES_MAGNETON,1,50,60,95,70,120,70,TYPE_ELECTRIC,TYPE_STEEL,12,8,60,161,0,0,0,0,2,0,ITEM_NONE,ITEM_METAL_COAT,MON_GENDERLESS,255,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_MAGNET_PULL,ABILITY_STURDY,42,5,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
83,farfetchd,SPECIES_FARFETCHD,1,52,65,55,60,58,62,TYPE_NORMAL,TYPE_FLYING,0,2,45,94,0,1,0,0,0,0,ITEM_NONE,ITEM_STICK,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FLYING,EGG_GROUP_FIELD,4,5,ABILITY_KEEN_EYE,ABILITY_INNER_FOCUS,51,39,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
84,doduo,SPECIES_DODUO,1,35,85,45,75,35,35,TYPE_NORMAL,TYPE_FLYING,0,2,190,96,0,1,0,0,0,0,ITEM_NONE,ITEM_SHARP_BEAK,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FLYING,EGG_GROUP_FLYING,4,4,ABILITY_RUN_AWAY,ABILITY_EARLY_BIRD,50,48,8,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
85,dodrio,SPECIES_DODRIO,1,60,110,70,100,60,60,TYPE_NORMAL,TYPE_FLYING,0,2,45,158,0,2,0,0,0,0,ITEM_NONE,ITEM_SHARP_BEAK,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FLYING,EGG_GROUP_FLYING,4,4,ABILITY_RUN_AWAY,ABILITY_EARLY_BIRD,50,48,10,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
86,seel,SPECIES_SEEL,1,65,45,55,45,45,70,TYPE_WATER,TYPE_WATER,10,10,190,100,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,2,5,ABILITY_THICK_FAT,ABILITY_NONE,47,0,0,BODY_COLOR_WHITE,FALSE,pokeemerald/src/data/pokemon/species_info.h
87,dewgong,SPECIES_DEWGONG,1,90,70,80,70,70,95,TYPE_WATER,TYPE_ICE,10,14,75,176,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,2,5,ABILITY_THICK_FAT,ABILITY_NONE,47,0,0,BODY_COLOR_WHITE,FALSE,pokeemerald/src/data/pokemon/species_info.h
88,grimer,SPECIES_GRIMER,1,80,80,50,25,40,50,TYPE_POISON,TYPE_POISON,3,3,190,90,1,0,0,0,0,0,ITEM_NONE,ITEM_NUGGET,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_STENCH,ABILITY_STICKY_HOLD,1,60,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
89,muk,SPECIES_MUK,1,105,105,75,50,65,100,TYPE_POISON,TYPE_POISON,3,3,75,157,1,1,0,0,0,0,ITEM_NONE,ITEM_NUGGET,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_STENCH,ABILITY_STICKY_HOLD,1,60,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
90,shellder,SPECIES_SHELLDER,1,30,65,100,40,45,25,TYPE_WATER,TYPE_WATER,10,10,190,97,0,0,1,0,0,0,ITEM_PEARL,ITEM_BIG_PEARL,PERCENT_FEMALE(50),127,20,70,GROWTH_SLOW,5,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,9,9,ABILITY_SHELL_ARMOR,ABILITY_NONE,75,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
91,cloyster,SPECIES_CLOYSTER,1,50,95,180,70,85,45,TYPE_WATER,TYPE_ICE,10,14,60,203,0,0,2,0,0,0,ITEM_PEARL,ITEM_BIG_PEARL,PERCENT_FEMALE(50),127,20,70,GROWTH_SLOW,5,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,9,9,ABILITY_SHELL_ARMOR,ABILITY_NONE,75,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
92,gastly,SPECIES_GASTLY,1,30,35,30,80,100,35,TYPE_GHOST,TYPE_POISON,7,3,190,95,0,0,0,0,1,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_LEVITATE,ABILITY_NONE,26,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
93,haunter,SPECIES_HAUNTER,1,45,50,45,95,115,55,TYPE_GHOST,TYPE_POISON,7,3,90,126,0,0,0,0,2,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_LEVITATE,ABILITY_NONE,26,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
94,gengar,SPECIES_GENGAR,1,60,65,60,110,130,75,TYPE_GHOST,TYPE_POISON,7,3,45,190,0,0,0,0,3,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_LEVITATE,ABILITY_NONE,26,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
95,onix,SPECIES_ONIX,1,35,45,160,70,30,45,TYPE_ROCK,TYPE_GROUND,5,4,45,108,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,25,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_ROCK_HEAD,ABILITY_STURDY,69,5,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
96,drowzee,SPECIES_DROWZEE,1,60,48,45,42,43,90,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,190,102,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_INSOMNIA,ABILITY_NONE,15,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
97,hypno,SPECIES_HYPNO,1,85,73,70,67,73,115,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,75,165,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_INSOMNIA,ABILITY_NONE,15,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
98,krabby,SPECIES_KRABBY,1,30,105,90,50,25,25,TYPE_WATER,TYPE_WATER,10,10,225,115,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,9,9,ABILITY_HYPER_CUTTER,ABILITY_SHELL_ARMOR,52,75,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
99,kingler,SPECIES_KINGLER,1,55,130,115,75,50,50,TYPE_WATER,TYPE_WATER,10,10,60,206,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,9,9,ABILITY_HYPER_CUTTER,ABILITY_SHELL_ARMOR,52,75,0,BODY_COLOR_RED,TRUE,pokeemerald/src/data/pokemon/species_info.h
100,voltorb,SPECIES_VOLTORB,1,40,30,50,100,55,55,TYPE_ELECTRIC,TYPE_ELECTRIC,12,12,190,103,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,255,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_SOUNDPROOF,ABILITY_STATIC,43,9,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
101,electrode,SPECIES_ELECTRODE,1,60,50,70,140,80,80,TYPE_ELECTRIC,TYPE_ELECTRIC,12,12,60,150,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,255,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_SOUNDPROOF,ABILITY_STATIC,43,9,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
102,exeggcute,SPECIES_EXEGGCUTE,1,60,40,80,40,60,45,TYPE_GRASS,TYPE_PSYCHIC,11,13,90,98,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_SLOW,5,EGG_GROUP_GRASS,EGG_GROUP_GRASS,7,7,ABILITY_CHLOROPHYLL,ABILITY_NONE,34,0,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
103,exeggutor,SPECIES_EXEGGUTOR,1,95,95,85,55,125,65,TYPE_GRASS,TYPE_PSYCHIC,11,13,45,212,0,0,0,0,2,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_SLOW,5,EGG_GROUP_GRASS,EGG_GROUP_GRASS,7,7,ABILITY_CHLOROPHYLL,ABILITY_NONE,34,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
104,cubone,SPECIES_CUBONE,1,50,50,95,35,40,50,TYPE_GROUND,TYPE_GROUND,4,4,190,87,0,0,1,0,0,0,ITEM_NONE,ITEM_THICK_CLUB,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,1,1,ABILITY_ROCK_HEAD,ABILITY_LIGHTNING_ROD,69,31,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
105,marowak,SPECIES_MAROWAK,1,60,80,110,45,50,80,TYPE_GROUND,TYPE_GROUND,4,4,75,124,0,0,2,0,0,0,ITEM_NONE,ITEM_THICK_CLUB,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,1,1,ABILITY_ROCK_HEAD,ABILITY_LIGHTNING_ROD,69,31,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
106,hitmonlee,SPECIES_HITMONLEE,1,50,120,53,87,35,110,TYPE_FIGHTING,TYPE_FIGHTING,1,1,45,139,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,MON_MALE,0,25,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_LIMBER,ABILITY_NONE,7,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
107,hitmonchan,SPECIES_HITMONCHAN,1,50,105,79,76,35,110,TYPE_FIGHTING,TYPE_FIGHTING,1,1,45,140,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,MON_MALE,0,25,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_KEEN_EYE,ABILITY_NONE,51,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
108,lickitung,SPECIES_LICKITUNG,1,90,55,75,30,60,75,TYPE_NORMAL,TYPE_NORMAL,0,0,45,127,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,1,1,ABILITY_OWN_TEMPO,ABILITY_OBLIVIOUS,20,12,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
109,koffing,SPECIES_KOFFING,1,40,65,95,35,60,45,TYPE_POISON,TYPE_POISON,3,3,190,114,0,0,1,0,0,0,ITEM_NONE,ITEM_SMOKE_BALL,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_LEVITATE,ABILITY_NONE,26,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
110,weezing,SPECIES_WEEZING,1,65,90,120,60,85,70,TYPE_POISON,TYPE_POISON,3,3,60,173,0,0,2,0,0,0,ITEM_NONE,ITEM_SMOKE_BALL,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_LEVITATE,ABILITY_NONE,26,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
111,rhyhorn,SPECIES_RHYHORN,1,80,85,95,25,30,30,TYPE_GROUND,TYPE_ROCK,4,5,120,135,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_SLOW,5,EGG_GROUP_MONSTER,EGG_GROUP_FIELD,1,5,ABILITY_LIGHTNING_ROD,ABILITY_ROCK_HEAD,31,69,4,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
112,rhydon,SPECIES_RHYDON,1,105,130,120,40,45,45,TYPE_GROUND,TYPE_ROCK,4,5,60,204,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_SLOW,5,EGG_GROUP_MONSTER,EGG_GROUP_FIELD,1,5,ABILITY_LIGHTNING_ROD,ABILITY_ROCK_HEAD,31,69,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
