version,slot_index_zero_based,move_id_if_real,slot_kind,pointer_bank_hex,pointer_cpu_address_hex,pointer_file_offset_hex,pointer_raw_hex,target_cpu_address_hex,target_bank_offset_hex,target_file_offset_hex,verified
KOREAN_GOLD,189,190,MOVE_DESCRIPTION,0x6D,0x417A,0x1B417A,d4 66,0x66D4,0x26D4,0x1B66D4,True
KOREAN_GOLD,190,191,MOVE_DESCRIPTION,0x6D,0x417C,0x1B417C,04 67,0x6704,0x2704,0x1B6704,True
KOREAN_GOLD,191,192,MOVE_DESCRIPTION,0x6D,0x417E,0x1B417E,33 67,0x6733,0x2733,0x1B6733,True
KOREAN_GOLD,192,193,MOVE_DESCRIPTION,0x6D,0x4180,0x1B4180,71 67,0x6771,0x2771,0x1B6771,True
KOREAN_GOLD,193,194,MOVE_DESCRIPTION,0x6D,0x4182,0x1B4182,ab 67,0x67AB,0x27AB,0x1B67AB,True
KOREAN_GOLD,194,195,MOVE_DESCRIPTION,0x6D,0x4184,0x1B4184,e0 67,0x67E0,0x27E0,0x1B67E0,True
KOREAN_GOLD,195,196,MOVE_DESCRIPTION,0x6D,0x4186,0x1B4186,0d 68,0x680D,0x280D,0x1B680D,True
KOREAN_GOLD,196,197,MOVE_DESCRIPTION,0x6D,0x4188,0x1B4188,3e 68,0x683E,0x283E,0x1B683E,True
KOREAN_GOLD,197,198,MOVE_DESCRIPTION,0x6D,0x418A,0x1B418A,78 68,0x6878,0x2878,0x1B6878,True
KOREAN_GOLD,198,199,MOVE_DESCRIPTION,0x6D,0x418C,0x1B418C,a9 68,0x68A9,0x28A9,0x1B68A9,True
KOREAN_GOLD,199,200,MOVE_DESCRIPTION,0x6D,0x418E,0x1B418E,db 68,0x68DB,0x28DB,0x1B68DB,True
KOREAN_GOLD,200,201,MOVE_DESCRIPTION,0x6D,0x4190,0x1B4190,18 69,0x6918,0x2918,0x1B6918,True
KOREAN_GOLD,201,202,MOVE_DESCRIPTION,0x6D,0x4192,0x1B4192,48 69,0x6948,0x2948,0x1B6948,True
KOREAN_GOLD,202,203,MOVE_DESCRIPTION,0x6D,0x4194,0x1B4194,74 69,0x6974,0x2974,0x1B6974,True
KOREAN_GOLD,203,204,MOVE_DESCRIPTION,0x6D,0x4196,0x1B4196,a3 69,0x69A3,0x29A3,0x1B69A3,True
KOREAN_GOLD,204,205,MOVE_DESCRIPTION,0x6D,0x4198,0x1B4198,d5 69,0x69D5,0x29D5,0x1B69D5,True
KOREAN_GOLD,205,206,MOVE_DESCRIPTION,0x6D,0x419A,0x1B419A,0c 6a,0x6A0C,0x2A0C,0x1B6A0C,True
KOREAN_GOLD,206,207,MOVE_DESCRIPTION,0x6D,0x419C,0x1B419C,35 6a,0x6A35,0x2A35,0x1B6A35,True
KOREAN_GOLD,207,208,MOVE_DESCRIPTION,0x6D,0x419E,0x1B419E,73 6a,0x6A73,0x2A73,0x1B6A73,True
KOREAN_GOLD,208,209,MOVE_DESCRIPTION,0x6D,0x41A0,0x1B41A0,9d 6a,0x6A9D,0x2A9D,0x1B6A9D,True
KOREAN_GOLD,209,210,MOVE_DESCRIPTION,0x6D,0x41A2,0x1B41A2,cd 6a,0x6ACD,0x2ACD,0x1B6ACD,True
KOREAN_GOLD,210,211,MOVE_DESCRIPTION,0x6D,0x41A4,0x1B41A4,f2 6a,0x6AF2,0x2AF2,0x1B6AF2,True
KOREAN_GOLD,211,212,MOVE_DESCRIPTION,0x6D,0x41A6,0x1B41A6,2c 6b,0x6B2C,0x2B2C,0x1B6B2C,True
KOREAN_GOLD,212,213,MOVE_DESCRIPTION,0x6D,0x41A8,0x1B41A8,63 6b,0x6B63,0x2B63,0x1B6B63,True
KOREAN_GOLD,213,214,MOVE_DESCRIPTION,0x6D,0x41AA,0x1B41AA,a0 6b,0x6BA0,0x2BA0,0x1B6BA0,True
KOREAN_GOLD,214,215,MOVE_DESCRIPTION,0x6D,0x41AC,0x1B41AC,de 6b,0x6BDE,0x2BDE,0x1B6BDE,True
KOREAN_GOLD,215,216,MOVE_DESCRIPTION,0x6D,0x41AE,0x1B41AE,13 6c,0x6C13,0x2C13,0x1B6C13,True
KOREAN_GOLD,216,217,MOVE_DESCRIPTION,0x6D,0x41B0,0x1B41B0,48 6c,0x6C48,0x2C48,0x1B6C48,True
KOREAN_GOLD,217,218,MOVE_DESCRIPTION,0x6D,0x41B2,0x1B41B2,7d 6c,0x6C7D,0x2C7D,0x1B6C7D,True
KOREAN_GOLD,218,219,MOVE_DESCRIPTION,0x6D,0x41B4,0x1B41B4,af 6c,0x6CAF,0x2CAF,0x1B6CAF,True
KOREAN_GOLD,219,220,MOVE_DESCRIPTION,0x6D,0x41B6,0x1B41B6,e4 6c,0x6CE4,0x2CE4,0x1B6CE4,True
KOREAN_GOLD,220,221,MOVE_DESCRIPTION,0x6D,0x41B8,0x1B41B8,17 6d,0x6D17,0x2D17,0x1B6D17,True
KOREAN_GOLD,221,222,MOVE_DESCRIPTION,0x6D,0x41BA,0x1B41BA,48 6d,0x6D48,0x2D48,0x1B6D48,True
KOREAN_GOLD,222,223,MOVE_DESCRIPTION,0x6D,0x41BC,0x1B41BC,7f 6d,0x6D7F,0x2D7F,0x1B6D7F,True
KOREAN_GOLD,223,224,MOVE_DESCRIPTION,0x6D,0x41BE,0x1B41BE,c1 6d,0x6DC1,0x2DC1,0x1B6DC1,True
KOREAN_GOLD,224,225,MOVE_DESCRIPTION,0x6D,0x41C0,0x1B41C0,f2 6d,0x6DF2,0x2DF2,0x1B6DF2,True
KOREAN_GOLD,225,226,MOVE_DESCRIPTION,0x6D,0x41C2,0x1B41C2,1c 6e,0x6E1C,0x2E1C,0x1B6E1C,True
KOREAN_GOLD,226,227,MOVE_DESCRIPTION,0x6D,0x41C4,0x1B41C4,4e 6e,0x6E4E,0x2E4E,0x1B6E4E,True
KOREAN_GOLD,227,228,MOVE_DESCRIPTION,0x6D,0x41C6,0x1B41C6,8a 6e,0x6E8A,0x2E8A,0x1B6E8A,True
KOREAN_GOLD,228,229,MOVE_DESCRIPTION,0x6D,0x41C8,0x1B41C8,c3 6e,0x6EC3,0x2EC3,0x1B6EC3,True
KOREAN_GOLD,229,230,MOVE_DESCRIPTION,0x6D,0x41CA,0x1B41CA,e8 6e,0x6EE8,0x2EE8,0x1B6EE8,True
KOREAN_GOLD,230,231,MOVE_DESCRIPTION,0x6D,0x41CC,0x1B41CC,16 6f,0x6F16,0x2F16,0x1B6F16,True
KOREAN_GOLD,231,232,MOVE_DESCRIPTION,0x6D,0x41CE,0x1B41CE,4e 6f,0x6F4E,0x2F4E,0x1B6F4E,True
KOREAN_GOLD,232,233,MOVE_DESCRIPTION,0x6D,0x41D0,0x1B41D0,81 6f,0x6F81,0x2F81,0x1B6F81,True
KOREAN_GOLD,233,234,MOVE_DESCRIPTION,0x6D,0x41D2,0x1B41D2,af 6f,0x6FAF,0x2FAF,0x1B6FAF,True
KOREAN_GOLD,234,235,MOVE_DESCRIPTION,0x6D,0x41D4,0x1B41D4,d8 6f,0x6FD8,0x2FD8,0x1B6FD8,True
KOREAN_GOLD,235,236,MOVE_DESCRIPTION,0x6D,0x41D6,0x1B41D6,01 70,0x7001,0x3001,0x1B7001,True
KOREAN_GOLD,236,237,MOVE_DESCRIPTION,0x6D,0x41D8,0x1B41D8,2a 70,0x702A,0x302A,0x1B702A,True
KOREAN_GOLD,237,238,MOVE_DESCRIPTION,0x6D,0x41DA,0x1B41DA,5d 70,0x705D,0x305D,0x1B705D,True
KOREAN_GOLD,238,239,MOVE_DESCRIPTION,0x6D,0x41DC,0x1B41DC,8a 70,0x708A,0x308A,0x1B708A,True
KOREAN_GOLD,239,240,MOVE_DESCRIPTION,0x6D,0x41DE,0x1B41DE,af 70,0x70AF,0x30AF,0x1B70AF,True
KOREAN_GOLD,240,241,MOVE_DESCRIPTION,0x6D,0x41E0,0x1B41E0,da 70,0x70DA,0x30DA,0x1B70DA,True
KOREAN_GOLD,241,242,MOVE_DESCRIPTION,0x6D,0x41E2,0x1B41E2,07 71,0x7107,0x3107,0x1B7107,True
KOREAN_GOLD,242,243,MOVE_DESCRIPTION,0x6D,0x41E4,0x1B41E4,43 71,0x7143,0x3143,0x1B7143,True
KOREAN_GOLD,243,244,MOVE_DESCRIPTION,0x6D,0x41E6,0x1B41E6,73 71,0x7173,0x3173,0x1B7173,True
KOREAN_GOLD,244,245,MOVE_DESCRIPTION,0x6D,0x41E8,0x1B41E8,9e 71,0x719E,0x319E,0x1B719E,True
KOREAN_GOLD,245,246,MOVE_DESCRIPTION,0x6D,0x41EA,0x1B41EA,cc 71,0x71CC,0x31CC,0x1B71CC,True
KOREAN_GOLD,246,247,MOVE_DESCRIPTION,0x6D,0x41EC,0x1B41EC,f1 71,0x71F1,0x31F1,0x1B71F1,True
KOREAN_GOLD,247,248,MOVE_DESCRIPTION,0x6D,0x41EE,0x1B41EE,27 72,0x7227,0x3227,0x1B7227,True
KOREAN_GOLD,248,249,MOVE_DESCRIPTION,0x6D,0x41F0,0x1B41F0,4e 72,0x724E,0x324E,0x1B724E,True
KOREAN_GOLD,249,250,MOVE_DESCRIPTION,0x6D,0x41F2,0x1B41F2,83 72,0x7283,0x3283,0x1B7283,True
KOREAN_GOLD,250,251,MOVE_DESCRIPTION,0x6D,0x41F4,0x1B41F4,b3 72,0x72B3,0x32B3,0x1B72B3,True
KOREAN_GOLD,251,,UNUSED_DUMMY,0x6D,0x41F6,0x1B41F6,00 42,0x4200,0x0200,0x1B4200,True
KOREAN_GOLD,252,,UNUSED_DUMMY,0x6D,0x41F8,0x1B41F8,00 42,0x4200,0x0200,0x1B4200,True
KOREAN_GOLD,253,,UNUSED_DUMMY,0x6D,0x41FA,0x1B41FA,00 42,0x4200,0x0200,0x1B4200,True
KOREAN_GOLD,254,,UNUSED_DUMMY,0x6D,0x41FC,0x1B41FC,00 42,0x4200,0x0200,0x1B4200,True
KOREAN_GOLD,255,,UNUSED_DUMMY,0x6D,0x41FE,0x1B41FE,00 42,0x4200,0x0200,0x1B4200,True
