category,index_zero_based,index_one_based,bank_hex,bank_offset_hex,cpu_address_hex,file_offset_hex,storage,raw_length,raw_hex,fixed_suffix_hex,decoded_text,undefined_code_count
ITEM_NAMES,182,183,0x6C,0x06BD,0x46BD,0x1B06BD,VARIABLE,11,08 ca 05 c3 0a ad 7f 04 7e 07 9f,,초상화 메일,0
ITEM_NAMES,183,184,0x6C,0x06C9,0x46C9,0x1B06C9,VARIABLE,11,03 df 05 4a 04 3e 7f 04 7e 07 9f,,러브리 메일,0
ITEM_NAMES,184,185,0x6C,0x06D5,0x46D5,0x1B06D5,VARIABLE,13,05 4a 07 9c 05 4a 07 9c 7f 04 7e 07 9f,,브이브이 메일,0
ITEM_NAMES,185,186,0x6C,0x06E3,0x46E3,0x1B06E3,VARIABLE,9,05 0f 06 65 7f 04 7e 07 9f,,변신 메일,0
ITEM_NAMES,186,187,0x6C,0x06ED,0x46ED,0x1B06ED,VARIABLE,13,0a 3a 04 35 0a 6f 02 c3 7f 04 7e 07 9f,,푸른하늘 메일,0
ITEM_NAMES,187,188,0x6C,0x06FB,0x46FB,0x1B06FB,VARIABLE,9,07 8d 0a 35 7f 04 7e 07 9f,,음표 메일,0
ITEM_NAMES,188,189,0x6C,0x0705,0x4705,0x1B0705,VARIABLE,11,0a af 05 c3 07 97 7f 04 7e 07 9f,,환상의 메일,0
ITEM_NAMES,189,190,0x6C,0x0711,0x4711,0x1B0711,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,190,191,0x6C,0x0714,0x4714,0x1B0714,VARIABLE,10,01 b2 06 2a 04 73 06 65 f6 f7,,기술머신01,0
ITEM_NAMES,191,192,0x6C,0x071F,0x471F,0x1B071F,VARIABLE,10,01 b2 06 2a 04 73 06 65 f6 f8,,기술머신02,0
ITEM_NAMES,192,193,0x6C,0x072A,0x472A,0x1B072A,VARIABLE,10,01 b2 06 2a 04 73 06 65 f6 f9,,기술머신03,0
ITEM_NAMES,193,194,0x6C,0x0735,0x4735,0x1B0735,VARIABLE,10,01 b2 06 2a 04 73 06 65 f6 fa,,기술머신04,0
ITEM_NAMES,194,195,0x6C,0x0740,0x4740,0x1B0740,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,195,196,0x6C,0x0743,0x4743,0x1B0743,VARIABLE,10,01 b2 06 2a 04 73 06 65 f6 fb,,기술머신05,0
ITEM_NAMES,196,197,0x6C,0x074E,0x474E,0x1B074E,VARIABLE,10,01 b2 06 2a 04 73 06 65 f6 fc,,기술머신06,0
ITEM_NAMES,197,198,0x6C,0x0759,0x4759,0x1B0759,VARIABLE,10,01 b2 06 2a 04 73 06 65 f6 fd,,기술머신07,0
ITEM_NAMES,198,199,0x6C,0x0764,0x4764,0x1B0764,VARIABLE,10,01 b2 06 2a 04 73 06 65 f6 fe,,기술머신08,0
ITEM_NAMES,199,200,0x6C,0x076F,0x476F,0x1B076F,VARIABLE,10,01 b2 06 2a 04 73 06 65 f6 ff,,기술머신09,0
ITEM_NAMES,200,201,0x6C,0x077A,0x477A,0x1B077A,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 f6,,기술머신10,0
ITEM_NAMES,201,202,0x6C,0x0785,0x4785,0x1B0785,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 f7,,기술머신11,0
ITEM_NAMES,202,203,0x6C,0x0790,0x4790,0x1B0790,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 f8,,기술머신12,0
ITEM_NAMES,203,204,0x6C,0x079B,0x479B,0x1B079B,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 f9,,기술머신13,0
ITEM_NAMES,204,205,0x6C,0x07A6,0x47A6,0x1B07A6,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 fa,,기술머신14,0
ITEM_NAMES,205,206,0x6C,0x07B1,0x47B1,0x1B07B1,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 fb,,기술머신15,0
ITEM_NAMES,206,207,0x6C,0x07BC,0x47BC,0x1B07BC,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 fc,,기술머신16,0
ITEM_NAMES,207,208,0x6C,0x07C7,0x47C7,0x1B07C7,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 fd,,기술머신17,0
ITEM_NAMES,208,209,0x6C,0x07D2,0x47D2,0x1B07D2,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 fe,,기술머신18,0
ITEM_NAMES,209,210,0x6C,0x07DD,0x47DD,0x1B07DD,VARIABLE,10,01 b2 06 2a 04 73 06 65 f7 ff,,기술머신19,0
ITEM_NAMES,210,211,0x6C,0x07E8,0x47E8,0x1B07E8,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 f6,,기술머신20,0
ITEM_NAMES,211,212,0x6C,0x07F3,0x47F3,0x1B07F3,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 f7,,기술머신21,0
ITEM_NAMES,212,213,0x6C,0x07FE,0x47FE,0x1B07FE,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 f8,,기술머신22,0
ITEM_NAMES,213,214,0x6C,0x0809,0x4809,0x1B0809,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 f9,,기술머신23,0
ITEM_NAMES,214,215,0x6C,0x0814,0x4814,0x1B0814,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 fa,,기술머신24,0
ITEM_NAMES,215,216,0x6C,0x081F,0x481F,0x1B081F,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 fb,,기술머신25,0
ITEM_NAMES,216,217,0x6C,0x082A,0x482A,0x1B082A,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 fc,,기술머신26,0
ITEM_NAMES,217,218,0x6C,0x0835,0x4835,0x1B0835,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 fd,,기술머신27,0
ITEM_NAMES,218,219,0x6C,0x0840,0x4840,0x1B0840,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 fe,,기술머신28,0
ITEM_NAMES,219,220,0x6C,0x084B,0x484B,0x1B084B,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,220,221,0x6C,0x084E,0x484E,0x1B084E,VARIABLE,10,01 b2 06 2a 04 73 06 65 f8 ff,,기술머신29,0
ITEM_NAMES,221,222,0x6C,0x0859,0x4859,0x1B0859,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 f6,,기술머신30,0
ITEM_NAMES,222,223,0x6C,0x0864,0x4864,0x1B0864,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 f7,,기술머신31,0
ITEM_NAMES,223,224,0x6C,0x086F,0x486F,0x1B086F,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 f8,,기술머신32,0
ITEM_NAMES,224,225,0x6C,0x087A,0x487A,0x1B087A,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 f9,,기술머신33,0
ITEM_NAMES,225,226,0x6C,0x0885,0x4885,0x1B0885,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 fa,,기술머신34,0
ITEM_NAMES,226,227,0x6C,0x0890,0x4890,0x1B0890,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 fb,,기술머신35,0
ITEM_NAMES,227,228,0x6C,0x089B,0x489B,0x1B089B,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 fc,,기술머신36,0
ITEM_NAMES,228,229,0x6C,0x08A6,0x48A6,0x1B08A6,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 fd,,기술머신37,0
ITEM_NAMES,229,230,0x6C,0x08B1,0x48B1,0x1B08B1,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 fe,,기술머신38,0
ITEM_NAMES,230,231,0x6C,0x08BC,0x48BC,0x1B08BC,VARIABLE,10,01 b2 06 2a 04 73 06 65 f9 ff,,기술머신39,0
ITEM_NAMES,231,232,0x6C,0x08C7,0x48C7,0x1B08C7,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa f6,,기술머신40,0
ITEM_NAMES,232,233,0x6C,0x08D2,0x48D2,0x1B08D2,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa f7,,기술머신41,0
ITEM_NAMES,233,234,0x6C,0x08DD,0x48DD,0x1B08DD,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa f8,,기술머신42,0
ITEM_NAMES,234,235,0x6C,0x08E8,0x48E8,0x1B08E8,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa f9,,기술머신43,0
ITEM_NAMES,235,236,0x6C,0x08F3,0x48F3,0x1B08F3,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa fa,,기술머신44,0
ITEM_NAMES,236,237,0x6C,0x08FE,0x48FE,0x1B08FE,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa fb,,기술머신45,0
ITEM_NAMES,237,238,0x6C,0x0909,0x4909,0x1B0909,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa fc,,기술머신46,0
ITEM_NAMES,238,239,0x6C,0x0914,0x4914,0x1B0914,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa fd,,기술머신47,0
ITEM_NAMES,239,240,0x6C,0x091F,0x491F,0x1B091F,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa fe,,기술머신48,0
ITEM_NAMES,240,241,0x6C,0x092A,0x492A,0x1B092A,VARIABLE,10,01 b2 06 2a 04 73 06 65 fa ff,,기술머신49,0
ITEM_NAMES,241,242,0x6C,0x0935,0x4935,0x1B0935,VARIABLE,10,01 b2 06 2a 04 73 06 65 fb f6,,기술머신50,0
ITEM_NAMES,242,243,0x6C,0x0940,0x4940,0x1B0940,VARIABLE,10,05 61 07 cc 04 73 06 65 f6 f7,,비전머신01,0
ITEM_NAMES,243,244,0x6C,0x094B,0x494B,0x1B094B,VARIABLE,10,05 61 07 cc 04 73 06 65 f6 f8,,비전머신02,0
ITEM_NAMES,244,245,0x6C,0x0956,0x4956,0x1B0956,VARIABLE,10,05 61 07 cc 04 73 06 65 f6 f9,,비전머신03,0
ITEM_NAMES,245,246,0x6C,0x0961,0x4961,0x1B0961,VARIABLE,10,05 61 07 cc 04 73 06 65 f6 fa,,비전머신04,0
ITEM_NAMES,246,247,0x6C,0x096C,0x496C,0x1B096C,VARIABLE,10,05 61 07 cc 04 73 06 65 f6 fb,,비전머신05,0
ITEM_NAMES,247,248,0x6C,0x0977,0x4977,0x1B0977,VARIABLE,10,05 61 07 cc 04 73 06 65 f6 fc,,비전머신06,0
ITEM_NAMES,248,249,0x6C,0x0982,0x4982,0x1B0982,VARIABLE,10,05 61 07 cc 04 73 06 65 f6 fd,,비전머신07,0
ITEM_NAMES,249,250,0x6C,0x098D,0x498D,0x1B098D,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,250,251,0x6C,0x0990,0x4990,0x1B0990,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,251,252,0x6C,0x0993,0x4993,0x1B0993,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,252,253,0x6C,0x0996,0x4996,0x1B0996,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,253,254,0x6C,0x0999,0x4999,0x1B0999,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,254,255,0x6C,0x099C,0x499C,0x1B099C,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,255,256,0x6C,0x099F,0x499F,0x1B099F,VARIABLE,1,e6,,<?>,0
TRAINER_CLASS_NAMES,0,1,0x6C,0x09A1,0x49A1,0x1B09A1,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,1,2,0x6C,0x09AD,0x49AD,0x1B09AD,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,2,3,0x6C,0x09B9,0x49B9,0x1B09B9,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,3,4,0x6C,0x09C5,0x49C5,0x1B09C5,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,4,5,0x6C,0x09D1,0x49D1,0x1B09D1,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,5,6,0x6C,0x09DD,0x49DD,0x1B09DD,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,6,7,0x6C,0x09E9,0x49E9,0x1B09E9,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,7,8,0x6C,0x09F5,0x49F5,0x1B09F5,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,8,9,0x6C,0x0A01,0x4A01,0x1B0A01,VARIABLE,6,03 c3 07 9c 04 fa,,라이벌,0
TRAINER_CLASS_NAMES,9,10,0x6C,0x0A08,0x4A08,0x1B0A08,VARIABLE,10,0a 27 09 2f 04 93 04 da 05 b7,,포켓몬박사,0
TRAINER_CLASS_NAMES,10,11,0x6C,0x0A13,0x4A13,0x1B0A13,VARIABLE,6,05 b7 08 b5 07 35,,사천왕,0
TRAINER_CLASS_NAMES,11,12,0x6C,0x0A1A,0x4A1A,0x1B0A1A,VARIABLE,15,0a 27 09 2f 04 93 7f 09 de 03 e9 07 9c 02 6a,,포켓몬 트레이너,0
TRAINER_CLASS_NAMES,12,13,0x6C,0x0A2A,0x4A2A,0x1B0A2A,VARIABLE,6,05 b7 08 b5 07 35,,사천왕,0
TRAINER_CLASS_NAMES,13,14,0x6C,0x0A31,0x4A31,0x1B0A31,VARIABLE,6,05 b7 08 b5 07 35,,사천왕,0
TRAINER_CLASS_NAMES,14,15,0x6C,0x0A38,0x4A38,0x1B0A38,VARIABLE,6,05 b7 08 b5 07 35,,사천왕,0
TRAINER_CLASS_NAMES,15,16,0x6C,0x0A3F,0x4A3F,0x1B0A3F,VARIABLE,6,08 a8 0a 67 06 f0,,챔피언,0
TRAINER_CLASS_NAMES,16,17,0x6C,0x0A46,0x4A46,0x1B0A46,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,17,18,0x6C,0x0A52,0x4A52,0x1B0A52,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,18,19,0x6C,0x0A5E,0x4A5E,0x1B0A5E,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,19,20,0x6C,0x0A6A,0x4A6A,0x1B0A6A,VARIABLE,11,01 7b 08 35 7f 07 0c 01 88 07 68,,괴짜 연구원,0
TRAINER_CLASS_NAMES,20,21,0x6C,0x0A76,0x4A76,0x1B0A76,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,21,22,0x6C,0x0A82,0x4A82,0x1B0A82,VARIABLE,11,04 dd 04 d9 08 26 7f 01 ef 04 46,,반바지 꼬마,0
TRAINER_CLASS_NAMES,22,23,0x6C,0x0A8E,0x4A8E,0x1B0A8E,VARIABLE,13,0a 70 07 68 02 31 02 3d 7f 06 c6 07 9c,,학원끝난 아이,0
TRAINER_CLASS_NAMES,23,24,0x6C,0x0A9C,0x4A9C,0x1B0A9C,VARIABLE,9,05 c5 7f 07 e6 03 f3 05 b7,,새 조련사,0
TRAINER_CLASS_NAMES,24,25,0x6C,0x0AA6,0x4AA6,0x1B0AA6,VARIABLE,8,08 3a 07 8a 09 01 04 46,,짧은치마,0
TRAINER_CLASS_NAMES,25,26,0x6C,0x0AAF,0x4AAF,0x1B0AAF,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,26,27,0x6C,0x0ABB,0x4ABB,0x1B0ABB,VARIABLE,14,07 04 04 3e 09 de 09 de 03 e9 07 9c 02 6a,,엘리트트레이너,0
TRAINER_CLASS_NAMES,27,28,0x6C,0x0ACA,0x4ACA,0x1B0ACA,VARIABLE,14,07 04 04 3e 09 de 09 de 03 e9 07 9c 02 6a,,엘리트트레이너,0
TRAINER_CLASS_NAMES,28,29,0x6C,0x0AD9,0x4AD9,0x1B0AD9,VARIABLE,6,06 c6 01 01 06 be,,아가씨,0
TRAINER_CLASS_NAMES,29,30,0x6C,0x0AE0,0x4AE0,0x1B0AE0,VARIABLE,13,0a 27 09 2f 04 93 7f 04 65 02 cf 06 c6,,포켓몬 매니아,0
TRAINER_CLASS_NAMES,30,31,0x6C,0x0AEE,0x4AEE,0x1B0AEE,VARIABLE,6,03 fe 09 2f 02 dc,,로켓단,0
TRAINER_CLASS_NAMES,31,32,0x6C,0x0AF5,0x4AF5,0x1B0AF5,VARIABLE,4,06 65 05 b7,,신사,0
TRAINER_CLASS_NAMES,32,33,0x6C,0x0AFA,0x4AFA,0x1B0AFA,VARIABLE,8,06 4a 09 80 05 e1 06 26,,스키선수,0
TRAINER_CLASS_NAMES,33,34,0x6C,0x0B03,0x4B03,0x1B0B03,VARIABLE,6,05 e1 05 cd 02 d4,,선생님,0
TRAINER_CLASS_NAMES,34,35,0x6C,0x0B0A,0x4B0A,0x1B0B0A,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,35,36,0x6C,0x0B16,0x4B16,0x1B0B16,VARIABLE,8,01 4f 08 e6 08 a4 08 2d,,곤충채집,0
TRAINER_CLASS_NAMES,36,37,0x6C,0x0B1F,0x4B1F,0x1B0B1F,VARIABLE,6,02 3c 06 63 02 0b,,낚시꾼,0
TRAINER_CLASS_NAMES,37,38,0x6C,0x0B26,0x4B26,0x1B0B26,VARIABLE,13,06 26 07 15 0a 02 09 ec 7f 06 02 02 82,,수영팬티 소년,0
TRAINER_CLASS_NAMES,38,39,0x6C,0x0B34,0x4B34,0x1B0B34,VARIABLE,13,05 61 09 80 02 cf 7f 06 c6 01 01 06 be,,비키니 아가씨,0
TRAINER_CLASS_NAMES,39,40,0x6C,0x0B42,0x4B42,0x1B0B42,VARIABLE,4,05 e1 07 68,,선원,0
TRAINER_CLASS_NAMES,40,41,0x6C,0x0B47,0x4B47,0x1B0B47,VARIABLE,13,07 9c 01 6a 01 48 07 97 7f 02 42 07 aa,,이과계의 남자,0
TRAINER_CLASS_NAMES,41,42,0x6C,0x0B55,0x4B55,0x1B0B55,VARIABLE,6,03 c3 07 9c 04 fa,,라이벌,0
TRAINER_CLASS_NAMES,42,43,0x6C,0x0B5C,0x4B5C,0x1B0B5C,VARIABLE,10,01 b2 09 88 04 3e 06 4a 09 de,,기타리스트,0
TRAINER_CLASS_NAMES,43,44,0x6C,0x0B67,0x4B67,0x1B0B67,VARIABLE,6,03 4e 05 ba 01 01,,등산가,0
TRAINER_CLASS_NAMES,44,45,0x6C,0x0B6E,0x4B6E,0x1B0B6E,VARIABLE,6,0a 28 08 06 07 e7,,폭주족,0
TRAINER_CLASS_NAMES,45,46,0x6C,0x0B75,0x4B75,0x1B0B75,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,46,47,0x6C,0x0B81,0x4B81,0x1B0B81,VARIABLE,17,05 32 02 3d 08 2d 7f 07 cc 04 ae 09 a0 07 9c 04 fc,,불난집 전문털이범,0
TRAINER_CLASS_NAMES,47,48,0x6C,0x0B93,0x4B93,0x1B0B93,VARIABLE,8,05 32 02 8e 07 9c 02 0b,,불놀이꾼,0
TRAINER_CLASS_NAMES,48,49,0x6C,0x0B9C,0x4B9C,0x1B0B9C,VARIABLE,10,08 2d 06 63 07 ca 01 ab 03 df,,집시저글러,0
TRAINER_CLASS_NAMES,49,50,0x6C,0x0BA7,0x4BA7,0x1B0BA7,VARIABLE,6,09 92 01 97 07 35,,태권왕,0
TRAINER_CLASS_NAMES,50,51,0x6C,0x0BAE,0x4BAE,0x1B0BAE,VARIABLE,6,03 fe 09 2f 02 dc,,로켓단,0
TRAINER_CLASS_NAMES,51,52,0x6C,0x0BB5,0x4BB5,0x1B0BB5,VARIABLE,8,08 ca 02 c9 03 f2 07 aa,,초능력자,0
TRAINER_CLASS_NAMES,52,53,0x6C,0x0BBE,0x4BBE,0x1B0BBE,VARIABLE,9,0a 67 09 79 02 d0 7f 01 29,,피크닉 걸,0
TRAINER_CLASS_NAMES,53,54,0x6C,0x0BC8,0x4BC8,0x1B0BC8,VARIABLE,8,09 17 0a 61 05 18 07 9c,,캠프보이,0
TRAINER_CLASS_NAMES,54,55,0x6C,0x0BD1,0x4BD1,0x1B0BD1,VARIABLE,6,03 fe 09 2f 02 dc,,로켓단,0
TRAINER_CLASS_NAMES,55,56,0x6C,0x0BD8,0x4BD8,0x1B0BD8,VARIABLE,2,08 0f,,중,0
TRAINER_CLASS_NAMES,56,57,0x6C,0x0BDB,0x4BDB,0x1B0BDB,VARIABLE,4,04 ab 02 e7,,무당,0
TRAINER_CLASS_NAMES,57,58,0x6C,0x0BE0,0x4BE0,0x1B0BE0,VARIABLE,4,05 18 02 f5,,보더,0
TRAINER_CLASS_NAMES,58,59,0x6C,0x0BE5,0x4BE5,0x1B0BE5,VARIABLE,11,06 d6 0a a3 01 01 7f 09 7c 03 e4,,애호가 클럽,0
TRAINER_CLASS_NAMES,59,60,0x6C,0x0BF1,0x4BF1,0x1B0BF1,VARIABLE,11,07 cc 09 bb 7f 04 ab 07 4b 06 26,,전통 무용수,0
TRAINER_CLASS_NAMES,60,61,0x6C,0x0BFD,0x4BFD,0x1B0BFD,VARIABLE,6,06 76 03 35 07 9c,,쌍둥이,0
TRAINER_CLASS_NAMES,61,62,0x6C,0x0C04,0x4C04,0x1B0C04,VARIABLE,11,06 d6 0a a3 01 01 7f 09 7c 03 e4,,애호가 클럽,0
TRAINER_CLASS_NAMES,62,63,0x6C,0x0C10,0x4C10,0x1B0C10,VARIABLE,15,0a 27 09 2f 04 93 7f 09 de 03 e9 07 9c 02 6a,,포켓몬 트레이너,0
TRAINER_CLASS_NAMES,63,64,0x6C,0x0C20,0x4C20,0x1B0C20,VARIABLE,11,08 bc 07 80 01 6c 7f 01 6c 07 b5,,체육관 관장,0
TRAINER_CLASS_NAMES,64,65,0x6C,0x0C2C,0x4C2C,0x1B0C2C,VARIABLE,6,01 46 08 9b 01 6c,,경찰관,0
TRAINER_CLASS_NAMES,65,66,0x6C,0x0C33,0x4C33,0x1B0C33,VARIABLE,6,03 fe 09 2f 02 dc,,로켓단,0
TRAINER_CLASS_NAMES,66,67,0x6C,0x0C3A,0x4C3A,0x1B0C3A,VARIABLE,15,06 26 06 26 01 e2 02 32 07 97 7f 08 bb 02 82,,수수께끼의 청년,0
POKEMON_NAME_SLOTS,0,1,0x6C,0x0C4A,0x4C4A,0x1B0C4A,FIXED_10,8,07 9c 05 c3 0a 78 06 be,50 50,이상해씨,0
POKEMON_NAME_SLOTS,1,2,0x6C,0x0C54,0x4C54,0x1B0C54,FIXED_10,8,07 9c 05 c3 0a 78 0a 3e,50 50,이상해풀,0
POKEMON_NAME_SLOTS,2,3,0x6C,0x0C5E,0x4C5E,0x1B0C5E,FIXED_10,8,07 9c 05 c3 0a 78 01 f9,50 50,이상해꽃,0
POKEMON_NAME_SLOTS,3,4,0x6C,0x0C68,0x4C68,0x1B0C68,FIXED_10,6,09 f4 07 9c 04 3e,50 50 50 50,파이리,0
POKEMON_NAME_SLOTS,4,5,0x6C,0x0C72,0x4C72,0x1B0C72,FIXED_10,6,04 3e 07 aa 03 45,50 50 50 50,리자드,0
POKEMON_NAME_SLOTS,5,6,0x6C,0x0C7C,0x4C7C,0x1B0C7C,FIXED_10,6,04 3e 07 aa 04 99,50 50 50 50,리자몽,0
POKEMON_NAME_SLOTS,6,7,0x6C,0x0C86,0x4C86,0x1B0C86,FIXED_10,6,01 ef 05 2e 01 b2,50 50 50 50,꼬부기,0
POKEMON_NAME_SLOTS,7,8,0x6C,0x0C90,0x4C90,0x1B0C90,FIXED_10,8,06 ee 02 cf 05 2e 01 b2,50 50,어니부기,0
POKEMON_NAME_SLOTS,8,9,0x6C,0x0C9A,0x4C9A,0x1B0C9A,FIXED_10,6,01 25 05 2f 07 35,50 50 50 50,거북왕,0
POKEMON_NAME_SLOTS,9,10,0x6C,0x0CA4,0x4CA4,0x1B0CA4,FIXED_10,6,09 13 09 9d 0a 67,50 50 50 50,캐터피,0
POKEMON_NAME_SLOTS,10,11,0x6C,0x0CAE,0x4CAE,0x1B0CAE,FIXED_10,6,02 dc 03 05 01 b2,50 50 50 50,단데기,0
POKEMON_NAME_SLOTS,11,12,0x6C,0x0CB8,0x4CB8,0x1B0CB8,FIXED_10,6,04 f6 09 9d 0a 63,50 50 50 50,버터플,0
POKEMON_NAME_SLOTS,12,13,0x6C,0x0CC2,0x4CC2,0x1B0CC2,FIXED_10,6,05 a4 08 e6 07 9c,50 50 50 50,뿔충이,0
POKEMON_NAME_SLOTS,13,14,0x6C,0x0CCC,0x4CCC,0x1B0CCC,FIXED_10,6,03 6c 08 e6 07 9c,50 50 50 50,딱충이,0
POKEMON_NAME_SLOTS,14,15,0x6C,0x0CD6,0x4CD6,0x1B0CD6,FIXED_10,6,03 16 09 07 05 38,50 50 50 50,독침붕,0
POKEMON_NAME_SLOTS,15,16,0x6C,0x0CE0,0x4CE0,0x1B0CE0,FIXED_10,4,01 88 01 88,50 50 50 50 50 50,구구,0
POKEMON_NAME_SLOTS,16,17,0x6C,0x0CEA,0x4CEA,0x1B0CEA,FIXED_10,4,0a 67 08 04,50 50 50 50 50 50,피죤,0
POKEMON_NAME_SLOTS,17,18,0x6C,0x0CF4,0x4CF4,0x1B0CF4,FIXED_10,6,0a 67 08 04 09 c5,50 50 50 50,피죤투,0
POKEMON_NAME_SLOTS,18,19,0x6C,0x0CFE,0x4CFE,0x1B0CFE,FIXED_10,4,01 ef 03 ef,50 50 50 50 50 50,꼬렛,0
POKEMON_NAME_SLOTS,19,20,0x6C,0x0D08,0x4D08,0x1B0D08,FIXED_10,6,03 e9 09 de 03 c3,50 50 50 50,레트라,0
POKEMON_NAME_SLOTS,20,21,0x6C,0x0D12,0x4D12,0x1B0D12,FIXED_10,6,01 ca 05 61 08 9c,50 50 50 50,깨비참,0
POKEMON_NAME_SLOTS,21,22,0x6C,0x0D1C,0x4D1C,0x1B0D1C,FIXED_10,10,01 ca 05 61 03 45 04 41 07 e6,,깨비드릴조,0
POKEMON_NAME_SLOTS,22,23,0x6C,0x0D26,0x4D26,0x1B0D26,FIXED_10,4,06 c6 05 18,50 50 50 50 50 50,아보,0
POKEMON_NAME_SLOTS,23,24,0x6C,0x0D30,0x4D30,0x1B0D30,FIXED_10,6,06 c6 05 18 09 79,50 50 50 50,아보크,0
POKEMON_NAME_SLOTS,24,25,0x6C,0x0D3A,0x4D3A,0x1B0D3A,FIXED_10,6,0a 67 09 0b 08 f2,50 50 50 50,피카츄,0
POKEMON_NAME_SLOTS,25,26,0x6C,0x0D44,0x4D44,0x1B0D44,FIXED_10,6,03 c3 07 9c 08 f2,50 50 50 50,라이츄,0
POKEMON_NAME_SLOTS,26,27,0x6C,0x0D4E,0x4D4E,0x1B0D4E,FIXED_10,8,04 90 03 d1 03 2e 08 26,50 50,모래두지,0
POKEMON_NAME_SLOTS,27,28,0x6C,0x0D58,0x4D58,0x1B0D58,FIXED_10,4,01 4d 08 26,50 50 50 50 50 50,고지,0
