category,index_zero_based,index_one_based,original_gs_korean,latest_official_korean,final_korean,official_source,verification_status,change_reason,bank_hex,cpu_address_hex
ITEM_NAMES,244,245,비전머신03,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4956
ITEM_NAMES,245,246,비전머신04,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4961
ITEM_NAMES,246,247,비전머신05,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x496C
ITEM_NAMES,247,248,비전머신06,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4977
ITEM_NAMES,248,249,비전머신07,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4982
ITEM_NAMES,249,250,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x498D
ITEM_NAMES,250,251,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4990
ITEM_NAMES,251,252,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4993
ITEM_NAMES,252,253,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4996
ITEM_NAMES,253,254,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4999
ITEM_NAMES,254,255,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x499C
ITEM_NAMES,255,256,<?>,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x499F
TRAINER_CLASS_NAMES,0,1,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x49A1
TRAINER_CLASS_NAMES,1,2,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x49AD
TRAINER_CLASS_NAMES,2,3,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x49B9
TRAINER_CLASS_NAMES,3,4,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x49C5
TRAINER_CLASS_NAMES,4,5,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x49D1
TRAINER_CLASS_NAMES,5,6,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x49DD
TRAINER_CLASS_NAMES,6,7,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x49E9
TRAINER_CLASS_NAMES,7,8,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x49F5
TRAINER_CLASS_NAMES,8,9,라이벌,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A01
TRAINER_CLASS_NAMES,9,10,포켓몬박사,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A08
TRAINER_CLASS_NAMES,10,11,사천왕,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A13
TRAINER_CLASS_NAMES,11,12,포켓몬 트레이너,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A1A
TRAINER_CLASS_NAMES,12,13,사천왕,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A2A
TRAINER_CLASS_NAMES,13,14,사천왕,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A31
TRAINER_CLASS_NAMES,14,15,사천왕,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A38
TRAINER_CLASS_NAMES,15,16,챔피언,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A3F
TRAINER_CLASS_NAMES,16,17,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A46
TRAINER_CLASS_NAMES,17,18,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A52
TRAINER_CLASS_NAMES,18,19,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A5E
TRAINER_CLASS_NAMES,19,20,괴짜 연구원,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A6A
TRAINER_CLASS_NAMES,20,21,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A76
TRAINER_CLASS_NAMES,21,22,반바지 꼬마,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A82
TRAINER_CLASS_NAMES,22,23,학원끝난 아이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A8E
TRAINER_CLASS_NAMES,23,24,새 조련사,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4A9C
TRAINER_CLASS_NAMES,24,25,짧은치마,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4AA6
TRAINER_CLASS_NAMES,25,26,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4AAF
TRAINER_CLASS_NAMES,26,27,엘리트트레이너,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4ABB
TRAINER_CLASS_NAMES,27,28,엘리트트레이너,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4ACA
TRAINER_CLASS_NAMES,28,29,아가씨,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4AD9
TRAINER_CLASS_NAMES,29,30,포켓몬 매니아,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4AE0
TRAINER_CLASS_NAMES,30,31,로켓단,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4AEE
TRAINER_CLASS_NAMES,31,32,신사,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4AF5
TRAINER_CLASS_NAMES,32,33,스키선수,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4AFA
TRAINER_CLASS_NAMES,33,34,선생님,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B03
TRAINER_CLASS_NAMES,34,35,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B0A
TRAINER_CLASS_NAMES,35,36,곤충채집,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B16
TRAINER_CLASS_NAMES,36,37,낚시꾼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B1F
TRAINER_CLASS_NAMES,37,38,수영팬티 소년,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B26
TRAINER_CLASS_NAMES,38,39,비키니 아가씨,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B34
TRAINER_CLASS_NAMES,39,40,선원,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B42
TRAINER_CLASS_NAMES,40,41,이과계의 남자,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B47
TRAINER_CLASS_NAMES,41,42,라이벌,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B55
TRAINER_CLASS_NAMES,42,43,기타리스트,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B5C
TRAINER_CLASS_NAMES,43,44,등산가,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B67
TRAINER_CLASS_NAMES,44,45,폭주족,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B6E
TRAINER_CLASS_NAMES,45,46,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B75
TRAINER_CLASS_NAMES,46,47,불난집 전문털이범,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B81
TRAINER_CLASS_NAMES,47,48,불놀이꾼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B93
TRAINER_CLASS_NAMES,48,49,집시저글러,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4B9C
TRAINER_CLASS_NAMES,49,50,태권왕,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BA7
TRAINER_CLASS_NAMES,50,51,로켓단,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BAE
TRAINER_CLASS_NAMES,51,52,초능력자,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BB5
TRAINER_CLASS_NAMES,52,53,피크닉 걸,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BBE
TRAINER_CLASS_NAMES,53,54,캠프보이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BC8
TRAINER_CLASS_NAMES,54,55,로켓단,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BD1
TRAINER_CLASS_NAMES,55,56,중,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BD8
TRAINER_CLASS_NAMES,56,57,무당,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BDB
TRAINER_CLASS_NAMES,57,58,보더,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BE0
TRAINER_CLASS_NAMES,58,59,애호가 클럽,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BE5
TRAINER_CLASS_NAMES,59,60,전통 무용수,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BF1
TRAINER_CLASS_NAMES,60,61,쌍둥이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4BFD
TRAINER_CLASS_NAMES,61,62,애호가 클럽,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C04
TRAINER_CLASS_NAMES,62,63,포켓몬 트레이너,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C10
TRAINER_CLASS_NAMES,63,64,체육관 관장,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C20
TRAINER_CLASS_NAMES,64,65,경찰관,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C2C
TRAINER_CLASS_NAMES,65,66,로켓단,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C33
TRAINER_CLASS_NAMES,66,67,수수께끼의 청년,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C3A
POKEMON_NAME_SLOTS,0,1,이상해씨,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C4A
POKEMON_NAME_SLOTS,1,2,이상해풀,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C54
POKEMON_NAME_SLOTS,2,3,이상해꽃,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C5E
POKEMON_NAME_SLOTS,3,4,파이리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C68
POKEMON_NAME_SLOTS,4,5,리자드,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C72
POKEMON_NAME_SLOTS,5,6,리자몽,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C7C
POKEMON_NAME_SLOTS,6,7,꼬부기,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C86
POKEMON_NAME_SLOTS,7,8,어니부기,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C90
POKEMON_NAME_SLOTS,8,9,거북왕,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4C9A
POKEMON_NAME_SLOTS,9,10,캐터피,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CA4
POKEMON_NAME_SLOTS,10,11,단데기,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CAE
POKEMON_NAME_SLOTS,11,12,버터플,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CB8
POKEMON_NAME_SLOTS,12,13,뿔충이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CC2
POKEMON_NAME_SLOTS,13,14,딱충이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CCC
POKEMON_NAME_SLOTS,14,15,독침붕,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CD6
POKEMON_NAME_SLOTS,15,16,구구,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CE0
POKEMON_NAME_SLOTS,16,17,피죤,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CEA
POKEMON_NAME_SLOTS,17,18,피죤투,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CF4
POKEMON_NAME_SLOTS,18,19,꼬렛,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4CFE
POKEMON_NAME_SLOTS,19,20,레트라,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D08
POKEMON_NAME_SLOTS,20,21,깨비참,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D12
POKEMON_NAME_SLOTS,21,22,깨비드릴조,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D1C
POKEMON_NAME_SLOTS,22,23,아보,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D26
POKEMON_NAME_SLOTS,23,24,아보크,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D30
POKEMON_NAME_SLOTS,24,25,피카츄,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D3A
POKEMON_NAME_SLOTS,25,26,라이츄,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D44
POKEMON_NAME_SLOTS,26,27,모래두지,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D4E
POKEMON_NAME_SLOTS,27,28,고지,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D58
POKEMON_NAME_SLOTS,28,29,니드런♀,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D62
POKEMON_NAME_SLOTS,29,30,니드리나,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D6C
POKEMON_NAME_SLOTS,30,31,니드퀸,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D76
POKEMON_NAME_SLOTS,31,32,니드런♂,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D80
POKEMON_NAME_SLOTS,32,33,니드리노,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D8A
POKEMON_NAME_SLOTS,33,34,니드킹,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D94
POKEMON_NAME_SLOTS,34,35,삐삐,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4D9E
POKEMON_NAME_SLOTS,35,36,픽시,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4DA8
POKEMON_NAME_SLOTS,36,37,식스테일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4DB2
POKEMON_NAME_SLOTS,37,38,나인테일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4DBC
POKEMON_NAME_SLOTS,38,39,푸린,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4DC6
POKEMON_NAME_SLOTS,39,40,푸크린,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4DD0
POKEMON_NAME_SLOTS,40,41,주뱃,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4DDA
POKEMON_NAME_SLOTS,41,42,골뱃,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4DE4
POKEMON_NAME_SLOTS,42,43,뚜벅쵸,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4DEE
POKEMON_NAME_SLOTS,43,44,냄새꼬,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4DF8
POKEMON_NAME_SLOTS,44,45,라플레시아,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E02
POKEMON_NAME_SLOTS,45,46,파라스,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E0C
POKEMON_NAME_SLOTS,46,47,파라섹트,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E16
POKEMON_NAME_SLOTS,47,48,콘팡,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E20
POKEMON_NAME_SLOTS,48,49,도나리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E2A
POKEMON_NAME_SLOTS,49,50,디그다,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E34
POKEMON_NAME_SLOTS,50,51,닥트리오,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E3E
POKEMON_NAME_SLOTS,51,52,나옹,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E48
POKEMON_NAME_SLOTS,52,53,페르시온,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E52
POKEMON_NAME_SLOTS,53,54,고라파덕,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E5C
POKEMON_NAME_SLOTS,54,55,골덕,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E66
POKEMON_NAME_SLOTS,55,56,망키,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E70
POKEMON_NAME_SLOTS,56,57,성원숭,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E7A
POKEMON_NAME_SLOTS,57,58,가디,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E84
POKEMON_NAME_SLOTS,58,59,윈디,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E8E
POKEMON_NAME_SLOTS,59,60,발챙이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4E98
POKEMON_NAME_SLOTS,60,61,수륙챙이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4EA2
POKEMON_NAME_SLOTS,61,62,강챙이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4EAC
POKEMON_NAME_SLOTS,62,63,캐이시,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4EB6
POKEMON_NAME_SLOTS,63,64,윤겔라,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4EC0
POKEMON_NAME_SLOTS,64,65,후딘,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4ECA
POKEMON_NAME_SLOTS,65,66,알통몬,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4ED4
POKEMON_NAME_SLOTS,66,67,근육몬,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4EDE
POKEMON_NAME_SLOTS,67,68,괴력몬,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4EE8
POKEMON_NAME_SLOTS,68,69,모다피,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4EF2
POKEMON_NAME_SLOTS,69,70,우츠동,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4EFC
POKEMON_NAME_SLOTS,70,71,우츠보트,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F06
POKEMON_NAME_SLOTS,71,72,왕눈해,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F10
POKEMON_NAME_SLOTS,72,73,독파리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F1A
POKEMON_NAME_SLOTS,73,74,꼬마돌,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F24
POKEMON_NAME_SLOTS,74,75,데구리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F2E
POKEMON_NAME_SLOTS,75,76,딱구리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F38
POKEMON_NAME_SLOTS,76,77,포니타,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F42
POKEMON_NAME_SLOTS,77,78,날쌩마,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F4C
POKEMON_NAME_SLOTS,78,79,야돈,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F56
POKEMON_NAME_SLOTS,79,80,야도란,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F60
POKEMON_NAME_SLOTS,80,81,코일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F6A
POKEMON_NAME_SLOTS,81,82,레어코일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F74
POKEMON_NAME_SLOTS,82,83,파오리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F7E
POKEMON_NAME_SLOTS,83,84,두두,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F88
POKEMON_NAME_SLOTS,84,85,두트리오,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F92
POKEMON_NAME_SLOTS,85,86,쥬쥬,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4F9C
POKEMON_NAME_SLOTS,86,87,쥬레곤,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4FA6
POKEMON_NAME_SLOTS,87,88,질퍽이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4FB0
POKEMON_NAME_SLOTS,88,89,질뻐기,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4FBA
POKEMON_NAME_SLOTS,89,90,셀러,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4FC4
POKEMON_NAME_SLOTS,90,91,파르셀,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4FCE
POKEMON_NAME_SLOTS,91,92,고오스,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4FD8
POKEMON_NAME_SLOTS,92,93,고우스트,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4FE2
POKEMON_NAME_SLOTS,93,94,팬텀,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4FEC
POKEMON_NAME_SLOTS,94,95,롱스톤,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4FF6
POKEMON_NAME_SLOTS,95,96,슬리프,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5000
POKEMON_NAME_SLOTS,96,97,슬리퍼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x500A
POKEMON_NAME_SLOTS,97,98,크랩,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5014
POKEMON_NAME_SLOTS,98,99,킹크랩,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x501E
POKEMON_NAME_SLOTS,99,100,찌리리공,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5028
POKEMON_NAME_SLOTS,100,101,붐볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5032
POKEMON_NAME_SLOTS,101,102,아라리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x503C
POKEMON_NAME_SLOTS,102,103,나시,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5046
POKEMON_NAME_SLOTS,103,104,탕구리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5050
POKEMON_NAME_SLOTS,104,105,텅구리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x505A
POKEMON_NAME_SLOTS,105,106,시라소몬,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5064
POKEMON_NAME_SLOTS,106,107,홍수몬,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x506E
POKEMON_NAME_SLOTS,107,108,내루미,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5078
POKEMON_NAME_SLOTS,108,109,또가스,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5082
POKEMON_NAME_SLOTS,109,110,또도가스,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x508C
POKEMON_NAME_SLOTS,110,111,뿔카노,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5096
POKEMON_NAME_SLOTS,111,112,코뿌리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50A0
POKEMON_NAME_SLOTS,112,113,럭키,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50AA
POKEMON_NAME_SLOTS,113,114,덩구리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50B4
POKEMON_NAME_SLOTS,114,115,캥카,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50BE
POKEMON_NAME_SLOTS,115,116,쏘드라,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50C8
POKEMON_NAME_SLOTS,116,117,시드라,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50D2
POKEMON_NAME_SLOTS,117,118,콘치,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50DC
POKEMON_NAME_SLOTS,118,119,왕콘치,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50E6
POKEMON_NAME_SLOTS,119,120,별가사리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50F0
POKEMON_NAME_SLOTS,120,121,아쿠스타,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x50FA
POKEMON_NAME_SLOTS,121,122,마임맨,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5104
POKEMON_NAME_SLOTS,122,123,스라크,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x510E
POKEMON_NAME_SLOTS,123,124,루주라,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5118
POKEMON_NAME_SLOTS,124,125,에레브,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5122
POKEMON_NAME_SLOTS,125,126,마그마,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x512C
POKEMON_NAME_SLOTS,126,127,쁘사이저,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5136
POKEMON_NAME_SLOTS,127,128,켄타로스,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5140
POKEMON_NAME_SLOTS,128,129,잉어킹,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x514A
POKEMON_NAME_SLOTS,129,130,갸라도스,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5154
POKEMON_NAME_SLOTS,130,131,라프라스,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x515E
POKEMON_NAME_SLOTS,131,132,메타몽,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5168
POKEMON_NAME_SLOTS,132,133,이브이,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5172
POKEMON_NAME_SLOTS,133,134,샤미드,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x517C
POKEMON_NAME_SLOTS,134,135,쥬피썬더,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5186
POKEMON_NAME_SLOTS,135,136,부스터,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x5190
POKEMON_NAME_SLOTS,136,137,폴리곤,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x519A
POKEMON_NAME_SLOTS,137,138,암나이트,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x51A4
POKEMON_NAME_SLOTS,138,139,암스타,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x51AE
POKEMON_NAME_SLOTS,139,140,투구,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x51B8
POKEMON_NAME_SLOTS,140,141,투구푸스,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x51C2
POKEMON_NAME_SLOTS,141,142,프테라,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x51CC
POKEMON_NAME_SLOTS,142,143,잠만보,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x51D6
POKEMON_NAME_SLOTS,143,144,프리져,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x51E0
